,comment,sentiment
1404,타인의 피해를 대수롭잖게 여기는 범죄성향 초기증세들,0.0
1405,헐 헐 헐 헐<br><br><br>............<br>..,0.0
1406,저래서 지하철 타기싫어,0.0
1407,대구지하철 참사를 겪고도 처벌이 저정도냐 우리나라 한참 멀었다 멀었어,0.0
1408,엄중처벌해야함,0.0
1409,싫은소리한다고 다 꼰대냐. 상식적으로 지하철 안에서 담배피는게 제대로된 행동인가. 저런사람들은 다시는 지하철 못 타게 하든가 해야지 법 좀 강하게 바꿨으면 좋겠구만...,0.0
1410,어이가 없네,0.0
1411,처벌 수위가 참으로 약하네요. 저러니 법 무서운줄 모르지;;;,0.0
1412,어우...좀 참고 살지,0.0
1413,어디 쌍팔년대 생각하나 공공장소는 당연히 금연이지 다른사람 생각안하고 지 기분만 생각하는게 진정 개꼰대지,0.0
1414,모자이크 진짜 화나네,0.0
1415,도덕적인척? 학교에서 남들한테 피해주지말라고 알려줬을텐데......모자이크비용이 아깝다.,0.0
1416,속상해서 제 입술을 꼬집으면서 끝까지봤네요...,0.0
1417,저런 미친인간들 건드리면 칼꺼낼까봐 무섭다ㅋㅋ,0.0
1418,베트맨이 필요하다,0.0
1419,저런놈들 특 마동석앞에서 조용해짐,0.0
1420,추접하다...,0.0
1421,현행범은 얼굴 공개하면 안되나?,0.0
1422,테스형 세상이 왜이래,0.0
1423,벌금 넘 적다 더 올려요. 그리고 폭행은 구속도 길게,0.0
1424,한심하다.....,0.0
1425,안에 임산부있으면 우짤려고..,0.0
1426,"지하철에 경찰이나 보안 한명씩 배치해놔야함.<br>중국이나 러시아나 미국 몇몇 지역은 지하철 2,3칸마다 경찰있어서 저러면 바로 잡아간다함.",0.0
1427,모자이크왜하는거죠대체,0.0
1428,왜저게 벌금이지..?,0.0
1429,우리나라 사람들이 어쩌다 저지경까지.......,0.0
1430,"네 잘못을 말해보자면요,<br>1. 다 막혀있는 곳에서 담배를 핀다.<br>2.코로나인 상황에서 공공장소에서 마스크를 벗어 난동을 부렸다.<br>(등등등.... <br>p.s. ..하... 할말하않<br>아니 모자이크 빼주세요",0.0
1431,이거 유튜브 쇼츠에 원본있습니다,0.0
1432,외국인 친구가 그러더라.... 한국은 법이 너무 약하다고....,0.0
1433,댓글에서 봤는데 목에 상처나 행동으로봐서 마약이 의심된다던데,0.0
1434,업로드 참 빠르구먼 분명방금 뉴스에나온건데 업로드 빠르네,0.0
1435,고냥 자기한테 뭐라고 하기만 하면 꼰대라고 하네 뭘 잘못했는지 인식 못하고 ..,0.0
1436,구속되니까 얌전한거보소,0.0
1437,말리는사람 부처야??? <br>저걸 안때렸다고?????,0.0
1438,사람들도 문제다 싸우는데 한명도 안도와주네,0.0
1439,그냥 정신이 이상한듯 한데 ?,0.0
1440,와  돌아버리겠네<br>저걸 그냥~~~^^^^,0.0
1441,"진짜 판결 꼬라지 봐라 이러니까 계속 같은 일 반복되고, 재인이 꼬라지 봐라 이런 일 계속 올라와도 관심이 없으니 개정도 안하지 에휴 ㅋㅋ",0.0
1442,도시에서 꾸역꾸역 모여살기 힘들것다...,0.0
1443,타인에게 피해 주는걸 제 마음이다라고 항변한다면 공공장소에서 담배피우는놈 얼굴 터질때까지 패버려도 제 마음이잖아요 하면 저사람은 인정해줄까? 정신나간놈이네,0.0
1444,종종 작은중국이라고 불리는 큰 원인중 하나가 저런사람들임 저기서 더 심해지면 칼들고 와서 쑤시는 단계까지 나가는거고,0.0
1445,모자이크 할꺼면 올리지 마세요,0.0
1446,벌금형 너무 약해서 재발방지 안되죠,0.0
1447,가해자 모자이크 왜 하냐? 가해자 얼굴을 알아야 피하던 말던하지,0.0
1448,전철은 다 같이 이용하는 대중교통이지 니 안방이냐!...정신병자들이 따로읍다 진짜,0.0
1449,객기의 끝은 <br>객사다,0.0
1450,체포했다고,0.0
1451,참 정신병자는 격리해서 사회 못나오게 해야지...,0.0
1452,말리는 사람이 마동석이었어도 저랬을까... ㅋ,0.0
1453,꼰대 꼰대하는 애들. 니들은 니들 주장이 맞다고 우기는 젊은 꼰대 아니냐?ㅋㅋ 대부분 꼰대니 틀딱이니 하는것들 중에 지도 똑같음.  10대 20대가 나라의 미래니 하는데 난 모르겠다.ㅋㅋ<br>지들보다 나이 좀만 많고 지들이랑 생각이 다름 지들이 피해주고도 그게 남한테 피해인줄도 모르고 적반하장 하는 애들 너무 많이 봐서..,0.0
1454,말리시는 분 진정한 참어른이시네요<br>성별 관계없이 주변 젊으신 분들도 같이 목소리 내주셨으면 더 좋았을텐데...ㅠ 법마저 가해자를 보호하는 시대에 우리끼리라도 힘을 합칩시다!!! 저런 사람들 1대 다수여야 더 효과가 좋습니다<br>요새 이유없이 칼부림 나는 사건도 많은 사회에서 말리시는게 쉬운 일이 아니셨을텐데 너무 멋지십니다!!,0.0
1455,훈계하시는분 꼰대 아니고 내가 생각하는 진짜 정의로운 어른,0.0
1456,한국에선 피해자들이 고소를 당해서 안 막아요~~,0.0
1457,감옥은 뭐하러 만들어놨냐?,0.0
1458,뒷덜미에 상처난거보니 어디서 쳐맞은듯ㅜㅜ담배피면 안되는거 뻔히 알면서 이렇게해서라도 스트레스 풀려는모습이 참 안쓰럽다ㅜㅜ,0.0
1459,법이 약하니깐 저렇게 공공장소에서 담배피고 사람들한테 피해주지 법좀 개정해라 <br>10년이상 징역으로,0.0
1460,오늘도지하철은훈훈하게 하루가지나갑니다.  .,0.0
1461,이런건 그냥 얼굴 까자. .ok/,0.0
1462,제발좀 저런 몰상식한 사람들은<br>강력하게 처벌좀 해주세요.<br>기본적인 인성은 있어야지,0.0
1463,내가 타는 지하철에 저런사람 없었으면 좋겠다.,0.0
1464,"국민청원해서 지하철에 있던 사람들에게 피해준 담배냄새,위법으로 벌금 쌔게 먹이자 제발 .",0.0
1465,모자이크 풀자,0.0
1466,오늘도 그들이 있기에 웃습니다,0.0
1467,"요세 이상한 사람들왜케많지? 정신이상한사람 넘많아,,",0.0
1468,여기 박영진이 나타나서 &quot;요즘젊은것들은&quot; 하면서 혼내줘야 되는디,0.0
1469,법조인들 빨리 법좀 바꿔라<br>더이상 이나라를 썪게 하지말고<br>법을 바꾸지 않는한 미래에는 대한민국도<br>모든 국민들이 다 권총차고 다닐날들이 <br> 곧 올것이다<br>범죄없는 세상에서 좀 편하게좀 살수있도록 <br>후손들에게는 물려줘야할거 아니냐,0.0
1470,저런인간들은 신상공개좀 시켜주지 좀.. 사회 악들을 지켜주는 모자이크 ㅎㅎ,0.0
1471,빌런들 천지구만ㅎㅎ,0.0
1472,저러다 사고나면 어쩌려구 그러냐,0.0
1473,저런건 처벌을 강해가 해야는데,0.0
1474,결국 젊었을 때 저랬던 사람이 그대로 나이를 먹고 늙어서 저렇게 될 거라고 생각이 드네요.,0.0
1475,지하철에서 담배피는거 불법아닌가요?,0.0
1476,할많하않,0.0
1477,손 계속 내리는 아저씨 멋잇다,0.0
1478,저런사람 있으면 모른척하고 신고하는게 최고 괜히 어떻게 해볼려다가 피해만봄,0.0
1479,"첫 번째 영상 촬영한 유튜버입니다.  임의로 가져다가 쓰셨는데... 출처 제대로 남겨주시던가 영상 내려주세요.  이메일 드렸습니다.<br>많은 언론 기자님들께서 연락을 주셨고 성실히 인터뷰에 응하였습니다. 일부 언론매체에서 소정의 제보료를 주시기로 했는데, 잘 모았다가 고아원에 기부하여 좋은 일에 쓰겠습니다. 감사합니다!",0.0
1480,다른영상 배댓에서 본건데 목에 난 상처 보아하니 어디가서 개쳐맞고 와서 나 화났다고 쇼하는 거라던데ㅋㅋ,0.0
1481,모자이크를왜합니까,0.0
1482,인간이길 포기한것들인데 인권이 왜있냐...,0.0
1483,세상에 상식적이지 못한 사람들이 왜 이렇게 많을까,0.0
1484,아니 모자이크 언제 까지 할꺼야..,0.0
1485,참나 저게 꼰대랑 뭔 상관? 아주 튀고 싶어 환장햇구만 쯧쯧,0.0
1486,헐 실화냐?,0.0
1487,미친 사람들이 너무 많아져서 큰일이다,0.0
1488,모자이크른 왜 반대로하는거야,0.0
1489,말리시는분 대단하시다.멋져,0.0
1490,솜방망이 처벌... 넘약해.   벌금최소  500만부터  때려박아야  정신차리지..,0.0
1491,"저사람 구속해야 하는거 아니냐? 모욕죄, 방역법위반, 금연법위반",0.0
1492,대구사는 사람입니다 어떤댓글에서 대구 지하철 화재사건 이야기가 나와 글올립니다.... 그때 전 중학생이였고 학교에서 참사사건이보일정도의 거리였습니다... 그때의 일은 정말 참혹했습니다 부디 어그로등등 그때의 일을 장난이라도 꺼내지말아주세요 유가족분들 직접격으신분들 모두의 가슴에 다시한번 칼로 난도질하는 격입니다.... 다른 사고의 영상또한 마찬가지로 그런글은 적지말아주세요... 요즘 그런글들이 너무 자주보여 글을 적습니다....,0.0
1493,모자이크는 잘해주네 아주 범죄자 인권이 소중하지,0.0
1494,요새 정신병자들 많음.,0.0
1495,아님.<br>외국에는 더하면더했지 덜하지않음ㅋㅋㅋ,0.0
1496,지하철 승차나 티켓을 구매할때 자격증 같은 제도를 도입하면 어떨까요?,0.0
1497,진지하게 법이 이딴식이어서야 흉악범죄만이 사람들을 뜯어고친다니까<br>말을 해서 안듣는 사람들을 잡으라고 있는 법이 맨날 느슨하니까 저러는거아니냐<br>아예 공포심으로 통제하는게 맞는거같다 진짜,0.0
1498,ㅗㅜㅑ 저런걸 인권이랍시고 모자이크 처리해주는게 참 ㅋㅋㅋ <br>이게 나라냐 ?,0.0
1499,이럴때보면 우리나라법 진짜 속터진다,0.0
1500,참 할말이 없다!! 없어,0.0
1501,왤케 법이약하냐 참내,0.0
1502,모자이크 좀  없쎄요 ㅇ,0.0
1503,난 세상에서 담배가 제일싫어 ....,0.0
1504,손발이 오그라드네 ㅋㅋ,0.0
1505,동방예의지국이 동방막장지국됏네,0.0
1506,실화냐 담배?,0.0
1507,판사들아 감형해주지 마라,0.0
1508,저런넘들은 모자이크 하지 말자~,0.0
1509,꼰대는 자기의 행동이 아주 부적절한지 모르고 남에게 해를 끼치는 행동을 하는 이들을 공통해서 말하는거지 젊든 나이가 들던 똑같이 표현가능. <br>결국 노답은 세대간의 차이가 없다.,0.0
1510,한국이니깐 저렇게 정중하게 부탁하는거지.. 만약 미국이였음 근육질 형들한테 졸라 다굴 맞았을듯..<br>저런놈은 패도 무죄 나오니.. 한국은 저런 개념없는 씹쓰렉 인간 패면 깽값 물어줘야 함.. 법이 참 그지 같음..,0.0
1511,아... 멍청한사람 공포증 재발하려하네,0.0
1512,징역안갔어????코로니시국인데 징역보내야하는거아니냐?,0.0
1513,니 마음 대로 할거면 이민 가라,0.0
1514,이거 화재 위험성으로 고발해라,0.0
1515,못 배운 티 내는게 참 안쓰럽네,0.0
1516,"말이 맞는거 같습니다. 순간 너무 욱해서 너무 심한 언사를 썼습니다. CCTV가 너무 많아서 저는 실제론 사람눈 담배불로 못지질거 같습니다. 저 지하철 안에서 담배연기 말도못하고 억지로 참았던 여성분들, 어린아이들 입장에서 생각하면 정말 기분이 안좋은건 사실이네요.. 불편하셨다면 다시한번 과격하게 글쓴거에 대해서  사과드립니다.",0.0
1517,"무심코 지나 가다가 우연히 저를 만나신 모든 분들이 아프지 않고 좋은 일만 가득하시길 바랍니다. 학업 취업 연애 사업 재물 건강 모든일이 잘되실겁니다.💖<br>항상 다같이 행복해요.💖💚💙💛",0.0
1518,정말 억지로 까려는게 눈에 훤하네ㅋㅋㅋㅋㅋ,0.0
1519,배웠다고 똑똑한척하다가 개망신당하지말고 간단명료하게 적자!~,0.0
1520,어휴.. 제작자도 현타올듯.. 고생많으십니다요,0.0
1521,아.. 시국이 어느 시국인데 그것을 틀리다니,0.0
1522,가지가지하네요 정말... ㅋㅋㅋㅋㅋ,0.0
1523,"겨우 맞춤법인데 뭐, 정치를 잘해야지",0.0
1524,안철수 님은 정치 안 하셨으면 국사책에  이름 올려야 하는 분인데 .. 안타깝다.. 인성도 좋으신분 같은데..,0.0
1525,"무사귀환을 바랫지만 결국 순직하신 소방관분의 명복을 빌며, 세계 모든 소방관 여러분들 너무 고생많으십니다. 모두 무사히 건강하시길 바랍니다.",0.0
1526,"최근에 쿠팡친구로 잠깐 일해본적이 있는데 겉으로는 안전, 정확, 친절을 내세우며 교육을 하지만 저들이 정말 강조하고자 하는 내용은 속도 즉 경제성을 최우선시  한다는 것인데 이는 배송 기사에게 얼마만큼이 할당되는지 기사 인당 배송량만 봐도 알수 있다고 생각한다 (참고로 본인이 속했던 캠프에 한달도 안된 신입 배당 가구수는 100가구에 육박하며 물품수로는 150~200개, 신입 퇴사율은 98프로라고 들었다)",0.0
1527,무사히 빠져나와주세요 부탁드립니다,0.0
1528,제발...,0.0
1529,"미치겠다 진짜,, 신이 있다면 부디 소방관님 무사히 구출해주시길 ㅠㅠ.. 제가 평생 빌 소원 중 하나 여기에 쓸게요 무사히 나와주세요 ㅠㅠ",0.0
1530,가족분들 얼마나 가슴이  아플까요 ㅠㅠ<br>어서 무사귀환 하세요,0.0
1531,소방과님 꼭 별일없길 바래요  기쁜소식 주세요,0.0
1532,서장 옷벗기고 엄중처벌하라. 상부 지시없이 건물 내부진입했을리는없고 구할사람도없는데 굳이 서장이 불구덩이속으로 들어가라고 지시했으니까 순직하신거아니냐,0.0
1533,아이고 물건다탔을라나 모르겠네 소방관님은 안타깝고,0.0
1534,피해규모가 얼마야 저게....,0.0
1535,소방관 여러분이 있기에 저희가 있습니다. 항상 다른 생명을 구하기위해 목숨을 내놓는 소방관님들 정말 존경합니다,0.0
1536,빨리 고립된 소방관님 구조되길!!!,0.0
1537,소방관여러분 위험한 작업 하시느라 수고 많으십니다.<br>그리고 고립되신 소방관 분께서는 무사탈출을 빕니다🙏,0.0
1538,소방관 평소에는 업무량 적음 화재시 목숨걸고함,0.0
1539,응원합니다,0.0
1540,소방관은 역시 대단한 직업이네요..  저렇게 위험이 일어날걸 알고도 일하니.. 영웅님 무사귀환하길 바랍니다..,0.0
1541,부디 구조대원분 구조되시길 바랍니다,0.0
1542,저런 안전사고 언제 줄어들까 예방할수 있는사고를 저리만드니..뭐라 할말이 없다 괜한생명 희생시키기나 하고,0.0
1543,제발 무사귀환 해주세요 ㅜㅜ,0.0
1544,광고아닌가요?,0.0
1545,"자영업자분들,힘내세요.다들 좋은 일들 있으시기를 바래요.",0.0
1546,다중이용시설에 필수로 설치했으면 좋겠네요~,0.0
1547,코로나로 인해 죽어가는 자영업자 살리기 대박이네요👍🏻👍🏻 환기 환기하는데 저런 방법이 있었네요! 힘내세요!!,0.0
1548,맨날 환기하라하라 하지만 말로만 인줄 알았는데 그걸 실제로 해주는 기업이 있다니....,0.0
1549,요즘에는 냉방기 사라진다고 환기하려 문 여는 것도 싫어하는 분들이 많은데 그런면에서 좋을것 같네요,0.0
1550,진짜 이런 기업이 성공해야지.. 어려운 시기에 좋은일 해주셔서 감사합니다,0.0
1551,코시국에 환기하는것도 일인데 이런 제품도 잇엇네요!!! 힘든 자영업자분들 힘내서 운영하시라고 무료나눔 한 힘펠 최고다 !!! 👍👍 좋은 영상 보고가요!,0.0
1552,쥐리네~,0.0
1553,"암호 메신저 앱을 개발해서 범죄 조직을 소탕한다니, 정말 영화보다 더 영화 같네요. fbi 요원분들 수고 하셨습니다.",0.0
1554,IT의 올바른 사용법.,0.0
1555,보도가 됐다는건 알만한 범죄자들은 이제 저거 안쓴단 말이제,0.0
1556,그래도 저런거 만들정도로 머리 좋은 사람들이 그런것도 생각 못했을까요 ^^ 어련히도 이제 효용성이 없겠다 싶어서 밝혔겠죠,0.0
1557,멋지다!!!!!!! 대단하다<br>우리나라는 언제쯤 저렇게???<br>다아는 버닝썬 YG도 무혐의가 되고 있으니....,0.0
1558,우리나라 약쟁이들도 좀 잡아 주십시요 ㅠ.ㅠ 마약천국 될 판입니다 ㅠ.ㅠ,0.0
1559,근데 성과가 좀 약소하네,0.0
1560,좀더 퍼트린다음 더 많은 범죄조직 싸그리 잡아넣었으면 하는 아쉬움이 있네용,0.0
1561,"아마 중간에 이게 스파이 앱이라는 것이 들통났기 때문일 겁니다. 지금 뉴스에서 그게 무슨 앱이었는지 까지 자세하게 알려주고 있는데, 이를 보면 더 이상 저 앱이 비밀이 아니며, 더 이상의 가치가 없음을 의미하죠. 저렇게 공을 들여 만들었는데도 버린다면 그것은 외적인 요인으로 쓸모가 없어진, 즉 범죄 조직에 의해 그것이 스파이 앱이라는 것이 밝혀졌기 때문일 가능성이 큽니다. 그리고 그것이 들켰으면 범죄자들이 도망칠 것은 불보듯 뻔했기 때문에 그 내용이 퍼지기 전 먼저 선수를 친 것으로 보이네요.",0.0
1562,BGM부터 심장이 쫄깃 하구만...,0.0
1563,영화로 나와도 손색이 없을 정도의 비현실감이네요…,0.0
1564,FBI.너는 계획이 다 있었구나!,0.0
1565,음악도 왜이리 웅장해 ㅎㅎㅎ,0.0
1566,우리나라도 도입이 필요합니다,0.0
1567,함정수사는 우리나라에선 불법이라 저대로는 못하지.,0.0
1568,근데 이렇게 알려지게 되면 앞으로 이방법 다시는 못써먹는거 아닌가,0.0
1569,이래서 사람은 배워야함,0.0
1570,조직에 잠입한 호주경찰 어떻게 됐나요....,0.0
1571,와 멋있다ㅋ 기획력 추진력 부럽네,0.0
1572,저거 기획한 사람 개천재네ㅋㅋ,0.0
1573,아놈 만든사람도 익명범죄메신저 개발했다가 빵들어간 개발자임.<br>FBI가 형량 줄어줄태니까 저거 개발하라고 해서 만들어진게 아놈,0.0
1574,오 이건 진짜 영화보다 더 영화네,0.0
1575,이야 이래서 불법앱을 쓰면 안된다니깐 ㅋㅋㅋㅋㅋㅋ,0.0
1576,FBI랑 호주경찰 멋쪄요~~!!,0.0
1577,이번 작전 토대로 영화 하나 나오겠네 ㅋㅋㅋ,0.0
1578,백인은 흑인 인종차별하고 흑인은 동양인 인종차별 하고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웃기는 짬뽕들여~~~~,0.0
1579,여자는  때리지말자  할머니까지  때리는건 좀...,0.0
1580,"저런 사례가 넘 적은게 문제,,",0.0
1581,지하철에서 저러는 거 진짜 추태다ㅋㅋㅋㅋㅋㅋㅋ 그저 한심하기 그지없습니다. 사람이 왜 저럴까 싶네요,0.0
1582,중국음식점에서 멍청한 백인이 난동피우다 얻어<br>맞았나.<br>영국은 훌리건의 나라답다.,0.0
1583,한국에선 저러면 안됩니다~~,0.0
1584,인종차별은 정말 하는 사람 스스로를 깎아내리는 짓입니다. 피해자분들 마음고생 안하셨으면 좋겠습니다,0.0
1585,팩트. 백인들보다 히스패닉 흑인 이런애들이 인종차별 더 심하게 많이 함. 근데 이 영상에선 백인들이 차별하는 것만 보여줌 ㅋㅋ 언더도그마에 빠지기 쉽게 해놨네,0.0
1586,주먹질로 끝나면 다행이지 언제 바지춤에서 총칼나올지아냐 그게 무서운거지,0.0
1587,아따 할아버지 태권도좀 하셨네~~ 품이 나온딩..ㅋㅋㅋㅋㅋㅋ,0.0
1588,실제로 미국 가봐라 인종차별 당해도 가만히 짜져있어야 됨. 특히 아시아인들은 백인들도 무시하고 흑인들도 무시하는데 인종차별 했다고 막 나서다가 총맞는다 진짜. 미국은 보복 심해서 진짜 짜져있어야됨,0.0
1589,인종차별 없어졌으면,0.0
1590,시원하네 ㅋ,0.0
1591,아침부터 사이다  시원하넹,0.0
1592,두번째 상황에서 옆에 친구가 크로스백 매고 있는 친구 툭 치네 ㅋㅋㅋ 야!야! 너 복싱 배웠잖아 !,0.0
1593,자연의 법칙을 우주의 법칙을 거스를수는 없다. 여자와 남자의 뇌구조의 차이를 차별과 혐오라고 할수 없다. 인종간 IQ의 차이도 마찬가지.,0.0
1594,그래서 결론이?,0.0
1595,제가 인도에 갔을때 어디 성당 앞에서 노점하는 상인이 칭챙총 이러면서 손가락질하며 막 웃었는데 당시에는 잘 몰라서 넘어갔다가 나중에 생각해보니까 인종차별 한거더라구요. 가게도 아니고 바닥에 좌판깔고 장사하던 사람이었는데. 그런 장사하는 분들을 무시하는건 아니지만 뭘 믿고 뭘 놀릴려고했는지 아직도 이해가 안되네요.  저런 사람들은 대체적으로 지 주제를 잘 모르는것 같아요.,0.0
1596,와 턱맞으면 진짜 기절하는구나,0.0
1597,속 시원한 장면이네,0.0
1598,진짜 우리나라도 모자이크 하지 말자,0.0
1599,한국이면 때린 사람 찾는다고 경찰들이 날리나죠,0.0
1600,한국은 폭행죄 벌금형 또는 구속,0.0
1601,그래서 폭력이 정당하다고 누가 그러디. 미친거 아니냐,0.0
1602,눈에는 눈 이에는 이,0.0
1603,현실 : 백인 흑인 할거없이 동양인 차별함 ㅋㅋ 우리는 최약체임 그냥,0.0
1604,인종 상관없이 지능 낮고 못배운 애들이 자기하고 다르면 차별하는거임,0.0
1605,할아버지 좀치신분이네 ㅋㅋㅋ 거리조절하다가<br>왼손으로 앞손 치운뒤 스트레이트 ㅋㅋㅋ,0.0
1606,다리 돌어가는거 ㄸ,0.0
1607,진짜 개멋있으심,0.0
1608,ㄹㅇㅋㅋ 때리고 자세잡는것도  ㅋㅋ,0.0
1609,모자이크안하는거 진짜 멋지네요,0.0
1610,선방으로 턱치면 99%로 이김,0.0
1611,한국에서 싸워도 되는 예외 상황 : cctv가 없는데서 때리면 경찰들이 귀찮아서 안잡음,0.0
1612,정당방위임,0.0
1613,어르신 거리 조절 하는거 보소 ㄷㄷㄷ,0.0
1614,핵주먹ᆢ,0.0
1615,동양인은 순하다는 인식이 있어 무시하는 경향도 있는것 같아요.,0.0
1616,인종차별 발언좀했다고 사람패는건 아니지않나? 그럴꺼면 살해도정당화되는 세상이올텐데 인종차별자랑 뭐가다름 전혀  속 안시원하다 나같음 말로갚아준다,0.0
1617,인종차별 안 당했으면 쉽게 말하지 마셈  요즘 세상에서 인정차별이 얼마나 심각한 문제인데 말로 안되니까 때린거지 괜히 정당방위가 인정되는게 아님,0.0
1618,맨마지막 장면은 흑인여성이 한국인여성을 친 장면입니다,0.0
1619,오 다들 잘 치는데,0.0
1620,끊어치기 오지네 ㅋㅋㅋ,0.0
1621,가만히 있던 애들은 뭔 죄냐,0.0
1622,속이 다 시원하네,0.0
1623,레게노,0.0
1624,그래도 조심하세요 저러다 기절하고 머리부터 떨어지면 죽을수도 있어요..맞을짓은 햇지만 무섭긴하네요,0.0
1625,대박!,0.0
1626,와....펀치력 쎄다...,0.0
1627,저렇게 대응하고싶다..,0.0
1628,대한민국 내에서도 벌어지는<br>인종차별도 장난아닙니다<br>한국사람이 동남아등 해외이주자에게 하는 짓 장난아니죠! 우리부터 잘하자,0.0
1629,맞아요..이 부분 아시는 분은 거의 없던데..언급해 주셨네요,0.0
1630,멋진 반격이네요 와우~~,0.0
1631,마스크 안 쓴거 불편하네...,0.0
1632,백인 혐오를 멈춰주세요,0.0
1633,흑인이나 황인 건드시면 큰 코 다치십니다..,0.0
1634,지하철….마스크 어디감?,0.0
1635,서로가 차별하지 ㅋ 그냥 그나라에 어느 인종이 더 많냐로 갈림,0.0
1636,중국인도 깨어있는 사람이 있어요<br>중국을 너무머라하지마세여<br>지식인들 빼고는 중국욕<br>찬성,0.0
1637,중국에서 코로나 만들어서 최대 피해자는 미국 같은 아메리카임. 그래서 요즘 인종차별이 심해진거고... 조심하세요,0.0
1638,우리도 차별하자나요 동남아인들,0.0
1639,흑인은 원래 저랬는데 뭔 새삼스레;,0.0
1640,제 생각엔 단지 폭력만으로 차별의 유무와 그 정도를 판단하기 힘들다고 생각해요,0.0
1641,인종차별은 백인보단 흑인이 더 하던데?,0.0
1642,이런거 올릴거면 흑인들이 아시아인들 차별하는것도 같이 올리시죠?<br>이런거 보면 꼭 백인만 나쁜것처럼 올림,0.0
1643,두번째는 동양인이였으면 아무도 인종차별이라고 안했겠지,0.0
1644,인종차별은 아니더라도 우리나라도 동남아나 중국 무시하고 차별하는건 같지 않나,0.0
1645,"우리나라도 개선해야할 문제지만 외국처럼 죽이거나 폭행하는 일은 별로 없음,, 코로나하고 동북공정 때문에 중국 혐오가 많아진거고 인종 차별이 아니라",0.0
1646,ㄴㄴ 몸이 경직된 걸 봐서 턱 맞고 기절한거임,0.0
1647,한국인은 건들지 말아라 그러다 진짜 큰일난다 터지면 단결력 짱이다,0.0
1648,고소하다,0.0
1649,이래서 무술 하나씩은 배워둬야 해,0.0
1650,선진국은 범죄자 얼굴 모자이크 안하네,0.0
1651,흐켱 전광석화같은 훅보소~,0.0
1652,왜 얼굴맞고 기절하는거에요? <br>(진짜 몰라서 물어보는 거예요),0.0
1653,쳐맞을거라고 생각을 안하니까 무례하게 굴지..,0.0
1654,흑인이 한국인 패는건 왜 안나옴?,0.0
1655,원래 영국놈들이 인종차별 겁나게 지나침,0.0
1656,한국에는 뭐 인종차별 없는 줄 아냐.. 남의 일이 아니여,0.0
1657,ㅇ? 사람 죽이면 어느 나라든 살인죄임,0.0
1658,"우리나라 같으면 살인미수나, 살인죄로 잡히가겠지.",0.0
1659,생명이 있는것은 모두 소중한거예요<br>인종차별 하지 맙시다,0.0
1660,저거 손님때릴때 점원도 발로차던데 좀 중요한부위를맞는것 같은데?,0.0
1661,97년도 국딩때 과외선생님이 한 말이 아직도 생각난다. 선빵이 90%는 먹고 들어간다고,0.0
1662,봐라 이래서 사람은 배워야한다.<br>권투를.,0.0
1663,ㅋㅋㅋㅋ 인종차별 안되지!!! 👏 👏  무서운 모르고 ㅋㅋㅋㅋ,0.0
1664,내 가게 진상손님에게 저렇게 할수만 있다면..,0.0
1665,조회수 미쳤네ㅋㅋㅋㅋㅋㅋ 한달이내1000만 각,0.0
1666,인종차별 영상에 인종차별 댓글이라니,0.0
1667,첫번째 사장님 중국인이시지만 너무 통쾌했음. 어찌보면 백인놈들이 더한 경우가 허다함.,0.0
1668,개속시원하네 우리나라에서 저랬다간<br>&quot;그래도 참으셨어야죠 집행유예입니다&quot;,0.0
1669,외국 나갈 때는 3개월전 부터 태권도 필수다. 빡세게 배우겠습니다.  우리나라도 정당방위  인정 좀 하자 판사들아~~,0.0
1670,ㅋㅋㅋ아우  꼬시다...못된 사람들..인종차별이 왠말인가..,0.0
1671,저렇게 길에서 맞고 쓸어지면 바닥이 딱딱해서 뇌출혈이나 뇌진탕 올수도 있어서 구급차 불어야된다고 들었어요,0.0
1672,뭐야 나는 코로나 전인줄 알았는데 다른 사람들은 다 마스크 쓰고 있네...?ㅋㅋㅋㅋㅋ,0.0
1673,"우리나라 공권력은 맞는 사람  지켜주지도 못하면서,  자기 몸을  지키기위해 대항하면  쌍방폭행,   거리에서 맞고 있는 사람 구경만 하는 이유도 여기에 있다.  말리려고 끼어들었다가는 쌍방 폭행으로 엮어버리는 우리의 거룩한 판사님들.",0.0
1674,신사의 나라 ?  신사 좀 되자 !,0.0
1675,정당방위 인정 되는 외국에서 볼수 있네<br>우리나라면 쌍방폭행으로 맞고 참아야하는데,0.0
1676,사람 피부색 가지고  차별하는 더러븐 세상,0.0
1677,백인들이 인종차별 문재는 어제<br>오늘이 아녀  조금 좋아젖는 지는 몰라도  사람죽여 잘사는게 유렵놈들 아닌가 조심들 하세요 먹고살기 힘들어지면 언제또 인간 사냥 시작할지 모르는 일이요,0.0
1678,매미킴이 1:1에서 질까봐 안가는게 아니다..<br>총맞을까봐 안하는거,0.0
1679,교육의 처절함을 느낀다,0.0
1680,잘못한거는 인정!!<br>무방비 상대에게 펀치 날리는것도 비겁한 행동!!,0.0
1681,당연히 인종차별은 안됩니다<br>하지만 인종차별하면 폭력을 행사해도 괜찮다는 이런 뉘앙스의 영상은 정말 많이 별로네요 ...,0.0
1682,인종차별 주의자들께 아쥬 유익한 영상 입니다,0.0
1683,흑인들이 아시아계 인종차별 더함,0.0
