,comment,sentiment
8578,언니 나 조심스럽지만나 많이 준비했어 라고사니해설가님 말 할 때 울컥했어여 이건 기쁨의 눈물 정말 다들 대단하고 멋집니다멘탈갑 연경선수 존경스럽네요이쯤이면  이젠 결승가주시죠 팀원들끼리 믿음이 중요하다셨죠  펜으로써 그저 믿어봅니다,0
8579,김희진선수 무릎부상이라는데 너무 열심히 해줘서 멋지다,0
8580,623032303 식빵,0
8582,팀의 중심이 단단하게 버티고 있으니 맨탈도 정말 강하네요,0
8583,6653653 아 진짜 너무 웃기고 귀엽고 멋있고,0
8584,다시보는 나도 심장이 터질거같은데 선수들의 압박감은 대체 어느정도일까 그 중압감을 매순간 이겨내고 해내고야마는 모든 선수들 정말 멋있다한일전에 이어 또 눈물이ㅜㅜ우리나라는 정말  초인적인 힘이 발휘되는 감동적인 경기가 꼭 몇년에 한번씩 와서 국민들의 심금을 울려주는거같다 그 기세가 지금 여자배구팀에게 온게아닐까당신들이 진정한 히어로입니다,0
8585,연숩생 올탈의 하는거 볼사람 들어와개싸는중ㄷㄷ,1
8587,와아아 ㅠㅠㅠㅠ이거를못보다니이이이이이으아아아아,0
8589,봐도봐도 질리지가않네 ㄷㄷ,0
8590,양국 모두 수고했습니다,0
8594,국내는 몰라도 국제용으론 이재영보다 박정아다이다영보다 염혜선이 한수 위이고 이들 이재영 이다영이 나오지 않아 더욱 수준 높은 팀웤 이뤄진거 같다너무나도 멋진 우리나라 여배,0
8595,님 객하게 인정합니다,0
8596,아매 경기 이렇게 드라마를 찍어야하나요ㅜㅜ 넘 감동 희열 모두 완벽합니다 심장이 떨려 아프지만   아직 2경기 더 볼 수 있어 더 기쁘네요  막방은 금메달 해피엔딩이 되길 내 심장 건강을 위해 여유있게 승리하면 좋겠지만 김연경 선수는 극적 드라마를 또 만들겠죠 ㅎㅎ 우리나라 선수들 넘 멋지고 사랑합니다 ,0
8597,미쳐불겠네 코로나국내정치보면서 많이 답답했었는데 ,0
8600,쌍디가없는데도4강까지가네갓연경정말 위대하다,0
8602,615121512 여기 두명이 양옆에서 키 상대적으로 작은 분 머리 콩 하는거 너무 귀여움ㅋㅋㅋㅋㅋㅋ,0
8603,김지혜 저도요 ㅋㅋㅋ,0
8604,엥 진짜요 저 사이에 있어서 150160대로 봤는데ㄸ,0
8609,와존경합니다 대한민국 여자배구팀 하나가되어 매경기를하는 선수들 마지막까지 힘내주세요 끝까지 응원하겠습니다 화이팅,0
8610,미꾸라지 두마리 없으니까 더 잘되는 듯,0
8613,더이상 부담갖지마시고 즐기세요 충분히 다 보여주셨습니다,0
8615,6653653 와 이게 된다구 반응속도 무엇,0
8617,와 진짜 말이 안된다세계최강이 지금중국미국터키 3강인데그걸 잡앗다고  물론 23세트 카라쿠트빼서15군이랑 한것도사실이지만진짜 미쳤다,0
8619,쓰레기 두명이 전혀 필요없다는걸 증명하듯이 내침김에 금메달가자 화이팅,0
8622,국뽕이 차오른다,0
8623,장하다  대한의딸들,0
8624,이런 여자가 남녀불문  멋진 여자입니다  ,0
8625,너무 멋있고 아름답고 자랑스럽습니다,0
8626,넘어갔다으아 으흐흫흫,0
8628,어찌 이여인네들을  사랑하지 않을수 있겠는가,0
8629,지금 케이블스포츠채널 3군데서 다 배구 보여주고 있음 이제 알았냐 이것들아한일전 지상파에서 한군데도 안해주더니한일전 중계해준 만 볼것임흥,0
8630,이경기를 보고 댓글 단다는게 넘 자랑스러움,0
8631,잘했다 장하다 ,0
8632,와 칼둥이들 있었으면 김연경한테 토스안해줬을거 아니냐 그럼 무조건졌다 칼둥이가없는 청정플레이가 가능하니 이런 결과가 나온듯,0
8633,612331233 또 나왔네요 오심 한국떨어뜨릴려는 안봐도 비디오인 일본이 심판매수한상황 한국은 어떻게든 잡아내리고싶은거지,0
8635,아침 8시부터 일어나서 응원대기두손모아 기도하며 응원했습니다팀코리아 여자배구팀 화이팅,0
8639,끝까지 응원합니다,0
8643,619031903 카메라  카무룩,0
8650,진짜 존멋 자신감 넘치는 목소리,0
8653,잘 하고 열심히 하고멋있다,0
8654,박정아 개잘하던데,0
8659,622422242 표정에서 모든게 느껴진다 뭐라 설명이 안되는 벅차오름이네 진짜 눈물난다ㅠ,0
8660,ㅠㅠㅠ눈물나 진짜 너무 좋아서 눈물나,0
8671,개시크하고 개쎄게 때려버려서 너무 멋져,0
8674,외국 감독들이 김연경은 축구 메시보다 더 대단한 월드 클래스라 말하는게 이해가 된다,0
8676,끝날때까지  끝난게 아니다    배구에도존재하는구만,0
8678,아  ㅠㅜ 일본전에 이어 또 드라마가 나왔네요 저도 같이 환호하고 울고 있습니다김연경 선수는 정말 말로 표현할수가 없네요온몸을 다 던져서 하는 우리나라 선수들 정말 감동입니다 최고의 순간들의 연속이네요동메달 목에 꼭 걸수 있기를 간절히 바래봅니다 끝까지 응원하겠습니다,0
8686,머시써미쳐써,0
8692,하이큐슬램덩크 합한 것 보다 더 재미났음터키도 절실한게 느껴져서 더 드라마틱한 경기였음,0
8694,이재영 이다영 자매가 이영상을 싫어합니다,0
8695,소름돋아 ㅠㅠㅠㅠ,0
8696,6608608 이거왜 우리 득점난거예요,0
8699,연경아 난 니가 참좋다,0
8702,진짜 배구 개존잼이다,0
8710,다들 라운드 숄더가 심하시네 ㅠㅠ,0
8711,심판이 어째 매번 병신 뒷돈받은 새끼들이냐,1
8712,618581858 아 깜짝아,0
8713,6613613 제가 룰을 잘 몰라서 그런데 ㅜㅜ 이땐 무슨 범실이에요,0
8716,저도 궁금해요 ㅠㅠ 아시는 분 알려주세용 ㅠ,0
8722,생방 볼때도 가슴 조렸는데 다시봐도ㅠㅜㅜ진짜 너무 멋졌다ㅠㅠㅜ,0
8723,상대편 선수들   김연경은 거 너무 한거 아니오 올림픽 출전 못하게 하던지 어떻게 좀 해줘ㅠㅠ상대편 선수들 코트 건너편에 김연경 있는거만 봐도 쫀다더라 뇌피셜이 아니라 상대편 감독의 실제 인터뷰 내용임,0
8726,긴장감에 감동까지 이게 스포츠지,0
8730,퇴근하고오니 이게머선일이고,0
8731,운이 좋았다,0
8732,왜그런진모르겠는데 한일전 우승할때가 왜 더 좋았던건지ㅋㅋㅋ누구 아시는분 ㅋ,0
8737,622032203 집중력이 레전드 장면인듯,0
8738,답변감사해요,0
8753,여성 해설분 이름이 궁금했어요 내용도 풍부하고 목소리톤도 3사 중 젤 나은듯,0
8756,진짜 미쳤다 한국 여배팬들 이 좋은 걸 자기들끼리만즐겼단말야,0
8757,해설 누나 샤우팅 ㅋㅋ,0
8759,나만 이번 경기 보고 울었나 진짜 잘했다 와너무 최고다 터키 선수들도 너무 고생많았고 우리나라 선수들도 너무 고생많았습니다 4강전도 화이팅,0
8762,축구보다 배구가 더재밋네 ㄷㄷ,0
8766,터키선수들 존예,0
8770,너도 울고 나도 울고  스브스 흑흑,0
8772,알아도 못막으니 갓이죠 ㅎ,0
8775,가슴이 웅장해진다,0
8776,우리 오늘 서브 네트에 걸리거나 아웃되는게 확실히 적었음 한일전때보다,0
8778,터키 선수들 우는게 아쉬워서도 있겠지만 힘든 터키 국민들에게 큰 힘을 주지 못해 미안해서 우는 모습이 너무 안타깝네요 터키 사람들 한국 사람 좋아하는걸로 유명한데 얼른 산불 해결 됐으면 좋겠습니다,0
8779,니 관심가지라고 하는소리가 아니에요 머리속 꽉 막힌 틀딱아,1
8780,터키팀도 정말 잘했던것도 사실이죠 비록 우리에게 지긴했지만 잘했다고 칭찬해주고 싶네요,0
8781,당신같은 인간 때문에 마지막 남은 인류애가 사라진다,1
8782,전혀 관심없어요,0
8783,터키국민들도 응원합니다,0
8785,블로킹이 이렇게 멋있는거구나,0
8786,역시 스포츠는 감독의 영향도 크네 ,0
8788,쌍둥이 얘기들 많이 하시는데 제가 잘몰라서 설명 좀 부탁드립니다 ㅠㅠ,0
8793,감독 참 잘 모셔왔어 선수교체 작전시간 타이밍이 잘 절묘하고 선수 활용 폭도 넓음,0
8814,2002월드컵 4강만큼 감동이었습니다 진심으로 감사드립니다,0
8828,ㅠㅠㅠㅠㅠ 감사합니다 이런시국에 정말 힘이되네요ㅠㅠㅠㅠㅠ,0
8829,보고또봐도 울 대한민국 선수님들 사랑해요 ,0
8831,공격시엔 김희진 쓰면 안될듯 수비는 좋은데,0
9430,73618618 이거 좀 꽃히네,0
9431,혹시 극대노한 채식우먼의 눈빛이 보이지 않나요,0
9434,형돌아와 높은곳 올라가면 숨차,0
9440,오늘따라 형님 얼굴이 밝아보이십니다 아주 보기좋아요,0
9645,아내분도 극대노 하셨습니다,0
9646,맛이 없을 수가 없잖아,0
9647,아니 소미가 왜 여기서 나와,0
9650,미소를 숨기질 못 하시네ㅋㅋㅋㅋㅋ기,0
9657,영원한막내 우리 솜솜이,0
9662,진짜 조오오온나 이쁘네,0
9663,넘말랐다 연예인 쉬운게 아니구나,0
9665,소미님 요리 레시피 조금만 더 정확히 알려주실수있나요ㅠㅠㅠ 너무맛있어보여요오븐 온도는 몇도로 해놓나요 마늘도 들어가는것같은데현기증 납니다,0
9667,어릴땐 되게 혼혈 느낌 낭낭했는데 지금은 매튜딸이네 그냥,0
9673,스케일이 ㄷㄷㄷ,0
9676,고기밖에안보인다ㅜㅜ,0
9678,육식의 길을 걷는 육식맨의 길을 저도 걷겠습니다고맙습니다 이런 길을 만들어주셔서,0
9679,근데 형 은근 진행 잘한다,0
9681,불곰국 수령님 맛있어보이네요 ㅎㅎ,0
9683,73853853 표정에 행복이 가득하네요ㅋㅋㅋㅋㅋ,0
9693,육식이형님의 채널이 이만큼 성장했다는게 너무 좋습니다ㅠㅠㅠ 옛날부터 봐오던 시청자로서 느므 뿌듯합니당,0
9698,7310001000 맥주는 못참지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
9699,호우호우 전소미 소리질러,0
9700,73952952  73959959 살찌는것 때문에 말하면서 관리자들 눈치 보는거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
9702,73808808 매력있으시넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
9704,머리 묶었을때 졸라 예뻐서 놀랐네,0
9706,전소미 얼굴에서 서양미 뿜뿜ㅎ,0
9707,인형이 밥을 먹는다,0
9713,어케한거야,0
9714,소미님 리액션 너무 귀여우시넼ㅋㅋㅋㅋㅋㅋㅋ 이게 아이돌 리액션이구나,0
9719,실화냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
9720,육식맨님  광고사진은 노리신 거죠 ㅋㅋㅋㅋㅋ아니면 브레이브걸스를 다음에 초대해 주시길,0
9725,와 업계포상이네,0
9727,꿀잼 핵잼 도리도리잼잼 그중에 최고는 헤어잼,0
9728,이걸  근데 카이님도 나와서 납득 쌉가능 ㅋㅋ,0
9730,육식맨 섭외 능력은 대체,0
9731,저도 여기 출연하려면 데뷔해야하나요,0
9733,형미안해 오늘은 음식보다 손님에 더 눈이가버리네,0
9735,홍차랑 같이 먹어야겠는데,0
9736,섭외 무엇ㄷㄷ,0
9751,선좋아요선댓글 후시청,0
9752,양녀라 그런지 갈수록 몬생겨지노,1
9755,스테이크 진짜 잘구웠다,0
9759,영 캐미가  안좋네여 ,0
9760,더이뻐졌네역시 여자는 2025살이 리즈시절이야,0
9765,선생님 너무 월클이 되는 거 같슴미다 내 육식맨,0
9767,흠 이시국에 찢어버린다라,0
9769,이제 아이유 갑시다 더 볼 것도 없습니다 가즈아,0
9771,아니 둘 다 진행 잘하시네ㅋㅋㅋㅋ,0
9772,형이 더 예뻐,0
9773,게스트 자주 불러주세요ㅋㅋㅋ 카이님도 그렇고 너무 재밌네여,0
9774,육식이네가 어느새 아이돌 맛집됐네 ,0
9778,러시아 여자같은데 미녀들의수다 나온,0
9786,73033033 이 요리가 먹으면 정력이 140 증가한다는 그 요리,0
9788,73853853 나와버린 육식부심ㅋㅋㅋㅋ,0
9792,예쁘면 다 누나지,0
9794,동생아니냐,0
9798,감자 미쳤다,0
9799,그동안 아무리 맛있는거 먹어도 안열받았는데 오늘은 너무킹받는다,0
9802,아직도 100만이 아니였어 말도안돼,0
9803,구독자들 충성심이 좋은거같아요 조회수도 항상 잘마오고 ㅋㅋㅋ알짜 채널,0
9804,대신 이 형은 구독자 수 대비 조회수가 잘 나오는 편,0
9805,ㄹㅇ 이형은 더떠야하는데 ㅠㅠ,0
9808,형님 이런 섭외력 아주 좋습니다,0
9809,소미야 사랑한다,0
9810,아  오늘도  나를   고통스럽게  하십니다요  ㅠㅠ,0
9812,브금 좀 깔지말았으면너무 소란스러워여,0
9813,큰일인데 소미님만 보느라 요리과정이 기억이 안나는데 ,0
9814,73606606 스톡을 넣고 팔팔 끓이면서 섞으면쏟습니다,0
9816,기술 발전이 정말 눈부시네요 이정도 퀄리티라니,0
9818,궁금한건데 연예인분들 섭외할때 먼저 컨텍오나요 아니면 직접 연락 돌리시나요,0
9819,상상치 못한 조합인데 두분다 밝고 리엑션 좋으셔서 넘 재밌게봤다 ㅋㅋㅋ,0
9821,형 형수님한테서 잘 살아남아ㅎㅇㅌ,0
9824,요리 이름듣고 흠칫했습니다,0
9825,나만의 작은 육식맨이 어느새,0
9830,얘전에 캐나다에서 먹었던 엄청 맛있는 감튀가 저거였구나,0
9831,캐나다 코스트코에세 푸틴 먹어보세요끝장납니다 ㅋㅋㅋ 유학생 추천,0
9832,한국에서도 치즈커드를 만드는 업체가 있었군요 유튜브 보고 너무 먹고싶어서 맨날 찾았는데,0
9833,73042042 육식맨 반응 정확히 저와 일치 하지만 소미님이 말씀하신건데 뭔들 못넘어가리오,0
9835,세상 맛있겠다 ㅠ,0
9836,형수님이 매의 눈으로 지켜보고 있습니다,0
9837,기원 1일차,0
9838,댓글창 외국인이 다 점령해버릴듯,0
9839,형 표정관리 어느정도 해야지 눈치 챙겨,0
9844,73701701 ㅋㅋㅋ 현실 주부 반응,0
9848,대박대박 요리도 다 맛있어 보여요,0
9850,왜 이렇게 이뻐졌어 ,0
9852,이건 뭔 조합이누 미쳤다,0
9854,7307020702 지당하신 말씀입니다,0
9856,썸네일 안들어올수가 없는 썸네일,0
9859,노래는 걱정말고 지금처럼만 귀여웠으면 좋겠다,0
9863,연예인 할 수 밖에 없는 비줠이시네 미쳣다,0
9866,73609609 미쳤다 ㅋㅋㅋㅋㅋ,0
9868,소미님 신곡 발매하고 활동 하신다고 식단관리 같은거 빡세게 하셨을 텐데 저건 맛 없을수가 없지 ㅋㅋㅋㅋㅋ,0
9872,그니깐 식단관리 빡세게 해서 그런지 엄청 말라진거 같은데 저게 맛없을리가 ㅋㅋㅋㅋㅋ,0
9876,아니 형 진짜 적당히 커 이제,0
9880,얘는 외국인같아서 이질감들고 이쁘지가않음,1
9882,와이프가 옆에서 지켜봤다면 다음 영상에서 고기를 흔들어주세요,0
9890,오른쪽분 너무 예쁘시네요,0
9894,귀하신 분이 누추한 곳에,0
9895,육식맨 이 남자 성공했다고 할 수 있겠네요,0
9896,73854854  군침이 싹도누,0
9900,뭐지 개꿀잼몰카인가,0
9908,와냄비조질뻔했네ㅋㅋㅋㅋ,0
9912,아니 형이 어떻게 섭외한거야,0
9914,소미 넘 사랑스러워ㅠㅠㅠ,0
9916,진짜 이쁘네요,0
9921,왜 둘 다 빡치는뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋ,0
9923,우리 소미 다이어트 하느라 힘들었을텐데ㅠㅠㅠㅠ 여기서 맛있는 거 먹여주셔서 감사합니다 나도 소미가 구워준 스테이크 먹고싶다,0
9924,형님 페타치즈파스타 고기라곤 눈씻고 봐도 없는데 리액션 너무 혜자십니다,0
9933,둘다 행복한 방송,0
9934,내 차례는 언제 ㅋㅋㅋ너무 가고싶네 진짜,0
9935,좋다 좋다,0
9936,소미 미쳤다ㅜㅜㅠㅜㅜ신곡   많이 들어주세요,0
9941,배고파졸려 아 맞네요 감사합니다,0
9943,소미님 너무 예뻐서 진짜 황홀하네요,0
10292,하하하  대박 크다,0
10949,ㅅ발 소중대는 존나노잼인데 안하면 안디ㅐ나,0
10956,소중한 대한민국,0
12574,메뉴 누가골랐어 너무 최고예요 너무 궁금했던 맛,0
12575,언니 사랑해요 항상 행복하시구 건강하세요,0
12576,오늘도 귀여오,0
12577,우왕 나랑 똑같은 티당,0
12578,솔직한 맛평가 너무 좋아요 김밥 러버는 담편 김밥다요트 넘 기대됩니다,0
12579,언니 저 언니 동생 되고싶어요 ㅎ,0
12580,어깨도 너무 작아지고 여리여리초반에 똑같은 여름 나시만 입던 모습  생각나네요다이어트 전에 푸짐하게 드세용,0
12581,진실의 미간이 없고망 그으냥 그런가보당,0
12582,웃음소리 너무 중독적이에욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
12583,ㅋㅋㅋㅋㅋㅋㅋㅋ매워서 젓가락 떨린거 저만봤나옄ㅋㅋㅋㅋㅋㅋㅋ신라면 볶음면전 도전을 하지않겠습니다 맵찔이는 그런거 먹는거 아니예요ㅠㅠ,0
12584,와 언니 방금 배민켰는데교촌들어가니까 발사믹치킨이 있길래뭐지해서 대충 넘겼는데 언니께 알고리즘에 떴엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
12585,앟 모야 언니1시간 전이라 참을 수 없어서 들어오긴 했는데ㅠ 지금 다이어트때매 너무 배고파서 담에 볼게요 미안용,0
12587,아아 언니 기다렸어요 오늘도 오프닝 멘트 최공 김밥 다이어트 아아 ,0
12588,상의 깔별로 산거 졸귀,0
12589,언니 면치기 개잘해,0
12592,너무 귀여웡 한참 동생인데 진짜 일주어터님 너무 귀엽네요,0
12593,옷ㅇㅓ디꺼예요 진짜 잘 어울려,0
12594,간만에 주연씨 밝은모습 가득한 화면보니 너무 좋네요 그냥 먹방 유튜버로 고고ㅋ,0
12598,오늘 먹방이라 그런지 언니 기분 좋아보여요ㅋㅋㅋㅋ사랑하면 언니 발냄새 맡을 수 있죠,0
12599,하루에 김밥 한줄은 아니되오,0
12600,김밥에 단무지 안 빼실꺼죠 단무지 좋아하는 1인  생야채로 김밥 싸도 맛있더라구요 맛있는 다이어트 되시길,0
12601,유튜브알고리즘으로 영상을 하루에 몇개보게되는지 일주어터님에게 푹빠져버렸네,0
12605,삼행시 너무 좋았어요,0
12607,누난 쓰레기야,1
12608,주연언니가 먹고 싶은걸로 하고 싶은걸로 유튜브 오래오래 해주세요,0
12609,신라면 볶음면 물부어놓은게 신경쓰여서 치킨을 뭐라 묘사하는데 집중이 안돼 누나 ㅋㅋㅋㅋ,0
12611,진짜 너무 귀여워서 현기증 나려 해 ,0
12612,앜ㅋㅋㅋㅋㅋㅋ 마지막 발보고 깜짝 놀랐네요 그래도 사랑스럽다,0
12613,진짜 너무 좋아요 일주어터,0
12614,역시 난돼지에요 다이어트보다 먹방이 재미나요,0
12615,오늘 악기 넘 좋아요,0
12622,언니 당연히 끼니에 한줄이죠 저는 끼니에 두줄씩 먹어요 하루에 한줄이라니 부처님도 짜다구 하실 거에요 주연쓰 건강 중요하다,0
12623,나 여자인데 이분 윙크날리는거 좋지 ㅋㅋ중독돼,0
12624,발사믹은 믿고 거를게요 찡긋  ,0
12626,믹치도록 귀여워요,0
12627,이 언니 나빼고 혼자 살 쭉쭉 빠져언니 룩북도 찍어주세용 호호,0
12628,항상 기다리는 화요일,0
12629,저번주도 그렇고 화사한옷이 잘어울리는 우리 주연쓰 ,0
12630,어제 백숙먹었는데언니때문에 오늘치킨먹어야겠다 ㅋㅋㅋㅋㅋㅋ,0
12632,뒤에서 손 엄청 움직이고 계실거같은데어깨가 들썩들썩ㅋㅋㅋㅋㅋㅋㅋ,0
12634,언니 푸라닭 블랙마요도 먹어주세요 맛있어보이던데 언니의 맛 표현 궁금해요 ,0
12635,커여워,0
12640,써니님이랑 두분 너무 귀여워요 ㅠ ㅋㅋㅋㅋㅋㅋㅋ,0
12642,보기만해도 이제 자동 광대 승천,0
12644,눈감고 콜라 마시기,0
12645,4097015015 중국 유튜버  채널인줄ㅎㅎ,1
12646,4097132132 언니 볶음면이 칼로리 더높아요,0
12650,4097009009 ㅋㅋㅋ저런건 대체 어디서 구해요,0
12652,언니 왜케 쪼꼬만해졌어요ㅠㅇㅠ 소중한 울언니 1키로 사라지는것도 아쉽,0
12654,오늘도 기분좋게 보고갑니다일주어터 화이팅,0
12655,선댓 후감상,0
12656,언니 싸랑해ㅜㅜ,0
12659,나는 언니가 마라탕에 꿔바로우를 먹어줬으면 좋겠써,0
12660,예김밥 한끼 한줄에 한표 던집니다 여름인데 잘 드셔야죠 건강한 여름 보내세욥,0
12662,아니 오늘 너무 마르셨는데요 무슨일이야,0
12665,뭐지 이 여자 매일매일 귀엽잖아,0
12677,4097107107 언니이제 리치걸 더더 흥하세요,0
12678,우리 주연언니 벽이랑 책상 사이에 껴서 힘들게 먹방하는 모습 눈물나 흑흑 아니 농담이고 맛있겠다 두개다 먹어보고싶다 교촌이랑 농심은 울언니한테 광고 조라 오늘도 영상 잘봤어욧,0
12679,ㅋㅋㅋㅋㅋ 아 너무웃곀ㅋㅋ ㄴ누가 밥먹기전에 저렇게 경건해욬ㅋㅋㅋ 아 너무좋아,0
12680,헐 김밥 다이어트 예전에 댓글로 적었었는데 보신 건지는 모르겠지만 드디어 해주신다니 너무너무 행복해요 ,0
12683,다이어트 성공하면 망하는 유튜버 그래서 따라하면 안됨,0
12684,일주어터님 그릭요거트 다이어트 해주세요 제가 해보고싶은데 살이 얼마나 빠질지 궁금해요,0
12686,아 손 뒤로하고 있는거 짱귀여워ㅠㅠ,0
12688,저는 파인애플별로 안좋아해서 새콤별루일듯,0
12689,면치기 재능 발견넘 다재다능 하신거 아니냐구욧 ㅎㅎㅎ,0
12690,아 어제 신라면 볶음면 샀는데 오 꿀조합이네요 김밥다이어트는 하루 세줄은 해야하지 않을까요 적어도 두줄 ㅠㅠ 무리 없이해요 플리즈,0
12691,흑흑 샐러드 다이어트 한다구 햌ㅅ다가 삼일만에 그만뒀어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 일주어터님 대단하신거 같아요 흑흑 다시 같이 시작해욧 ㅠ,0
12692,4097658658 일주어터님 송곳니가 거의 저희집 고양이만큼 날카로우시다 한번 물리면 아프겠죠,0
12694,언니 왜 제 소중한 퍽퍽살에 뭐라하세요,0
12695,저 오늘 똭 생리가 터졌는뒈 언니가 오늘 똭 치팅데0 영상 올려주셔서 진짜 지금 좀 울다못ㅎ 나이아가라 폭포 생성중이거든요 근데 또 맛난거 먹어서 볼 빵빵한 언니보고 입꼬리는 발까지 걸려서 아조 고냥 기분이 울적한데 째져요 근데 배고파서 기분이 안좋아요 언니 너무 잘먹어  배고 우ㄹ 말랑콩떡우주최강큐티뽀짝우당탕탕웅냠냥냐냠한 언ㄴ 나 대신 맛난거 마니 묵어야해 알겠ㅉ ㅏ랑ㅎ요,0
12696,보면서든 생각1배고파뭐먹지2맛있겠다,0
12697,ㅋㅋㅋㅋ 성장판 아직 안닫힌 일주어터 ㅎㅎ,0
12698,김밥 다이어트는 한줄을 어떻게 어느 두께로 마느냐가 중요함,0
12699,너무날씬해진거아녀요몸에딱붙는티셔츠도입을수있고날씬이입에묻히면서먹는모습넘귀여워요김밥다욧도성공하길넘무리는하지마세요건강한것이최우선,0
12700,늘 웃는 모습대박예감,0
12701,지금 퇴근하구 교촌허니레드반반 콤보 시켰는데 진짜 이정도면 운명 아니에여 히힣,0
12702,주여나 사랑해 항상 응원해 건강하자 ,0
12704,오늘도 긍정힘 받구가용 김밥다이어트도 기대합니다,0
12706,배고파서 그런가 맛평가가 그렇게 좋은거도 아닌데 먹어보고 싶은 조합이에요ㅋㅋㅋ 맛있게 잘 드셔서 그런가봐요,0
12708,언니 진짜 사라지겠어 날도 더운데 매일 맛있는 거 먹어주면 안 될까 사랑해요,0
12709,김밥 다이어트 기대되는 사람 소리질러어 ,0
12714,맛있는 먹방도 자주해줘영 귀욤이,0
12715,요즘 올림픽이랑 일주어터님 영상 정주행하면서 여름나고 있어요 주연쓰도 더위 조심하세요,0
12716,나랑 몸무게 비슷한데 나는 되게 꼴보기 싫은 스타일이고 주연님은 뭔가 귀엽고 매력있게 생기심그래서 지금 다이어트 4일차ㅋㅋㅋㅋ,0
12721,왠지 오늘 유난히 어머님 더 닮으신듯,0
12722,매워서 얼굴 찡그리는거 왜케 귀여움ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 매력 터짐ㅋㅋㅋ,0
12723,맛 솔직하게 표현해줘서 상상이 가네요땡큐 땡큐,0
12724,뭔가 보는 내가 조큼 짠고 같아서 물마심ㅋㅋㅋㅋ,0
12725,언니 치팅데이 너무 좋아여ㅎㅎ 음식 나와랏ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
12726,김밥 하루 한줄은 너무가혹해요ㅠㅠ,0
12727,으아 언니 살 마이빠졌다요ㅠㅠㅠ 1년전꺼 요즘 왜인지 정주행ㅋㅋㅋ하고 있는데 넘 날씬해져썽 소멸될까 걱정되잉,0
12728,아 귀여워진짜 너무 구여워코로나때문에 재택하면 좋은점 1일주어터 영상 업로드 되자마자 볼 수 있다 아무데도 못가고 집구석에만 있어서 지루해죽을 판이였는데 언니때문에 웃었다 언니 최고,0
12733,매콤  달콤 조합 좋네요 ㅎㅎ,0
12736,누나 그새 천명 늘어버렷어요,0
12738,먹방도 싄나게맛있게 먹으면  키로간다같이 세뇌중ㅎㅎ,0
12741,이걸보면서 시켜야되나 말아야되나 고민됩니다 ㅠㅠ,0
12742,일주어터님 오프닝에서 입으셨던 상의 제품명 알 수 있을까여,0
12748,이거 울 주연언니 아니냐며   오늘도 에너지 얻고가여 언니는 나의 에너지  ,0
12753,언니랑 똑같은 옷 오늘 입고 나갔다 왔는데ㅋㅋㅋㅋㅋㅋㅋ 반갑,0
12755,악기 쓰시고 당근하시는지 궁금해요,0
12757,언니 근데 진짜 야금야금 살이 빠진티가 나요,0
12759,언니는 맛 표현 솔직하게 해줘서 넘 좋고 소올직히 그냥 있는 그대로 매력있다 인정 ㅎㅎ,0
12760,러닝 여기서 참 지랄을 한다,1
12761,누나최고,0
12765,4097535535 너무 매워서 손 떠시는 것 같은데 ㅜ 매운거 무리하게 먹지마세여 ,0
12766,자매가 친한것이 너무보기좋아여,0
12769,아너무귀여웡요,0
12770,4097857857이어폰꼽고 보고있다가 소리질러서가족들이 놀람 ㅡㅡ,0
12771,죄송해요 가족분들,0
12772,와 오늘도 행복해지는 영상쓰우리낼 배구도 함께 응원해요 7번째,0
12775,날씬한사람들만 입는 쫄니트,0
12776,눈치보는거 넘기여워여ㅋㅋㅋㅋㅋ 역시 먹방은 텐션이 다른것ㅋㅋㅋ,0
12777,음 둘다 안먹는걸로 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
12782,다이어트 중인데 언니 먹방보니까 진짜 갑좌기 눈물난다ㅠㅠㅠㅠ보고싶았어요요오ㅜㅜ,0
12784,나 진짜 언니랑 밥 한 끼 먹는 거 소원,0
12790,조아해 당신,0
12796,4097923923 아 나 울어 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋ개웃김,0
12798,너무귀여워 너무귀여워,0
12802,예 너무 기여워 사랑스러워 찡끗,0
12803,1년 넘게 보고있어서 당연히 구독 누른 줄 알았는데 이제서야 누른 내 자신 반성해요ㅠㅠ,0
13591,갈거야 갈거야 발길이 안 떨어지시는   9900900,0
