,0
2938,저런건 두둘겨 패도 되는거 아닌가요? 정당방위 일텐데?
2939,못배웠으면 배워라 니마음이고 나발이고 개소리하지말고 애초에 전철내부에선 흡연금지다 법이그래ㅋㅋ법을 어기면서 제맘이잖아요는 무슨 개소리냐고 무식한게 자랑이냐?
2940,딱봐도 조선족처럼 생겼노
2941,누가 쟤 얼굴에 담배연기 좀 뿜어줘라 <br>담배핀다고 피해 안주는거라면 담배 일단 뺏고 흡연실에 가둬서 묶어놓고 쟤 얼굴에 한번씩 담배연기 뿜어주자.
2942,세상은 넓고 미친놈은 많다
2943,이게 이제서야 뉴스에 보도되네 ㅡ
2944,쳐맞아야지~~ 그래야 사람이 되지!!
2945,일베충의<br><br>흔한일상
2946,ㅋㅋㅉㅉㅂㅅ
2947,난 저런 사람들 보는 것 보다 저런 사람들 처벌 강형 보는게 더 뭐같네 형량 주는 꼬라지하곤ㅋㅋ
2948,정당방위라도 됐으면 ㅜㅜ
2949,나이먹어서 꼰대가 되는게 아니다<br><br>젊은 꼰대가 늙어도 꼰대인거다<br><br>알겠냐? 젊은 꼰대들아? ㅋㅋ
2950,세상은 넓고 ㅂㅅ들은 넘쳐나는구나
2951,끌끌 또 4호선이누..
2952,가정교육 한번 참 못 받았네
2953,저런 사회부적응자새끼들은 어디 섬에 모아서 평생 격리시키면 안되냐..
2954,법이 약간하니까 이런 일이 자주 생기는 것임 처벌 강하게 벌금 1000만원 징역 5년 때리면 이런 일 안 생긴다 선진국 처럼 법 좀 강하게 만들어라
2955,@하늘여유의 언덕 노태우입니다
2956,@차생강 조폭 싹쓸이는 김영삼 대통령때 아닌가?
2957,네..착하고 바르게 사는 소시민들 좀 살려주세요~  법만드는 의원닝들ㅠㅠ<br>아..본인들은 대중교통이용안하니 모르실리나 ㅠㅠ
2958,하 미국만 법이 강한거지 나머지 선진국은 우리 이하 아니면 같음
2959,@아그렇군요  잘한점보다 못한점이 월등히 넘어선정도 아닌가요 1아니면 2밖에 모르는 빡대갈은 아니실거라 믿습니다
2960,제가 볼땐 조폭형님들이 지하철이나 버스 이런곳에서서 자경단식으로 활동하면 이미지 좋아질거 같네요 요즘 조폭 형님들 이미지도 안좋으신데 시민들 챙기시면서 어두운 곳에서 활동하시면 이미지에 큰 도움이 될거같아요 제발 박멸해주세요!!!(양아치 형님들은 제외 입니다!!!!)
2961,이런게 진정한 틀딱이지 ㅋㅋ 저런놈이 아직도 있나
2962,ㅋㅋ 멘탈갑이네  ㅋㅋ 쓰레기네  그냥 사형시켜라  답업는인간들이다
2963,참 대한민국법 약하다 진짜
2964,사람 같지 않은 것들은 매가 약인데. 쩝.
2965,큰형님들이랑 같이 안타신것을 감사히생각해라
2966,똘아이들이 문제네<br>어덯게 살이왔을가
2967,중국인줄알았는데 한국이네 ㅋㅋㅋㅋ 제정신인가
2968,말세라 빙의된 사람이 많네 ㅜㅜ
2969,참 정신병자들 천지네ㅉㅉㅉ에휴ㅎㅎ
2970,저런새끼들 갔다가 부모교육 못받고 큰놈들이라고 하는거에요 제발 말뜻좀 이해하고 씁시다
2971,저분 마약하신거같은데? 목에 긁은 상처도 그렇고
2972,어라.집유아니네? 판사들이 미쳐돌아가나 갑자기유ㅐ그래?
2973,고작 벌금...<br>말리다 시비 붙어도 쌍방폭행<br>법이 선량한 시민을 도와주지 않으니<br>선뜻 나서지 못하는것이 현실<br>이런문제가 하루이틀이 아닌데<br>문신합법하자고 뻘짓하는 국회
2974,귀때기 새파란 놈이 <br>싸가지가 저렇게 없어서<br>저런거는 데려가서<br>땅바닥에 먼지날때까지<br>줘 패야 되는데
2975,면상에 죽탱이날리는것도 내마음이겠네? 뒤질려고
2976,저런 사람이 우리나라사람이라니 ㅋㅋ ㅈㄴ 쪽팔린다
2977,법 진짜 엿같네 저기서 누가 열받아서 한대치면 처벌 저렇게 쬐금 줄까.
2978,행동하나를 보면 열을 안다...법만아니면 집단다구리 당했을듯
2979,진짜 ㅋㅋㅋㅋ남자건 여자건 지하철 진상 또라이들 많다 저런건 폭력 자신의 건강과 인권을 위해 폭력 가능하게해주라 저런 밀폐공간 공공장소에서 담배피는 미친놈이나 미친년이나 코로나 시대에 기차에서 마스크안쓰고 쳐묵챠묵 하는 거지같은 것들 자신이 위협받고있으니 정황잡이서 폭력 가능하게 해주어야한다고본다 ㅋ
2980,도덕은 지키라고 있는거지 파괴하라고 만들었겠나 무뇌한 사람들이 많네
2981,???? 저런사람이 어떤 처벌받는지 안궁금하다 피해본사람이 어떻게 됐는지가 더궁금하다. 자신의 행동에 책임지는건 당연하지만 피해본사람은 언론에서 조차 외면당한다.
2982,네가 꼰대같아
2983,재 마음이자나요.<br>뭘 배우고 자란걸까.<br>연기 마신다고 피해 많이 봐요?<br>ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ
2984,뺨 한대치고 물어보고 싶다<br>뺨 한대 맞는다고 많이 아파요?
2985,후진국 한국 스럽네요^^
2986,솔직히 이런건 좀 쌔게 해야하지 않냐
2987,근데 저런 또라이는 정말 조심해야함 진짜 가방에 칼차고 있을 수도 있음 아저씨 존나 멋있네
2988,방역법으로 다처넣지
2989,저새리  목에 상처 있는거 보니까...  모가지 한번  잡혔구만...
2990,저런새키 언제한번 김동현 같은애한테 잡혀서 디지게 맞아야 정신차릴건데
2991,법이 너무 약해서 그래
2992,사이코패스들 그냥 사형시켜라
2993,저런거 잘못 건들이면 주먹나가는 놈들이라 그냥 조용히 신고하는게 좋음
2994,보소 공중도덕을 제대로 배우지못했나이까 제발 그런걸 가지고 꼰대니 뭐니 할필요가없답니다 명세기 지하철서 어느누구나 담배피우는곳이 아닌데 담배를 피웠기에 이거는 과감하게 머라하는사람이 많아야합니다 과감하게 머라해야되고 또한 저런사람땜시 우리나라 국민성에 문제가 있는겁니다
2995,지하철에서 마스크안쓰고 담배까지 피는 놈은 정말 답 없다
2996,하 뭐 이런 개같은새가 있네 대한민국 최고다 애나 어른이나 도덕이 없어
2997,어디 마피아들이 점령한 맥시코도시에서나 살아야될 놈이네... 무법지대 딱 네가 원하는 사회 아니냐 떠나라
2998,법적 처벌 받아야 하는 거 아닌가요?
2999,대구 지하철 화재가 왜 일어났는지 알지 <br>담배 불 위험한데 대형참사 일어난다
3000,저런 새끼들은 유미가 없다
3001,정신병자가 너무 많다
3002,이런 사람들 다 신상공개 구속으로 실형 때려라
3003,"똑같이 당해보기 전에는 자신의 이기심을 절대 깨달을 줄 모르는 종족들이 있기에, 제발 저 행위를 피눈물나게 후회하도록 엄벌에  처해 주시길 바랍니다."
3004,요즘 미친ㅅㄲ들 ㅈㄴ많어....
3005,참. 쓰레기들 많죠..
3006,미친놈이 따로없네~ 즈그 부모가 그렇게 가르쳤나보다 ㅋㅋㅋㅋㅋ
3007,남한테 피해주고 뻔뻔한새끼들은 나중에 병걸려 빨리 뒤져야함.
3008,아.. 싸대기 마렵다...
3009,정신질환
3010,대구지하철이후 화기물질 저러면 잡혀가는골로 기억하는데
3011,모자이크 왜 하는지 이해가 안됌~
3012,인권 ㅂ신아 ..ㅋ
3013,이런 버릇없는놈 구치소에서 살려서 혼을 내야 함
3014,아. 진짜 저런 00 들 어디서 붕어 취급 받고는 지하철에서 화풀이하는 거냐 ㅋㅋㅋㅋ 모지란 00 들.모자이크 하지 말고 얼굴 공개함 해바요 .그렇게 자신 있으면 새꺄
3015,그래서 몽둥이나 그무방비도시에김명민이갖고다녔던무기들고다니면되여 전그거들고다녀여시비걸리면그걸로뒤지기전까지때릴려구여
3016,세대갈등 젠더갈등이 날로 심화되고 있다.  큰일이다. 정치인들이 이용하니 더 심각하다
3017,그렇게 전 국민에게 관심 받고싶었니?
3018,진짜이나라에사회악들이득실득실하네.격리가답이지.
3019,거....없나?
3020,ㅅㅂ 진짜 담배도 ㅈ같은데 내려서 저 아저씨가 맞으셨다는게 너무 마음아프다…
3021,저 아저씨가아니라 딴분이 맞은건데 영상제대로안봄?
3022,악플에 굶주리신 스모커
3023,붕권 선에서 정리가능
3024,아트박스 사장 어디갔냐
3025,전국 흡연자님들 참교육 해요
3026,저 첫번째 영상 나온지 2달정도된 영상인걸로 아는데 이제야 뜨네
3027,저런놈은 때려도 죄믇지 않았으면 좋겠다
3028,저런 미친것들은 벌금으로 끝날께아니라 구속시켜야지
3029,벌금이면 전과자인데 구속같은것보다 훨씬 좋음 징역살이가 최고겠지만
3030,사랑해요
3031,난 또 중국인줄 알았내 한국사람이야
3032,미개한 것들아 제발 뉴스좀 보고살어라.. 어휴. 두야.<br>정신 가출했냐? 어휴....
3033,욕설 고소할게요^^
3034,버스 지하철 택시 비행기 여기서 피는것들은 6개월징역 또는벌금1천 아니면 때려죽여도 상관 없다.
3035,한국에 이런놈이 아직 있네?
3036,미천 정신 병자들 참 많아
3037,지하철에서 담배 피는데 벌금 35만원이 말이되냐? 더 강력하게 처벌해라
3038,인간의 탈을 쓰고 짐승만도 못한것들이 널렸네 ㅋㅋ
3039,지하철에서 담배 피고 벌금 35만원????<br>한번 펴볼만한 일이로세........
3040,ㅋㅋ 캡쳐해서 경찰서에 넘길게요~ 곧 수사들어가서 말 책임 져야할겁니다~
3041,정신병이 심한데
3042,또라이는 또라이가 상대해야댐. 정상수 출격하자
3043,하아...진심 죽탱뱅이 갈기고싶네
3044,넌 나한테 안 걸린 걸 다행으로 알아라
3045,제정신인가? 중국 얘긴줄 <br>와 ㅅㅂ 법원것들도 대골빡에 우동 들었냐?<br>저런 쓰레기들 땜에 대형 사고 일어나고 <br>사람들이 피해보거나 죽을 수도 있는데<br>미쳤네 벌금 ㅋ
3046,범죄자 모자이크는 전설이다.....<br>차라리 얼굴만 모자이크하지.머리 그 아래는 왜 모자이크 한겨?
3047,뭐니뭐니 해도 지하철은 단소빌런이 제일 잼있지 ㅋㅋㅋ
3048,입을 막고 코에 담배연기 가득채워주고 싶다<br>건강 망치고 싶으면 혼자 망칠 것이지<br>조각난 인성으로 어딜 싸돌아다녀
3049,요즘은 오리지널 꼰대 보다 젊은 꼰대들이 더 무섭더라
3050,"네 잘못을 말해보자면요,<br>1. 다 막혀있는 곳에서 담배를 핀다.<br>2.코로나인 상황에서 공공장소에서 마스크를 벗어 난동을 부렸다.<br>(등등등.... <br>p.s. ..하... 할말하않<br>아니 모자이크 빼주세요"
3051,모자이크 제거가 뭡니까 얼빡샷 해야죠<br>진짜 그놈의 초상권…
3052,아니 이런 지하철 버스 공공장소에서 난리 피우는 사람들은 얼굴공개 시켜서 못오게 해야됨 진짜...
3053,모자이크 없애자마자 딥페이크화 될듯
3054,이거 유튜브 쇼츠에 원본있습니다
3055,참 범죄하기 좋은 나라네
3056,이럴때 잼민이가 나서야...
3057,세상은 넒고 사람도많고 병신도많다
3058,전부 짜다 ...  35만에  꼴랑 1년
3059,한국에 점점 쓰레기가 많아지고 있습니다.
3060,윤짜장아ㅡ대답해봐라.<br>왜 시민들이 저런 상황에서 안 나서고 피하겠냐.<br>넌  얼마나 잘 할 거 같아서<br>대선 나온다고??ㅋㅋ<br>개한민국🇰🇷👏👏👏👏👏<br>이낙지.정세균 이 꼰대들은 어휴ㅠ<br>문재앙 2중대 x끼들;;<br><br>그냥 ㅡ내가 생각하는 그분이 되기를 간절히 바래본다🙏
3061,저런새끼얼굴은 왜가려
3062,인권 ㅂ신아...
3063,모자이크 처리하지말고<br>어굴 공개 해야지 매번 저런인간들<br>모자이크야
3064,저기서 말리는사람이 때리면 같이끌려가겠지?
3065,코로나는 뭐하나... 사람 많은 곳에서 대놓고 입천장 다 열어 제끼고 환영식 해주겠다는데 저런 쓰레기들을 먼저 보내줘야지...
3066,독방에 가둬두고 담배만 계속 넣어주면 되겠다ㅋㅋㅋ맘껏 피다 죽으라고
3067,법의 강자에게 약해 왜냐고 .ㅋ 길에이넘만나면 맞을까봐 껌판 졸아써.<br>정신질환 절대아님ㅡㅡ
3068,누가 누굴보고 꼰대래.... 안하무인이 꼰대 아닌가? 정작 지가 꼰대인줄은 모르고... 알리가 있나 자기객관화가 안되는데 ㅋㅋㅋ 평생 책한권 읽은 놈이 제일 무섭다더니...
3069,어른이고 깽값이고 나발이고 걍 개패버려진짜
3070,정신챙기라 이늠아 개그치 맞아야 정신차릴래?
3071,왜 그렇게 사시나요?
3072,아니 ㅅㅂ 무슨 지하철에서 담배 뻑뻑피고 욕하는데 고작 벌금 35만원?이런 미친<br>우리나라 법이 왜 이따구냐…
3073,한명이 용기있게 나서면 주변에 있는 사람들 같이 좀 많이 도와줬으면 좋겠다 동물원 구경하듯이 구경만 하지말고
3074,@데헷데헷 나라면 했다 븅신아
3075,니가해봐라
3076,모자이크는 왜하나 답답하다!
3077,사람들이 몰상식한 흡연자를 왜 싫어할까요?? 지금 그 이유를 보고 계십니다.
3078,진짜 사탄도 울고가겠네;;;
3079,정신병이지
3080,20대가 일본의 득도세대를 닮아가는구나...젊은애들 왜그러냐!우리집 골목길 곱창집에서 술처먹고 코로나시대에 침질질 뱉어놓고 뭐하는건지?예전엔 기성세대로서 젊은이들 취업못하고 답답하니 저러겠지했는데 갈수록 도가 지나지네요.먹고살기 힘들고 화도나겠지요.그러나 객기도 정도껏해야 남들에게 동정심이라도 생기는 겁니다.<br>안그럽니까?삿토리세대님들?
3081,쓰벌~ 세끼들 간땡이가 부었네 <br>저쎄리들 간땡이 빼서 코로나 때문에 힘든 사람 도와줍시다..
3082,말종들!
3083,저런것들은 진짜 못배워먹은거 티내네<br>흡연충들은 짐승보다 욕구조절못하는 쓰레기들이지.
3084,저런건 쫌 패는건  법으로좀 봐주면 안되겠냐  그래야 줘패지  저런건  진짜 뚜둘이 패는거 밖에  약이 읍다  경찰 법무부 나으리 법으로 계정 새준다면 이한 몸  국가와  국민을 위해  희생할  준비되어있습니다
3085,신상텁시다
3086,세상은 참 넓다 고로 병자들도 졸라 많다. 인구 감축이 답이다.
3087,이러니 국민들이 개돼지 소리듣지
3088,어린ㅅㅋ지가하는짓은 잘못한게없고 머라하면 꼰대고?이기적인 ㅅㅋ들겁나많어
3089,미국처럼 총갈기자 그냥
3090,저는 솔직히 저런 ㄸㄹㅇ들 무서워서 건드지도 못하겠어요...<br>먼저 나서서 말려 주신분 정말 용기있으시네요
3091,이런 새끼한테도 초상권이 있는건가<br>법을 집행하는 새끼들은 대가리에 든게 똥 인가<br>정신 머리가 있으면 반대로 해야 하는데...<br>법 얘기하는 새끼들 미친거 아닌가 싶다<br>뭔놈은 나라가 죄지은 놈은 모자이크...
3092,일베충이라네요. 진짜 살 가치도 없는 방구석 일베충들 ㅉㅉ 사회에 나오니 저러고 다니지 ㅉㅉ🤭🤭🤭
3093,근데 조심해야됌<br>저런 사이코 패스는 주머니나 가방에 칼 가지고 다닐 확률이 높음<br>그냥 사진이나 동영상 찍어서 경찰에 신고하는게 답임
3094,방관자 새끼들이 더 많네<br>어휴
3095,&#39;븅신&#39;이라는 딱 두 글자가 떠오른다.
3096,법이 솜방망이니  별별 시림 다나오네요 ㅋㅋ
3097,목에 저거 피임?
3098,잘못을 지적해 주신 분이 진정한 어른이시다. 👍
3099,요즘뉴스는 왜 현장 안뛰고 제보만 받노
3100,벌금 35만원으로 끝....?
3101,남에게 피해를 주는지도 모르고 남의 말 안듣고 지 마음대로 하는 게 꼰대다. 나이가 많든 적든 꼰대는 있음
3102,이정현이 부릅니다    모두 제정신이  아니야  다들 미쳐가고만있어  어딜 누굴 믿어 어찌믿어 더는 못믿어
3103,솜방망이 처벌이내 <br>판사개새끼 돈받아처먹었구만
3104,과태료낸건데 <br>도대체..<br>&#39;판사&#39;가 왜나옵니까?<br><br>과태료랑 벌금의 차이점을 아시나요..?
3105,저기가 대구 부산이면 쳐맞고시작했습닏ㄱㆍ
3106,잘못된건 잘못된거 맞는데<br>별개로 저 단편적인 하나의 사례만 보고<br><br>뭐 &#39;과태료가 약하니&#39; &#39;대구지하철 참사 모르냐니&#39;<br><br>법에 감성좀 그만 쳐집어넣어라<br><br>진짜 그런댓글들 너무 많네<br><br>민식이법과 5030을 겪고도 느낀게 없는건가
3107,"이런 말까지 하고 싶진 않지만... 박정희, 전두환 정권시절에 저런 식으로 막말했다면, 두들겨 처 맞았을 것이다. 그 당시에 어른에게 막말, 욕설하면, 그대로 사람들에게 두들겨 맞았다. 전철 내에서 흡연이라니? 이건 상식이하이다."
3108,님들 우린 이렇게 배웁니다<br>버스나 전철에서 담배피고 싶으시면 35만원 들고 타시면 됩니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ <br>ㅅㅂ 법이 개판이네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3109,세상도넓고   ㄸㄹㅇ도  많네<br>저런것들은   임자를  만나서   먼지나듯이<br>쳐맞아야지
3110,ㅉㅉ 하여튼 그 성별...
3111,XX아 너는 천년 만년 안 늙을 것 같냐? 아우 중극인줄
3112,근데 괜히 건들였다가는 맞을 꺼 같아서 선뜻 못 가겠슴;;..
3113,근데 지하철에서 담배피는 ㅅㄲ나 마스크쳐안끼고 나대는 ㅅㄲ들은 처벌좀했으면좋겠다 저게무슨민폐고피해야  제발 지하철에서 담배쳐피지말고 마스크좀쳐껴라제발
3114,저런 정신병자들은 합법적으로 기절할만큼 패도 무죄로 만들어주는 법안이 나와야함
3115,신체말고 정신적 결함은  좀 업악하면안될까요?
3116,ㅋㅋㅋ 몆살 ? 3살 ? ㅋㅋㅋ <br>나이값은 하고살자  쪽팔리잔아
3117,상황이 영상으로 기록된다면  처패도 됀다는 법은 없나?
3118,모자이크를 왜함?
3119,이런거 볼때마다 법이 진짜 평등한지 의문이 든다....
3120,진짜 왜들 저러냐...사회에 방치하면 또 엄한 일반인들 피해볼텐데 무기징역 아니면 대한민국에서 추방시켰으면 좋겠네요..
3121,옆동네 대만 지하철 법규와 문화보다도 한참을 못미치는 선진국이라는 대한민국의 현실 ㅉㅉ 바뀌질않아 이나라는 절대 안바뀔거야 법 개선의 여지도 없어보이는데 개차반 개법이나 만들어대고
3122,제발 매너좀지키자
3123,저런 정신병자들 보면 경찰에 신고하세요 <br>마스크처벗는거랑 저안에서 담배피는거 불법이니까
3124,얼굴 왜 가리냐  ~
3125,밀폐된공간에서 담배연기를 계속해서 저사람에서 주입했으면.. 좀 마신다고 피해를 안보니까 몇시간 계속해서 주입시켰으면..
3126,1년8개월ㅋㅋㅋㄱㅋㅋㅋ<br>한 10분 분풀이로 1년 8개월사네ㅋㅋ<br>꼴보아하니 대법원까지 변호사쓸 돈도없어뵈는데 2년 잘살아라ㅋ
3127,으른새끼들이 문제야. 애들 보고 부끄럽지도 않나? 지들은 잼민이라고 쳐 하면서
3128,그냥 갈긴뒤에 사커킥으로 호박을 ..
3129,제마음드립 ㅈ되네 ㅋㅋㅋㅋㅋㅋ
3130,처벌보니 공공장소에서 담배펴도되것다...
3131,우리나라는 정당 방위없는게 코미디다 정당방위 적용 범위 크게 잡고 범죄자 인권은 무시해야 하는게 정상 아닌가?
3132,"애비는 술처먹고 길에서 자다 차에 깔려죽었지, 애미는 바람나서 딴놈 애새끼 4명이나 깠지,<br>고아처럼 시설에서 자라다보니 가정교육 배운게 없고 법을 지켜야하는 것도 모르고 평생 관종짓에 자폐아로 떠돌다가 길거리 술취해 자다가 객사 예정.."
3133,정신병자내
3134,"인권위, 국개, 사법부도 비슷한 집단인거 같아요"
3135,21세기 대한민국에서 저런인간들이 있다는것에 진심 열받는데 이영상이 온세계사람들이 볼수있다는것에 진심 창피하구나.
3136,모자이크 안하고 그냥 내 보내면 안되나....? 재범율 때문이면 노답!! 실수를 넘어서 잘못을 하신분들은 제발 얼굴 알리고 사회에서 매장시키는게 중국 처럼 안되는 길 이겠다 싶네요...
3137,맞아야되는데ㅠ
3138,나라꼬라지가 개판이니 병신이 난리지 ㅉㅉ
3139,꼰대는 너다 야......
3140,정신병자가 너무많네;;;
3141,"정당방위 인정안해줄거면 처벌이라도 강하게 하던가,,, 아님 정당방위로 단체로 린치깔수 있게 해주던가<br>저런 ㅆ놈들 특, 체격크고 힘쎈사람 오면 분노조절잘함, 상대가 존칭써주고 착하게 하니까 더 기어오르는거지"
3142,징역 1년 당첨
3143,자유가 뭐 지들 권리줄 착각하는 무식한 인간들 법이 강해야한다.
3144,죽탱이 날리고 싶어도 대한민국에서는
3145,아놔<br>이걸 죽여
3146,근데 형량이 너무 짧으네요 저러니 더 설치지.. ㅉㅉ 형량을 늘리던가 법을 쎄게 하던가 해야지...
3147,감방 2년 죄값좀 뉘우치길
3148,딱봐도 사회부적응자 ㅠㅠ 사회 격리합시다 ㅋㅋ
3149,주거지에서 체포하지 말고 사살하지
3150,폐암걸릴때까지 강제로 아가리에 담배 쳐 물리야돼
3151,감옥가서 편하게 살려고하네 그냥 흡연실에 평생 가둬놔야된다고봄..
3152,빤뻔해서 미친놈들
3153,잃을게 없는사람이 가장무서움...<br><br>잃을게 많은 사람은 그냥 해당칸 신고하고 다른칸으로 이동하는게 답이지....
3154,숯도 없고 예의도 없고 도덕도 없고 나이만 있고
3155,괜히 어디서 쳐맞고 관종짓하는거
3156,다 죽여야됨 저런새끼들
3157,저새기 신상좀 택배로쓰레기보내게
3158,법이 저들을 보호하네. 저런새끼들은 현장에서 아가리 찢어놔도 되는법이 있었다면 안깝치고 짜져살텐데
3159,말리는 사람 용기 대단하고 감사함 난 무서워수 말 못함 ㅠ 칼꺼내면 우째
3160,법이 너무 약하다 미친지랄하면 인생 조진다는걸 보여줄만큼 무거운 처벌이 가해져야하는데<br>저런놈이 때린다고 맞대응하면 쌍방폭행이고 맞고만 있자니 많이 다칠거 같고 진짜 대한민국 법 ㅈ같다
3161,이런 섹이들 요새 유튜브 댓글창에서 많이 봤는데ㅋㅋ
3162,학교가서 공부 잘하고 와라
3163,한국인이라는 자체가 엿같네여..자격이 없다고 생각합니다
3164,저런것들은 어떻게 해야되나?무법천지여~
3165,법이 더 엄해져야함ㅋㅋ 과태료 몇만원우습나 보네
3166,법이약하다는걸 다시 느낀다
3167,우리나라라니 믿을 수 없다
3168,음주 운전은 사형 시키는 나라가 있다고 합니다! 이나라는 음주 운전 단 1건도 없다고 합니다. 동영상에 나오는 사람들 법이 너무 약한거 아닌가요? 사형 시킨 다면 저리 할까요? 사람이 법 앞서는 비굴 하게 되는 건데  법이 국가 질서를 위해서라도 이런 것은 강력하게 해야 하지 않을 까요?
3169,꼰대 ??  나이쳐먹고 ??  ~   어린놈 이 저인간 부모는 🐕 인가보네 ??  ~  엄하게   처벌하라
3170,구속이 답이지 한번 들어갔다오면 쫄아서 못할껄
3171,그래서 ㅈ경 새끼는 어떻게됬다고?
3172,아니 왜 이런사람은 내앞에 안나타나는거지 제발 나타나주라 삼단봉으로 대갈빡 후려쳐버리게
3173,1년8개월?<br>참 법이라는게<br>🐕법이다
3174,목에 있는 상처가 필ㄹㅍ마약 흔적 이라고 함
3175,나였으면 소화기 뿌렸다.
3176,줘 패야함
3177,저런새기들 ㅈㄴ쳐맞으면 정신차리는데 우리나라법은 결국 때린사람만 쇠고랑 차고 피해보니깐 안하는거임
3178,개새끼들은 줘패면 오히려 더 사나워지더라~
3179,저런사람들은 잘만 처벌해주면서~ 왜 음주운전하고 살인한것들은 더 심하게 안때려주는데~ 악어의눈물 흘린다고 다 봐주면 안돼지
3180,뒤질만큼 안맞아봐서 개기는거지 태형도입시급하다.
3181,일베랑 태극기모욕부대구만
3182,벌금... 35만원 350정돈되야지 ㅡㅡ
3183,나이쳐먹고 지하철에서 담배피는 지는 ㅋㅋㅋㅋㅋㅋ
3184,저런새끼들을 얼공해야지 뉴스 만드는 새기들은 왜 피해자는 얼공하고 저런 사람도 아닌새끼들은 얼공 안하냐
3185,ㅋㅋㅋㅋ엄마없는거 티내는것도 아니고 가정교육 못받은티내지좀마~~
3186,뭐 그리 열심히 살았다고 담배 쳐 피우고 유세를 떠는건지 모르겠다
3187,법이라는 보호장치가 없었으면... 진즉에 자연도태됐을 텐데 <br>저 비정상적 행동하는 샊이님들 사람들이 지들 무서워서 가만히 있는줄 아는가보네...<br>다들 속으로는 아우 저 10원 섺이님들 죽일수도 없고 아우... 하면서 섣불리 나섰다 <br>한국의 망삘 법 때문에 되려 가해자 될까봐 가만히 있는 건데... 쯧쯔...
3188,저런놈 있으면 그냥 말리지말고 역무원 부르는게 답임 괜히 말섞었다 몸싸움이라도 나면 지 맞았다고 깽값부를새끼라
3189,그저 나이 많다고 꼰대라고 말하는 놈들 열에 여덜은 아마 일베 일거다. 개념 말아 먹은 인간들이 왜 이렇게 출몰하는지...
3190,개념을밥말아먹엇네
3191,훈연기에 넣어 놓고 물없이 맥반석 계란만 먹이고 싶다
3192,저런놈들이 꼭 못배운 티내죠<br>담배연기 마시면 몸에 안좋다는걸 모르시나봐?<br>문제다 문제......<br>그거 하나를 못참아서
3193,처벌이35만벌금형?끝이냐?돈많은사람들은 이거보고 35만내고피고싶으면 피워도되긋네하긋다
3194,형량 진짜 대에~단하다.. 제일 웃긴게 형량..
3195,법은 멀고 주먹은 가깝다
3196,난 중딩이지만 우리 나라의 법이 싫다. 법 좀 강화시키면 좋겠다. 오늘 음주운전해서 사람을 죽였는데 윤창호법 적용 안된거 보고 더더욱 그렇게 생각한다.
3197,뭐 지마음 ?? ㅋㅋㅋㅋ 금연구역에서 담배피면서 제마음이잖아요. ㅋㅋㅋㅋㅋ
3198,개돼지들은 그자리서 처형시켜야해
3199,저 어린놈이 나중에 저렇게 되는거야<br>못배워서 그러니 불쌍하게 생각해야지..<br>밖에서 얼마나 무시당하고 착취 당하겠냐..<br>불쌍한 인생
3200,솔까 <br>저기 내가 있었음<br>디지게 패버렸음
3201,얼굴 다 가려주지.. 처벌은 어떻게 해서든 낮게 주지.. 피해자가 아니라 가해자를 보호하고 배려해주기 위해서 존재하는 우리나라 법. 정말 그딴식으로 처벌 하려면 얼굴이라도 공개하라고 제발 니들이 보호 못해주니까 우리라도 알아보고 피하게. 아니면 개 뚜드려패서 아작내도 정당방위 인정되게 해주던가.
3202,똘 아이네
3203,한번 얘기해서 안들으면 건들지마시고 그냥 경찰불러야죠 위험하게 ㅠㅠ
3204,이게 요즘 마인드아닌가? ㅋㅋ<br> 상대가멀하던   관섭하면 꼰데소리듣는세상인데
3205,저런인간들은 집단폭행해도 무죄인 정당행위 도입이 시급하다....
3206,근데 생각해보니까 단체로 달려들어서 두들겨패면 경찰이 한명한명씩 찾아가서 조사하나...? 일단 맞은사람은 누가 때렸는지 얼굴 다 기억 못하고 때린 사람들도 서로 누군지 모르고...
3207,이미학창시절때 많이 맞았겠지.. 그만때려 불쌍 ㅋㅋ
3208,하지만 현실은 범죄자 때리면 폭행죄로 감옥 가는 K...
3209,ㅈ나 ㅂ 신같아 나이먹고 ㅋㅋㅋ
3210,인성파탄자냐?
3211,대구에 사건을 잊었나...<br>불이란게 얼마나 위험한건데...
3212,저런새끼들은 뒤지게 패고 신고해서 잡아 넣으면 시민상을 줘야지 ㅋㅋ 왜 되려 범죄자로 낙인찍히는지 이해불가 ㅋㅋ
3213,일부러 감옥가려고 한거
3214,예절주입이 필요하겠는데
3215,조폭은 이런애들교육용으로적극추천함 연봉5천
3216,사회에서 인정 못받고 <br>집에서 개보다 못한 취급 받고<br>그러니까 저렇게 밖에서 정신을 못차리지<br><br>집에서 인정받고 사회에서 인정 받아봐라 어느 새끼가 저러나 ㅋㅋㅋ<br>산소 아까운 쓰레기들은 안락사 시키는 법도 진지하게 고려해야함.<br>때려죽이진 못할망정 편하게 안락사라도 시켜주는게 어디야
3217,간접흡연 연기마시면 피해가많이 간다  이 개갴끼아
