,comments,sentiment
1829,내화님을 보면 공기만 먹고 사실 것 같은데 지켜보니 식성은 한국인인 눼요,
1830,여자들 환상 채우기에 딱 맞는 영상이 네ㅋㅋㅋㅋㅋㅋㅋ,
1831,알고리즘 타고 들어왔는데 뭔가 되게 이쁘네요 풍경색감 느낌 한국에선 못 보던 영상이라 신기해요,
1832,아니 얼굴 좀 더 더 더 많이 보여주세요 그리고 김밥썰 때 마지막에 참기름 발라서 해보세요,
1833,계란 포장조차도 이쁘노,
1834,진짜 무엇보다도 오래된 공주열쇠 같은 걸로 문 여는 거에서 충격 먹었다 진짜 몽환적이고 예쁘다,
1835,휴대폰 필름깨진 건국룰ㅋㅋㅋㅋㅋ 영상 잘 보고 가요,
1836,주로 쓰시는 화장품 뭔지 너무 너무 궁금해요 그리고 무슨 톤이 신지,
1837,알고리즘 타고 왔는데 나는 샤토에 산다 그저자님 성 같네요,
1838,진짜 넘이 뻐요보는 내내 힐링어어요 영상쭉 맨들어 주실 꺼죵ㅎㅎ,
1839,브이로그 잘 안보는데 영상 분위기 너무 편해서 좋아요 ㅠㅜ,
1840,목소리 너무 좋아요 언니 ㅠㅠ,
1841,남자분뷔닮았네요,
1842,이건 구독해야햐,
1843,혹시 인트로 원피스 정보 알 수 있을까요,
1844,135135오오오ㅎㅅㅎ 역시 프랑스 도시 넘이쁜 것 같아요 ㅎㅅㅎ,
1845,이런 삶도 있구나 신기해하면서 보는 중,
1846,항상 말하지만 언니는 진짜 제공 주님 요정님,
1847,와아제 꿈이 중세 유럽풍 저택에서 저런 감성으로 사는 건데 진짜 진짜 꿈만 같네요 존버,
1848,와이분 뭐야 반고흐시대를 살고 계신 분이 네 유툽 알고리즘 아이런 분도 소개시켜주고 고마워 너무 아름답다 그냥 모든 게,
1849,하루하루 삶이 영화나 드라마처럼 사는 중ㅎㅎ,
1850,헐뭐예 요 여왕님,
1851,428428초 정도에 나오는 브금 이름이 뭔지 알 수 있을까요,
1852,힐링 영상들,
1853,프랑스 너무 좋아하고 여행 두 번 다녀왔는데 또 가고 싶어요 여행 가서 시골집에서 민박했는데 추억이 아련하네요 다시 가서 1년 정도 살다 오고 싶어요,
1854,원래 맛있으면 다인거 아닌가요ㅋㅋ서른이 넘도록 외국 여행 한 번도 못해봤는데 프랑스 여행 온 거 같아서 좋아 요 자주 올게 요 감사합니다,
1855,집 진짜 좋아 보여 요저런 곳에 살고 싶다 얼마나 돈 모아야 그런 곳에서 살수잇을까요,
1856,언니 딱 제가 생각하는 이상적인 삶을 살고 계셔 유ㅠㅠ 유튜브 계속 해주세요 언니 영상 보면 너무 힐링돼요,
1857,찾았다 색다른 브이로 그,
1858,와대 박영화 같아 요 진짜 언니,
1859,여유를 잘 보고 가요 또 보러 오려고 구독했어요 또 뵈어요,
1860,우와 언니 혹시 동생 안 필요해요 제가 합니다 언니 동생,
1861,먹는 건 영락없는 토종 한국인인데 ㅎㅎ 아름다운 곳에 사시네요코로나 잠시 잊은 듯 다른 세상 같은 입으시는 옷 사는 곳에 맞게 연출하신 거죠 신비감 ㅎㅎ,
1862,그냥 공주의 삶이다,
1863,너무 이 뻐요 두 분 다 어쩜이 리 동화 속에 나오는 사람들 같나요 대신 힐링해 요자주 올려주세요각박한 세상 속 힘들게 사느라 눈이 썩어가고 있는데 눈을 정화시켜줘버리시네요 ㅠㅠ,
1864,힐링된다,
1865,여기는 어느 지역인 가요 여기도 샤토인가요,
1866,와 여기 콜바넴 남주 만나오면 영화 네 이름이 모더라 생각이 안나네,
1867,155155 진짜 명화 다 그림이 아니면 뭐란 말임 브이로 그 보고 힐링하는 건 처음이네,
1868,와 프랑스 감성 뭐야,
1869,영국 귀족이 일케 살앗나 싶은 느낌,
1870,와 꿈의 집ㅜ,
1871,아니 무슨 동화 속에 나올 법한 주인공들 같아요,
1872,어뜨 캐손가락 두 이뻐,
1873,137137 얼굴이 그냥 조각상이네요 아니 그러니까 프랑스 시골로 가서 우아하게 살라믄이 쁘고 잘 생겨야 된다는 말이죠,
1874,프랑스는 시골집 도시골 같지가 않네,
1875,영상은 뭘로 촬영했나요,
1876,분명 배경은 프랑스 중세인데 만드는 음식들은 다 한식에 김치짜파게티도 등장 뭔가 웃기면서도 오묘해요 ㅎㅎ,
1877,큐앤에 이해주세요 ㅠㅠ,
1878,인스타 화민님 통해서 알게 됬었는데 프랑스에서 사셨는지는 몰랐네요,
1879,이렇게 감성 가득한 영상은 항상 힐링이 되는 것 같아요 좋은 영상감사합니당,
1880,와 진짜 취향 저격ㅜㅜㅜ 넘 좋아요 옷도 곱고 언니도 고우시고 분위기도 잔잔해서 맘이 평화로워지는 것 같아요,
1881,로하님의 천적이 나타났다 ㅋㅋ이 분도 감성 브이로 그 끝판왕이 네ㅋㅋ,
1882,졍말 너무너무 부러워요 ㅠㅠ 한 달 만같이 살고 시퍼용,
1883,알고리즘에 이끌렸는데 이게 뭐야완전 영화 아녀 드라마 아녀,
1884,언닌 내 돠야 뭔드,
1885,350350여 기서 인생샷 한방 날리고 싶네요 멋져요,
1886,우와 뭔가 엄청난 갬성나긋나 긋 목소리도 영상도 찰떡 분위기 너무 예뻐요하지만 한식은 포기 못하쥬,
1887,연출을 참 잘하시는 것 같아요 유학오신 분들인가요,
1888,ㅇㄴ 열쇠마저 감성적 임 너무 예쁘다,
1889,프랑스에서 어떤 일하시는지 궁금해요,
1890,내화님 영상 잘 봤습니 당ㅋㅋ 김밥말이가 없으시면 비닐봉지로 말아도 잘 말려 요 저희 엄마도 매번 비닐봉지로 김밥마셨어요 ㅋㅋ,
1891,정말 아름다워요 ㅠㅠㅠㅠㅠㅠㅠ꿈꾸는 삶이네요 두 분 너무 잘 어울리시고 이렇게 예쁜 영상 올려주셔서 감사드리고 고양이랑 대화하시는 것도 대단하시고 처음 삼겹살 김밥 마시는데 손도 예쁘시고 다 예뻐엉엉 늘 건강하세용 전 늘 보러 올게요,
1892,언니 진짜 실존 인물 맞았구나마네킹인 줄ㅠ,
1893,보기만 해도 힐링이 한 번만이라도 그렇게 살고 싶다ㅠ,
1894,목소리 너무 좋아요,
1895,갑자기 궁금해졌는데 하쿠쿠로로 이는 어디서 생활 중인가요,
1896,211211 삼겹살 다음에 잡으셔서 순간 막걸리인 줄 프랑스마트에 그런 게 있을 리 없는데,
1897,언니 다음엔 옷 정보 공유해주세요,
1898,언니 옷도 너무 궁금해 요 언니 옷들 너무 제 스타일이네요 ㅠㅠ,
1899,가방 속에서 납작 복숭아 나왔을 때 뭐지 이미 친반전 매력은 사랑합니다 언니,
1900,와동화에 나오는 왕자님과 공주님이야기 같아 요 진짜 평범한 건데도 이렇게 멋지고 아름답게 이쁘게 사시는 분이 있을 줄은 정말 몰랐어요 너무 부럽네요 ㅠㅠ 또 새 영상이 기대됩니다 알고리즘에 이끌려왔지만 왜 이 영상이 저한테 이제야 떴는지 ㅎㅎ 영상이 힐링입니다 최고 최고에요,
1901,알고리즘에 떠서 보게 되었는데 프랑스 시골에서의 삶이라 너무 낭만적이고 아름다워요 집도 너무 예쁘고 옷 취향도 완전 내 스탈ㅠㅠ 구독하고 대리만족하겠습니다,
1902,공주님 그냥 공주님이랑 아이 컨택하는 영상한 시간짜리로 좀 보여주세 요감질 나요,
1903,나도 이렇게 살고 싶다,
1904,중세시대 왕자랑공주가 손잡고 세상 구경하러 만화 찢고 나온 줄 알았다,
1905,이 언니 진심 뭐 먹고 뭐하는 분인지 정말 궁금하다,
1906,여기 혹시나는 프랑스 샤토에 산다라는 책에 나온 샤토인가요,
1907,그 성이랑 같은 성 맞는 거 같아요,
1908,137137 턱선콧선 무엇 잘생겻드아아,
1909,알고리즘이 네ㅋㅋㅋㅋ,
1910,일러스트인 줄 두 분다,
1911,멋지시다ㅎㅎ,
1912,우와 이런 삶도 있구나 신기하다,
1913,힐링 유튜브,
1914,내화님을 유튭에서 보게 되다니 ㅠㅠㅠㅠ감동 이야,
1915,422422 역시 공주들은 다성에 사는구나 끄덕,
1916,브이로그 배속 안 하고 본 건 처음이에 요오히려 01배 속하고 싶을 정도로 힐링 그 자체 이 분위기이 감성이 일상들을 다봐가는 게 아까워 요ㅠㅠ 보고 싶지만 다봐가는 게 슬퍼ㅠㅠㅠ 흑,
1917,솔직히 이건 명품 향수를 사람으로 만들지 않고서야 있을 수 없어 영상에서 장미향나요 진짜로,
1918,도해주세요,
1919,대박,
1920,저곳에 살면 시간 가는 줄 모르겠다부럽네,
1921,오와 모든 게 딱제 취향이네요고풍스러운 집도 한적한 시골 풍경도 보자마자 구독 누릅니다ㅎㅎ 저도 언젠가 프랑스가 서 살려고 요오늘도 열심히 불어 공부 중,
1922,첫눈에 반한다는 느낌이 이런 걸까요,
1923,진짜 대봑데 봑이여요,
1924,무조건 떡상각이다,
1925,진짜 실존 인물 맞죠 공주가 진짜 있다면 바로 내화공쥬,
1926,내가 지금 넷플릭스를 보는 건지 유튜브를 보는 건지,
1927,2006년도 푸와티에 살 때 자전거 타고 다니면서 봤던 시골성들 기억나네요 좋은 추억 떠올릴 수 있어서 감사합니다,
1928,어떤 알고리즘이 나를 이 영상으로 이끌었는지 실루엣이나 요리를 할 때 모습이 예전 사랑했던 사람을 떠오르게 해서 잠시 아무것도 못하고 영상을 보게 됐어요 프랑스는 대도시만 가봤기에 저런 목가적 풍광이 너무 아름다워서 사랑만으론 인연이 완성될 수 없었던 옛 추억에 가슴이 또다시 시려옵니다,
1929,초면이라 죄송한데 목소리 정말 초크 촉하시 구성에 사는 공주님 같이 신비롭고 아름다우셔 요엉엉 영상이 편안하고 자연스럽고 빈티지 갬성 낭낭한데 또 온갖 세상에 반짝이는 것들을 다 가져다 놓은 것처럼 반짝반짝 예뻐요 살포시 구독 누르고 갑니 당히 히,
1930,137137 미모 실화인가요 언니 이슬만 먹을 것 같은데 언니도 삼겹살 드시는군요꺄악,
1931,와목소리 너무 편안하다에스테틱에서 들어본 목소리,
1932,구독자 이름만 들면 좋을 것 같아요,
1933,동화 같다,
1934,알고리즘에게 감사하는 시간입니다 ㅠㅠㅠㅠ 너무너무 힐링되는 영상이에 요 정말 짜릿해 요ㅠㅠㅠㅠ,
1935,공주님 존버,
1936,지인분의 성ㄷㄷ 프랑스엔성이란 게 진짜 가질 수가 있꾸 마용신기하다,
1937,420420 역시 집사의 준비성은 다릅니다 후 후 어느 나라를 가든 길냥이들은 다 귀엽네요,
1938,우와 힐링된다,
1939,와 진짜 다 미쳤다 풍경도 미쳤고 성고 미쳤고 호수도 미쳤고 열쇠도 미쳤고 고양이도 미쳤고 나도 미쳤고,
1940,와 고맙다 알고리즘 아정주행하러 간닷,
1941,쒸익 쒸익나도 여기서 살고 싶어 주인 장질투 나 오래오래 행복하게 사세요 쒸익,
1942,내화님 혹시 직업이 뭐야 요ㅠㅠ,
1943,공쥬가 왕쟈랑궁전에서 살고 있어 꺄악 0공쥬가 김밥도 싸먹었엉ㅋㅋㅋㅋ 근데 영상이 짧아 ㅜ롱타임으로 계속 보고 싶어요 흑ㅜ,
1944,아니 뭔데요 뭐에요 그래서 이분이 누구 신데다 들 이렇게 찬양하는 건데요나도 같이 좀 알게 누가 좀 알려줘요일 단 정주행 가보자,
1945,와 이렇게 사는 사람이 있구나 싶네요,
1946,와 진짜 공주님 보는 내내 영상 너무 이 뻐용,
1947,공기반 김밥 반ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 완전 우아까라의 느낌으로 끌려왔는데 드립들이 진짜 웃기네욬ㅋㅋㅋㅋㅋㅋㅋㅋ,
1948,와이분들 뭐지 혹시 동화 속에서 오셨나요,
1949,아닠ㅋㅋㅋㅋ 내화님근데 브이로그 너무 이쁜데 너무 재밋으 세욬ㅋㅋㅋㅋㅋㅋ나만 웃긴 강,
1950,영상미가 진짜 대박이에요 보는 것만으로도 정말 힐링되네요 ㅠㅠ 기분이 전달되는 느낌 목소리도 분위기만큼이나 너무 예쁘셔서 듣기 편한 것 같아요 좋은 영상 넘감사합니다,
1951,보는 장면마다 제가 대리만족했어 용초면에 실례지만 사랑해요 이제부터 언니라고 부를 게요 ㅠㅠ,
1952,프랑스에서 사시는 건가요 분위기가 정말 예쁘고 영화 같아요,
1953,미치겠다 영화 같은 삶,
1954,103103 아니어 쩜 열쇠조차 갬성이네요,
1955,첫 영상 올리셨을 때부터 쭉 기다리던 구독자입니다 영상 올려주셔서 정말 감사할 따름입니다,
1956,미친 거 아닌가 ㅠㅠㅠㅠ 진짜 혼자 동화 속에서 사시는 것 같아요 복잡한 도시 속 정신없이 살아가는 현대인들에게 힐링이 되는 꼭 필요한 영상 오늘부터 팬입니다,
1957,와 알고리즘 덕에 들어왔는데 진짜 올리신 영상홀린 듯이 싹 다 봤네요 어쩜이리 감성적일수가 있죠 진짜낭만적이에요 넘행복해 보여요 그리구 그걸 보는 저까지 행복해지네요,
1958,반했서요 ㅇ 언니,
1959,집에서 에어컨 틀고 침대에 누워 있는 나에게 프랑스 브이로 그라니과분한 걸 요 분위기 미쳤네요,
1960,당신은 천사,
1961,브리저튼 현실 판인가 내 알고리즘 수고했어,
1962,와뭐냐 이건 심즈도 이렇게 까진 구현안 된다ㄷㄷ,
1963,저는 졌어요 영상이 예쁘고 아름다워서 언니가 부러워서 졌어요긍까 영상 많이 올려주세요 ㅠ 좋은 영상감사합니다,
1964,공기반 김밥 반ㅋㅋㅋㅋㅋㅋㅋ,
1965,엄마 동화 속 공듀님은 존재해 심지어 고양이도 있어,
1966,영상 분위기도 너무 이쁘고 무엇보다 목소리가 너무 좋으세요 보면 볼수록 힐링되는 느낌이에요 화이트를 좋아하시나 봐요 옷도 너무 이쁘네요 잘 보고 갑니다,
1967,재혼 황후나비에 같으세요 ㅜㅜㅜ너무 이뻐요,
1968,무섭다 이렇게 비현실 수가,
1969,이런 삶이 실제로 가능하구나 ㅋㅋㅋㅋ왘,
1970,홀린다는 말이 이런 거군요 바로 구독했어요 근데 왜 실시간 인기 동영상 아니 좋긴한데 나만 알고 싶고 근데 또 좋은데 약간 나만 알고 싶고,
1971,언니 너무 유명해지면 안 되는데 나만 봐야 하는데 언니 조금만 유명해지세여,
1972,대리만족 미쳐 따프랑스 생활 브이로 그넘 좋아 여 목소리 진짜 너무 좋아여,
1973,모델이 시네요 일상과 동떨어진 현실과 괴리가 느껴집니딘,
1974,언어는 원래 익숙하셨나요 프랑스인들과 소통하는 모습 너무 궁금해 요 진짜 멋있을 듯 ㅠㅠ,
1975,내가 동화 속으로 들어간 줄 ㅋㅋ,
1976,유튜브 알고리즘이 여기로 이끌었다 동화 주인공 같은 언니한 테 마음 뺐 겨버림 언니 사랑해요,
1977,방금 구독 눌렀더나 49만명에서 5만으로 바뀌었어요 ㅎㅎ브이로 그가 엄청 고급스러운 분위기네요,
1978,아니 남편 분 미모 뭐지 같은 남자 맞나 후 담배 존 나땡기네,
1979,저런 집에서 살려면 돈이 진짜 많이 나가겠죠 ㅠㅠㅠ,
1980,오이 분집이 요 39나는 프랑스 샤토에 산다 39라는 책에 나오는 집이랑 똑같아요책 저자 분의 자녀분이 실까요,
1981,우와,
1982,하진짜 약간 무례한 질문일 수도 있지만 이런 분은 방귀도 안 뀌고 트름도 안 할 것 같음 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ나만방귀쟁이뿡뿡이지 또 ㅠㅠㅠㅠㅠ,
1983,인생의 종착지를 찾은 느낌이랄까,
1984,기회가 된다면 도 찍어주시면 좋을 것 같아요,
1985,와 아프랑스를 이렇게 담으시 다 닛 동화 감성 너무 좋아용 ㅎㅎㅎㅎ,
1986,영상이 너무 예뻐요 이런 영상이 내 알고리즘에 걸리다니,
1987,멋지다,
1988,동영상에서 얼굴 안보여주시냐 용 넘 예쁘실거 같은데,
1989,이야프랑스 중세성에서 김밥말다니,
1990,정말 실제로도 이렇게 사시나요ㅜㅜㅜ모든 게 같ㅇㅏ 인간미를 느껴보고 싶숩니 다ㅜㅜ,
1991,숲속의 요정이 시네요,
1992,계속 보다가 가방 속납작 복숭아 보고 바로 구독해 요ㅋㅋㅋ 진짜 예쁘시고 재밌으시고 보는데 너무 즐겁네요한 장면한 장면들이 다 너무 예쁘세요,
1993,공기반 김밥 반ㅋㅋ,
1994,노래 제목들 부탁해 요ㅠ,
1995,언니 유명해지지마 아니 유명해져서 돈 많이 벌어 그래도 유명해지지마,
1996,구독했어요,
1997,부부 이시죠,
1998,인형이 말하는 거지 맞지,
1999,정녕 같은 세상에 살고 있는 사람들이란 말인가,
2000,와 무슨 썸네일만 보고 플레이리스트 이미지인 줄 알았는데 브이로 그였다니 ㄷㄷ,
2001,콜미바이유 어네임에 나오는 엘리오네 집 같은 느낌이 드네요,
2002,와 공주가 있다면 이렇지 않을까 요 행동 하나하나가 모두 우아하고 아름다워 요 프랑스에서 사시는 분은 잘 보지 못했는데 이 영상을 보니 여유롭고 편안한 분위기가 정말 마음에 드네요저에게 또 하나의 로망이 생겼네요,
2003,와씨복숭아드시는 거ㄹㅇ 뭔데 예쁘죠,
2004,세상에 무슨 만화영화에 나올 거 같은 곳에 사는 사람도 존재하구나 ㄹㄱㄴ,
2005,헐 알고리즘 타서 여기 왔는데 진짜 공주님 같아 여ㅠㅠㅠㅠㅠ너무 이쁘세요 ㅠㅠㅠㅠ,
2006,언니 프랑스 물가는 한국에 비해 어떤 가용,
2007,그냥이 말이 하고 싶었어요 언니 사랑해요,
2008,혹시 스펙 알 수 있을까요오ㅠㅠ 원피스 입은 장면 봤을 때 키가 엄청 커 보이셔서 놀랐거든요 ㅠㅠㅠㅠ 키170 정도 보이셔 요ㅠㅠㅠㅠ,
2009,난 여잔데 당신 미모가 내 심장에 꽂혀버린 것이 여 책임져 언냐,
2010,힐링힐링힐링 보는 것만으로도 너무 좋네요,
2011,샤토기야르 느낌,
2012,안녕하세요 제주입도 9년차 유투법니다 제주도 영상 많이 올렸습니다 꼭 보세용,
2013,유튜브 재미있어요해주셔서 감사합니다 누나,
2014,언니의 집 구석구석 탐험시켜줘서 고마워요다락방 마져 너무 조타,
2015,이렇게 차분하신 분들은 화 같은 것도 잘 안 나겠죠 궁금하네 여,
2016,동화책을 눈으로 읽는 느낌,
2017,직업이 모델이신가봉가,
2018,어머나 공주님 왕자님이세요,
2019,와 모든 영상의 썸네일이 안 들어갈 수 없는 비주얼이예요,
2020,영상 보고 있으니 힐링되네요,
2021,프랑스에는 일하러 가신 건가욘 오늘 처음 영상 봤는데 너무 낭만적이에 요 ㅜㅜ 가게 되신 계기가 궁금해요,
2022,머야넷플 새로 나올 예고편 맞지,
2023,우아한 영화 한 편 보는가 싶다가 김밥 가운데 빈 것 보고 빵 터짐까지 주셨어요,
2024,웹툰 속으로 들어온 것 같은 느낌이 에용 그림 같고 현실 아닌 것 같은 느낌이에 요 자주자주와 주세요 ㅠㅠ,
2025,아니 진짜 죤나 예뻐상스러운 말로밖에 내 마음이 표현이 안 되 네ㅈㅅ,
2026,머야머야 디즈니 공주가 왜 삼겹살에 깻잎 넣은 김밥이야 ㅋㅋㅋㅋㅋㅋㅋ오랜만에 참맘 에드는 유투버 찾았네 요구독하고 갑니다,
2027,머야머야썸네일 보고 그냥 들어와 봤는데 디즈니 공주가 왜 현실판에 있어,
2028,씨지아니에 요 사람인 게 너무 놀랍,
2029,내화님 어제 처음 알게 되었는데 진짜 제가 원하는 삶을 살고 계신 것 같아요 ㅠㅠ 그리고 너무 아름다 우세요 ㅠㅠ저도 좋아요 달아주시면 감사하겠습니다ㅠㅠ,
2030,인형이 신가요 사람이 신가요 영상 속 분위기 랑 너무 찰떡이 신 거 같아 요인스타도 팔로우했어요 남친분이랑 선남선녀 ㅜㅜㅜ 늘 행복하세요,
2031,진짜 목소리랑 분위기랑 배경이랑 뭔가 다 파스텔 같아요,
2032,ㄷㄷㄷ 우리 누나도 저렇게 살아보고 싶다고 말만 몇십 년째 하는 중인데 실제로 저렇게 살아보시는 분이 있구나 ㄷㄷㄷ,
2033,와브이로그가 인기 급상승 동영상이 된 거는 처음 봐요 덕분에 힐링 채널 하나 알고 가네요,
2034,영상 미모야ㅠㅠㅠ 너무 이쁘잖아,
2035,복숭아 저거맛 없던데,
2036,이 언니 요즘 업뎃부지런히 하네 너무 좋다 ㅋㅋㅋㅋ 아그리고 댓글보니 저기서 사는 줄 아는 분들 있는 뎈 여행가 신거예요한국 거주 하심근데 나도첨 봤을 땐 저기 사는 줄 ㅋㅋㅋ 너무나 익숙하고 자연스러워서 걍성에 사는 곤쥬님,
2037,진짜 이제야 내화님을 안 자신을 혼쭐을 내주고 싶어 용ㅠㅠㅠㅜ 영상도 너무 이쁘고 내화님도 너무 이쁘시고 드르륵 탁 영상도 너무 이쁘고 내화님도 너무 이쁘시고 드르륵 탁 영상도 너무 이쁘고 내화님도 너무 이쁘시고 드르륵탁핵초보 유튭 아녜요 너무 완벽해 욥체고체고ㅠㅠ 일상을 공유해 주셔서 감사해 용항상 화이팅에용,
2038,인프피가 이 영상을 좋아합니다,
2039,머리펌하신 거면 무슨 펌인가요,
2040,동화에 나올 법 하네요 너무 멋있어요,
2041,우왕,
2042,정말로 요즘 여행도 못 가고 집에만 처박혀서 있었는데 너무 너무 멋진 삶을 사시는 것 같아요나중에 저도 그런 삶을 한 번쯤은 살아보고 싶어요힐링 그 자체였고 앞으로도 멋진 영상 기대할게요,
2043,정말 궁금해서 그런데 프랑스에 왜 살고 계신 건가 요직업이 어떻게 되세요 넘궁금해요 ㅠㅠ 저도 그렇게 살아보고픔,
2044,대박 진심 외 국고전영화보는 거 같음 그 잇자나 여로미오와 줄리엣 시대 분위기가 완전 브루쥬,
2045,동화 속에 사는 사람인가,
2046,와 찾고 있었던 유튜번데 이렇게 알고리즘에 떠서 너무 반가움ㅜㅜ,
2047,인테리어 소개 영상도 만들어주시길,
2048,궁금한 게 많은데 실례가 안 된다면 나중에도 진행해주셨으면 좋겠어요 모든 영상이 예쁘고 우아해서 분위기에 흠뻑 취하네요 여러모로 기분 환기도 되고 좋아요 ㅎ매 순간 포근한 행복누리세요 영상고맙습니다,
2049,인정이 요ㅠㅠㅠ,
2050,꿈꾸던 삶이 다 또 한 명의 공주님을 보는 거 같네여,
2051,알고리즘으로 들어왔는데 힐링하고 가요 진짜 갬성 오져 구독 박고 갑니다,
2052,곱게 늙어 가세나의 프랑스 한국 여인,
2053,내화언니 이 언니가 너무 좋아 요 자주 보러올게 요 왜인지 언니에게 끝이란 건 없을 것 같아 요항상 응원합니당,
2054,진짜 너무 예뻐요 ㅜㅜㅜㅜ 딱 내가 원하는 삶,
2055,힐링된다 아ㅠㅠ,
2056,대박이 당,
2057,진짜 무슨 유럽 공주 일상보는 느낌이에요 여지껏 제가 봐왔던 브이로 그와는 전혀 상반되는 브이로 그라 너무 새롭기도 하면서 보는 재미가 쏠쏠해 요초면이지만 사랑합니다,
2058,노후를 프랑스나 독일에서 보내고 싶은 고1입니다와 역시 프랑스 풍경이 장난 아니네요 ㄷㄷ,
2059,빨간 머리앤 친구 다이애나가 사는 집 같아요 아무리 무감한 사람도 몇 달 만 지내도 감성 충만한 사람으로 만들어줄 것 같은 자연 풍경도 너무 예쁘네요,
2060,나중에 옷 하울 같은 것도 꼬옥해주세요 너무 재밌어요,
2061,옷이 저 세상 옷인가 봐요 아름다워 흐엉ㅠㅠㅠㅠ공주 삶인 건가,
2062,리틀포레스트 프랑스 버전 같아용보는 것만으로 힐링 ㅠㅠ 영상 종종 올려주세 요구 독하고 갑니다,
2063,방갑다 칭구야,
2064,두 분비쥬얼 머선 129,
2065,알고리즘이나에게 힐링을 줬어 영상 미 너무 예뻐요 ㅠㅠ,
2066,어쩜인스타 사진이랑 똑같이 생기셨지,
2067,누군가 내가 꿈꿨던 삶처럼 살아가는 모습을 보니 맘이 말랑말랑해져요 그게 내화님이 라 너무 좋아요 라벨르 블랑 기다리구 있어요 여기 옷 입으려고 열다 이어트 중입니다,
2068,557557 김밥 잘 안 잘릴 때 칼날 쪽에 참기름이 나오일 같은 거 바르면 한 번에 잘 잘려요,
2069,와 그냥 생각 없이 계속 보다가 좋아하는 갬성의 배경음악들이 나와서 구독까지 해버렸습니다 앞으로 잘 볼게요,
2070,영상미도 좋지만 목소리가 정말 너무 좋다 어려운 시국이지만 이렇게 대리만족 힐링할 수 있게 해줘서 고마워요,
2071,프랑스에서 살게 되신 계기가 있으신가요 얼마나 더 계시는 건 가오 영상 너무 잘 보고 있어요 ㅠ 풍경도 더 많이 올라왔으면 좋겠어요,
2072,큐엔에 이해주 새 오ㅠㅠㅎㅎㅎㅎ,
2073,집 소개 영상 찍어주세뇽,
2074,언니 저두 하트쥬세 여사랑해여,
2075,김밥에 참기름이 안 발렸네요 마지막까지 기다렸는데 결국 ㅋㅋㅋㅋㅋㅋ,
2076,동화 속 공주님 같아요,
2077,와 뭐야이 언니 뭐야 알고리즘 떠서 들어왔는데 뭐야 내가 잘못 본 건가 싶어서 인스타 들어가 봤는데 너무 이 뻐 진짜 공주 같다 심지어 남편분도 핸썸가 이 영상 정주행해야겠다 무슨 일이야,
2078,내화님 초콜릿티 이름 알려주실 수 있나용티 종류 추천도 부탁드려용,
2079,세상에 디즈니와 지브리를 적절하게 섞어서 현실화시킨 듯한 이 감성 ㅜㅜ그래도 저래 살라면 틈틈히 먼지 안 쌓이게 청소하고 설거지하고 부지런해야겠죠 ㅜㅜ거기다 불어도 허허꿈 깨야겠다ㅜ,
2080,길냥이들은 다 순딩한 갑다,
2081,와 분위기가 진짜 너무 예쁘고 따뜻하네 요 목소리도 너무 예쁘고 따뜻한 영상감사합니당,
2082,인스타 최강 유튜브계를 접수하는구나,
2083,여기 알고 보니까 찐 동화 속이 아닐까,
2084,내가 지금 보고 있는 게 현실인가요 완전 동화 한 편보는 느낌,
2085,공작아가 씨 공작성 앞마당에서 사라진 게 어그제 같은데 벌써 삼년이 지났습니다 현실에 빨리 적응하신 것 같아요 아직 늦지 않았습니다공작성에 계시는 가주님과 마님 사용인이 기다리고 있습니다어서 돌아오세요,
2086,1년 만에 알고리즘 덕에 또 눈 호강 하네요가끔 생각났는데 체널 명이 생각이 안 났드랬죠,
2087,누구세요왜 동화책 사람들이 현실에 있죠,
2088,내화님 혹시 큐엔에이 영상 찍으실 생각 없으신 가여궁금한 게 너무 많아 여,
2089,프랑스 여행 간다고 생각하면 유명한 관광지 돌아다니는 것만 생각했는데 한 번쯤은 몇 달 동안만이라도 이렇게 한적하고 예쁜 곳에서 살아보고 싶어요 집에서는 트레이닝복만 입는데 예쁜 원피스 입고 생활하시는 거진짜 대박 공주 같아요,
2090,제발요제 발 ㅜㅜ,
2091,실제 사람인가요 진짜로,
2092,언니의 영상을 통해 힐링하고 가요 영상 많이 많이 올려주세요,
2093,아니 무슨 이 집은 웹소설 인가여,
2094,나도 어릴 때부터 예쁘게 사는 게 꿈이었는데 실제로 이런 분 보니 신기하다 진짜 ㅎㅎ 현실은 적성에 안 맞는 직장 다니면서 스트레스만 땅에 피부 뒤집어지고 손에 잡히는 데로 막 주워 입고 출근하고 그렇게 염세주의자가 된 30대 후반의 애 낳은 아줌마,
2095,5만 구독 미리 던지고 갈게요 1 두 분은 커플 아니면 부부 2직장인 아니면 학생 3직장인이라면 직업 4 프랑스는 여행 아니면 거주 일상 자체가 갬 성 너무 잘 봤어요,
2096,커플 의류 브랜드 오픈하신 분 현재는 의류 브랜드 파리 현지 오픈 때문에 출장차 거주 중,
2097,알고리즘 타고 여긴 가지 왔네요 진짜 세상 세상 너무 공주 스타일 여왕님 같아 요정말 여자인데 반하고 갑니다 원래 프랑스에서 사셨나요 ㅎㅎ,
