,comments,sentiment
483,윰 언니 해설 너무 잘하세요 머리가 밝은 색 하면 아이돌 같아 보이는데 어두운 색깔하면 진짜 여신이던데요 ㅎㅎ 두 분 다 응원합니 다 회의 시간이 많다는 게 이런 뜻이군요 ㅎㅎ 라바리니 오래 남아주세요,0.0
484,송이 선수님이 번 시즌부터 주장 되셨군 요 열심히 하는 모습 좋습니다,0.0
485,한 자매 컨텐츠벌써 기대ㅎㅎ 뭘 하든 잼날 거 같음 ㅋㅋㅋ,0.0
486,배구 얘기 완전 재밌어요,0.0
487,송이 누나 3년 뒤에 파리 올림픽 가즈아,0.0
488,주장님 팬 잘 알,0.0
489,한 유미씨 팬입니나노는 언니에서 없으면 안 될 인물,0.0
490,한 자매 콘텐츠 기대할게요,0.0
491,굿타이밍 배구 토크 기다렸어요,0.0
492,두 분 다금 발 진짜 존 예시 다완전 잘 어울리심,0.0
493,송이 선수는 고급스러운 분위 시 시 고 윰 누나는 귀엽고 귀엽고 귀엽다,0.0
494,금메달 따야지 요 멋진 낭쟈들 배구짜릿찌릿 기분 우하하대한민국 배구 세계 구석구석 한수가르쳐 주삼,0.0
495,한 유미송이 자매의 아름다운 모습이 너무 이쁘네요 송이 선수 지난 한 달간 이테리서 고생하고 후배들 챙기느라 애 많이 썻는데 아쉽게도 올림픽 엔트리 12인에 못 들어서 안타까웠지요 두 자매가 전해주는 대표팀 썰 재미났답니다 송이 선수는 유미 언니보다 먼저 결혼할 것 같은데 결혼 후 은퇴하면 유미 언니 밀어내고 방송 해설하면 더 잘 할 것 같은데 ㅎㅎㅎ 목소리 도 귀엽고 언니는 동생 송이 선수는 해설위원으로 ㅋㅋㅋ 방송 관계자님 한송이 위원 스카웃트 해주시길 두 자매의 영원한 행복 기도 합니다,0.0
496,이자매는 정말 인성이 좋은 거 같아 요 최고 임 두 분 다 진짜 말도 너무 잘하심,0.0
497,그 죠이럴 수도 있는 건데 ㅜㅜ 좋은 모범으로 선례를 남겨주셔서 고마울 뿐이에요,0.0
498,좋은 배구자매의 모범답안,0.0
499,한송이 선수 올림픽 같이 못 가서 팬으로서는 너무 아쉽지만 ㅠ리그에서 더 잘해봐요 이미 오래했지만 더 오래오래 배 구합 시 다한 유미위원님도 너무 감사해 요 ㅎㅎ,0.0
500,양궁 대결 한 번 갑시다,0.0
501,비하인드 스토리들으니까 재밌어요히히,0.0
502,오늘 해설수 고 하셨습니다,0.0
503,배구선수들의 이야기를 접하고 구독하게 되었습니다 선수 시절 배 구하시던 모습을 보면서 직접 못 본 게 아쉽습니다 아는 언니도 자주 즐겨보겠습니다,0.0
504,도쿄올림픽을 보면서 여 배에 완전 빠졌어요 더운 여름에 대학생이라 지칠 때도 있는데 여배 보면 힘이 나 고 제일도 열심히 하고 싶어져요 그리고 유미 언니 중계도 너무 좋아해요 ㅎㅎㅎ배구를 잘 모르는 저도 유미 언니를 따라 경기에 집중할 수 있었어요 여 배가 더 많은 관심과 지원을 받았으면 좋겠어요 그리고 계속 여배를 든든하게 지켜주신 선수님들께도 감사해요 이 번 주 금요일에 또 뵈어요,0.0
505,한 유미님 질문자세하게 해주셔서 늘 좋아 요 선수들 한텐당연해서 에피소드가 아닐 수도 있는 모든 전부 재밌으니까 썰 많이 풀게 해주세요,0.0
506,올림픽 경기를 볼수록 박정아 선수 성장한 게 진짜 많이 보엿어요 ㅎ 뭔가 시즌 때는 의욕이 없어 보일 때도 많았는데 올림픽 경기에서는 뭔가 활활 타오르는 열정이 보이더라구 요 ㅎㅎ 대한민국 여자배구화이팅입니다더 더 더 더 더 흥해라 윰 언니도 흥하세요,0.0
507,질문도 좋고 올림픽 해설도 너무 좋아요,0.0
508,자매의 현실적인 대화 너무 보기 좋고 재밌었어요 ㅎㅎ송이 선수님 종종 함께 콘텐츠 해주셨으면 좋겠네요,0.0
509,컵 대회 정규리그를 윰 언니 해설로 봐서 그런지 올림픽도 자동으로 윰 언니가 있는 에서 배구 보고 있어 요송이 선수 윰위원님 온 마음다 해 응원해요,0.0
510,김 상사 정말 요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 모두레전드 분들이 신데다가 해설도 다들 잘하셔서 ㅠㅠㅠㅠㅠㅠㅠ,0.0
511,한 유미 김사니 황연주 배구계 레전드들이 전부 해설자로 나서서 방송을 고르기가 참 힘듦,0.0
512,궁금한 것만 질문해 주셔서 너무 재밌어요 ㅎㅎ,0.0
513,금발 미녀 모범자매나의 최애선수자매 부모님이 전생에 나라를 구하신 듯 두 분 항상 응원합니다다음에는 대결 컨텐츠 너무너무 기대되요 윰 언니 실버 버튼 가즈아,0.0
514,꺄아악안 그래도 오늘 4강 진출한 올림픽 경기보고 배구 관련 흥미로운 컨텐츠 올라올 것 같아서 아침부터 들락날락했어요 이 호근 아나운서와 한윰 언니의 올림픽 중계 너무 잘 보고 있고 4강 전도 함께 힘차게 응원하겠습니다,0.0
515,윰 언니는 인터뷰 맛집에 해설 맛집에 못하는 게 없다 진짜,0.0
516,올림픽 배구 중계 너무 잘 보고 있어요 이런 영상들로 인해 배구에 대한 관심을 더 이어갈 수 있는 것 같아 요 감사합니다 송이 선수 화이팅 유미해설위원님도 화이팅 올림픽 끝난 후 선수들끼리에피소드 같은 거 소소하게 공유하는 컨텐츠해주세요 선수들이 모이기 힘들다면 전화 연결 줌 미팅 영상통화 등으로 하는 것도 좋을 것 같아요,0.0
517,항상 잘 보고 있어 요송이님 진솔한 얘기 잘 들었어요 단단 한 분이 시네요 윰님송이님 응원해요,0.0
518,결론 결혼은 신중하게 하는 거야,0.0
519,86228724724간지 ㅋㅋㅋㅋ,0.0
520,86228723723개 존 멋ㅠㅠㅋㅋㅋㅋ연경 언니 이 세상다 가져라언니가 최고 다 대한민국 국가기념일 김연경 탄생일 2월 26일,0.0
521,아진짜나보다 30센치 큰 언니를 귀여워하고 있네 몇 년째 야 언니 사랑해,0.0
522,와 연경언니는 배구면 배구 예능이면 예능 ㅠㅠㅠ 다존재감 크고 너무 잘해이 언니 매력은 어디까지인지 ㅠㅠㅠ,0.0
523,ㅋㅋㅋㅋㅋㅋㅋㅋ 언니 넘웃곀ㅋㅋㅋㅋㅋㅋㅠㅋㅋㅋㅋㅋ 휴,0.0
524,언니 명수 옹드립 좀 받아줘 욬ㅋㅋㅋㅋㅋㅋㅋ불쌍해지려 그래,0.0
525,86228300300 아너무 귀여운데 무서 웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0
526,86228724724개 멋 있다,0.0
527,박명수 한테 뭐라 하는 거 너무 웃겨 ㅠㅠㅠㅋㅋ,0.0
528,김연경 박명수 케미넘웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0
529,오늘 올림픽 보고 사랑에 빠짐 책임져 언니,0.0
530,ㅋㅋㅋㅋㅋ 아무도 못 이기는 김연경,0.0
531,다시 봐도 재밌어요,0.0
532,86228302302 아ㅈㄴ 내 웃음 지뢰 임ㅋㅎㅎㅎㅋㅎㅋㅎㅋㅎㅎㅋㅋㅋㅋㅋ,0.0
533,저도 터졌어요 ㅋㅋㅋㅋ아지금도 웃겨,0.0
534,개시원해 ㅋㅋㅋㅋㅋㅋㅋ,0.0
535,김연경 선수가 식 없이 털털 고 솔직 담백한 성격 너무 멋있네요,0.0
536,김연경 식빵 언니 구독자 90만 돌파헉,0.0
537,아니 이 언니 배구 올 타임 반박 불가레 전든 데 얼굴도 미쳤음 아름답다 아름다워 언니도 예쁜 거 알아서 다행임,0.0
538,요즘 김연경 영상만 보는 거 실화냐 진짜 너무 재밌음ㅋㅋㅋ,0.0
539,김연경 찐팬인데 그늘진 거 보고 웃겻다,0.0
540,세계 최고의 도 마고수가 되길 기도 합니다,0.0
541,당분간 연경이가 대세 유튭 돌아더니며 연경 나오는 거 다 보고 있다 지금 ㅋㅋㅋㅋ,0.0
542,86228527527ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 부분이 젤 좋아,0.0
543,768213213ㅋㅋㅋ 분석적인 유미 언니 ㅋㅋㅋㅋㅋㅋ 진짜 분석 잘 하시고 공감되고 재밌어 욬ㅋㅋㅋㅋㅋ 해설도 잘하시고 뭐든지 알기 쉽게 설명하시는 데에 완전 재능 있오,0.0
544,솔직한 이야기 감사드려요,0.0
545,유미님 반지 어디서 사셨나요 ㅋㅋ,0.0
546,윰 언니 앜ㅋㅋㅋ 조카가 만들어준 느낌이에요,0.0
547,유튭으로 노는 언니 보고 있다가 방금 윰 언니 올라오자마자 여기로 와서 선 좋아요 후 영상 보고 있어요노는 언니 광팬올림,0.0
548,언니 보고 싶다 ㅠㅠㅠㅠ 내가 운동선수를 덕질하게 될 줄이야 ㅠㅠㅠㅠㅠ 내일 경기도 화이팅 사랑해요,0.0
549,갓 연 경보다 연 경신이라고 부르는 게 맞아 보인 다 연 경신 사랑해요 ㅠㅠ,0.0
550,박명수가 살살 건 들여보니 케미 맞아서 몰아붙히 넼ㅋㅋㅋㅋㅋㅋ,0.0
551,가끔 예능 나와주셔서 황송한 데 웃기기도 너무 웃겨,0.0
552,김연경 예능감도 월클 수준,0.0
553,왤케귀엽냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미치겠다,0.0
554,김연경 매력 잇네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개조앙,0.0
555,어머 놀면 뭐하니 도 나오셨었네,0.0
556,예능 많이 많이 나오세요,0.0
557,방송에서 독하게 말해도 안미운 박명수랑 방송에서 잘난 척 아무리 해도 밉지 않은 김연경 케미ㅋ,0.0
558,미쳤다 존예,0.0
559,명수 옹이호통치는데 연 경 선수가 주눅 들지 않고 받아치니 티키타카 대박ㅎㅎㅎ,0.0
560,연습 안 해도 되요 잘해서 ㅋㅋㅋㅋㅋ와 멋지다 진짜,0.0
561,느므 우껴,0.0
562,놀면 뭐하니 아는 형님 집 사부 일체 언니들의 슬램 덩 크 등 등 연경 선수 해외 리그 뛰다가끔씩 들어와 예능찍으면 늘 본 방사수했는데 이제서야 많이들 보네ㅋ갓 연경님 예능신인 거 다들 알겠네 이제,0.0
563,식빵 언니 예능감 ㅎㅎ 출연 프로마다 웃기네요,0.0
564,왜 자꾸 손을 입으로 가져가,0.0
565,초딩 때 96 아틀란타에서 여 홍철 선수 경기 봐뒀던 게 이렇게 오버랩 되면서 쓰이 네그때 경기가 기억나니깐 여 홍철 위원 샤우팅도 더 큰 울림으로 마음에 전해진다,0.0
566,진짜 보면 볼수록 눈물남,0.0
567,나 지금까지 인생 손해보면서 살았네,0.0
568,단점 자원이 낭비된다,0.0
569,와 이건 못 참지 ㅎ,0.0
570,근데 케이스에 그립 톡 안 설치하는 이 유 중에 케이스의 본연의 그거를 살리기 위해 안 끼는 사람들도 있더라구 요 하하,0.0
571,랩 칼저거로 이 쑤셔 봤는데 치석 제거 잘 됩니다ㅋㅋ 작년도부터 저칼오면 마지막에 이 쑤시고 버리는 데 치석 제거 짱 잘됨요지 필요 없음 ㅋㅋ 근데 디게 잘 세우시네요저도 따라해보겠습니다,0.0
572,97710710와 ㄹㅇ나 다 저도 맨날 밥 먹을 때 볼 거 없으면 절대 안 먹고 버티다가 맨날 식은 음식 먹는 경우 많아요,0.0
573,요즘 영수증 안주는 곳도 많음,0.0
574,반을 알고 반은 몰랐다 써먹어야지,0.0
575,이 방법 중 일부는 하고 있고 나머지는 솔직히 안 할 것 같지만 영상이 재밌어서 두 세 번 보게 되는,0.0
576,9712081208 어제 떡볶이 먹으려고 안간 힘을 썻는데 이런 방법이 있었다니,0.0
577,97301301군대에서 많이 씀ㅋㅋ 냉동 만두로 저기 실짝 뜯어서 물 조금 넣고 전자렌지에 데우면 존 나 맛있음 ㅇㅇ,0.0
578,거의 다 아는 건데 햄버거는 참신했다,0.0
579,저렇게 뜯을 때 사선으로 찢기는 경우가 많아서 안전빵으로 뜯는 게 나 음,0.0
580,떡볶이는 찝찝하긴 하죠 국물이 끈적한 음식 같은 거,0.0
581,대단한 게 아닌 것 같은 팁이지만 알고 있으면 삶의 질이 상승할 수 있는 정말 유용한 꿀팁들이네요 잘 보고 갑니다,0.0
582,와 진짜 미쳤나 봐 이게 뭐야 하 진짜 똑똑하시네요,0.0
583,오랜만에 좋았어요 이제 자주 부탁드려요,0.0
584,보통 이런 영상은 뻔하거나 사실 필요 없는 것도 많은데 참신하고 유용한 게 많이 나와서 좋네요,0.0
585,썸네일에 옷 무슨 그림으로 그린 줄 알았는데 진짜 저렇게 생겼구나,0.0
586,9714291429 나 눈물날 뻔했어,0.0
587,도구는 전혀 필요치 않다 발언에 서 폿 유저 오열,0.0
588,진짜 개꿀팁이네,0.0
589,우와 배려심까지 철철 넘치시넹,0.0
590,점프맵 왕 주석경,0.0
591,한지현 연기 절어,0.0
592,석경이가 쓰는 방법을 어디에서 본거 갔다고 했더니 주단태가 감옥에서 나올 때 섰던 방법 아니에요,0.0
593,다음 예고편 석경이 대사 보니까 철들거 같기도 하다,0.0
594,사실은 좀 당했으면 좋겠었는데 막상 당하니까 좀 속상하고 불쌍함 이번 화 ㄹㅇ 재밋었어요 ㅠㅠ,0.0
595,얼굴은 이란 성 쌍둥이라 그런 것 같고 성격은 진짜 안 닮긴 했다,0.0
596,다른 환경에서 살았으니 다를 수도 있을 것 같아요,0.0
597,햄버거 포장종이 좀 찢어서 그 위에 케찹 뿌리는 건 나뿐인가,0.0
598,기다린 만큼 보람찬 영상이였다 도움 되네요 감사합니다,0.0
599,음악도 박수치는 것도 그렇고 목소리가 개 사기임,0.0
600,에이 이게 어떻게 될까 했는데 이 왜진이라 외쳤다,0.0
601,칩님 없으면 요리랑 편한 방법들을 몰라 힘들어 했을 텐데 영상 찍어주셨어 감사합니다,0.0
602,이런 거 배우라고 유튜브가 있는 거지 ㅎㅋ,0.0
603,엔딩이 진짜 감사하다고 하는데 왜 제가 할 말을 대신 하시는 거죠,0.0
604,진짜 영상 올릴 때마다 이제 안 올리는 줄 알고 무서워,0.0
605,마지막 달달 하구먼,0.0
606,형 와 줘서 고마워요,0.0
607,9712521252 냉면을 잘라 먹는다고 이건 냉면에 대한 모욕임,0.0
608,맥주는 술 취해서 따려다가 바로 응급실 가겠네 그냥 빨대로 먹어야겠다 ㅎㅎ,0.0
609,97946946 아무 생각 없이 오오하면서 보다 가 빵 터짐ㅋㅋㅋ,0.0
610,와 씨 편순이 너무 공감요,0.0
611,이 드라미에서 석경이는 벌받아 마땅하다,0.0
612,돌아와서 좋네 다시 밥 잘 해 먹어보자,0.0
613,고데기를 안 하신 건가 머리를 펴 신 건가 뭐가 달라진 것 가 타요,0.0
614,지현꿍님 영상은 올라오자마자 한 번 자기 전에 한 번 공부하면서 한 번 그렇게 세 번 봤으면 다시 처음부터 시작해야 함,0.0
615,매일 봐도 안질려,0.0
616,언니 영상 많이 기다렸어요 앞으로 자주 봐요,0.0
617,전에 집보다 더 넓어지신 거 같아요,0.0
618,이게 바로 성공한 뇨자에 하루,0.0
619,짐정리 다 끝나시고 가구도 다 배치되면 꼭 집 소개 영상 찍어주세요,0.0
620,4154154 다시 베놈 튀어나올 때 브금이랑 겹치니깐 진짜 개멋 있네ㅋㅋㅋㅋㅋ,0.0
621,4154154 미치 겟다 계속 돌려봐야 돼 이건,0.0
622,왠지 저 소리 지르는 여자가 카니지 죽 일꺼 같음 에디가 카니지한테 잡아먹히기 직전에 등장해서 각성해서는 소리 지르면서 카니지 날려버리고 불구덩이에 넣을 듯,0.0
623,와씨 청불이겠는데,0.0
624,베놈빌런의 모습을 좋아하던 사람들도 있지만 원작을 많이 접하지 못한 나로서는 저런 다크 히어로 개그적인 모습도 좋다 데드 풀 느낌 난달까,0.0
625,애초에 소니에서 베놈을 메이저히어로로 밀고 나갈려면 어쩔 수가 없는 듯 ㅇㅇ자기도 원래는 빌런이지만 더 나쁜 놈들과 싸우는 히어로 이미지 유쾌한 개그 요소 등 진입 장벽을 낮춰야 가볍게 보는 대 중들한테 선택 받을 수 있기 때문,0.0
626,베놈 원래 진짜 포스 넘치는 빌런인데 여기선 그냥 고기 먹고 싶은 애가 되버림ㅋㅋㅋㅋㅋ,0.0
627,다른 히어로 물은 ㅂㄹ인데 베놈은 보고 싶다,0.0
628,베놈 솔찍히 쫄귘,0.0
629,베놈 2 보고 봤을 땐 카니지가 주인공인 것 같다 간 지나는 데,0.0
630,베놈이 빨간 놈이야라고 말하곤 숨는 거 보면 색깔에 따라 각자 다름이 있는 건가,0.0
631,1편 때가 좀 어색한 부분이 있었는데 이번엔 지대로 뽑았다 잉 급 나 기대되네,0.0
632,ㄹㅇ 베놈은 킹정이지 이 거 무조건 보러 간다,0.0
633,칼질할 때 칼이 도마에 부딪히는 소리가 조금만 작았으면 좋겠어요,0.0
634,와 후추는 투명한 캣 볼에 잘 들어가네요 저희 애는 겁이 너무 많아서 투명한 캣 볼에 들어가지를 않아 요 하,0.0
635,요리 정부 맛있겠다 먹어보고 싶어요 ㅠㅠ,0.0
636,왜 이사하셨는지 불편하지 않으시다면 여쭤봐도 될까요,0.0
637,이사 간 집도 너무 예뻐요 바쁘실 텐데 쉬엄쉬엄 쉬어가며 하세요,0.0
638,돗자리 깐 거 너무 웃겨요 ㅋㅋㅋㅋㅋ,0.0
639,지현님 인덕션 버튼 고양이가 안 밟나요 걱정되네요 ㅜㅜ,0.0
640,이제는 학생 자취방이 아닌 사회인의 집이 됐네요 ㅎ 앞으로도 좋은 영상기대 할께요,0.0
641,이 사 전집의 주방이 그립지만 이사가 시고 행복만 가득하시길 빌게요,0.0
642,지현꿍님은 언제부터 요리를 이렇게 잘하셨어요 넓은 집으로 이사하셨네요 앞으로 더욱 기 대해 요 영상 잘 보구 있어요,0.0
643,아 ㅋㅋㅠ 지현꿍님 집에 저도 정 들었는지 쫌 아쉽네요 ㅠ,0.0
644,최고의 동생 지현꿍님 언니 하고 싶다,0.0
645,역시 부모님 감 덩쓰,0.0
646,어휴 후추의 귀여움 한도 초과네 욤 ㅠㅜㅜ 소바 육수도 뚝딱 만들고 대단해 용 분위기가 많이 바꼇지만 오늘 영상도 체고체 고 ㅎㅎ,0.0
647,집이 얼매나 넓으면 양파써는 소리가 번 지나 유 ㅋㅋㅋㅋ,0.0
648,집 분위기가 따뜻해 보여 요 언니랑 넘모 잘 어울료용,0.0
649,진짜 성인 돼서 언니처럼 사는 게 로망이에 요 완벽한 자취 멋있어,0.0
650,닭칼국수 땀 뻘뻘 흘리면서 먹었어요,0.0
651,새로운 각도의 썸네일도 너무 좋아요,0.0
652,지현꿍 악 오늘 잠다 잤어요 진짜 ㅜㅜㅜㅜㅜㅜㅜ 저 원래 어렸을 때부터 고양이 무서워 했었는데 지현 꿍님 영상 보면서 저도 모르게 후추 보고 웃고 있는 거 있죠 진짜 고양이 홍보대사 해야 된 다 지현 꿍님,0.0
653,리얼 그래놀라 안에 건조 과일이 있어서 맛있어요 ㅎㅎ 전 그것만 먹게 되더라구용,0.0
654,언니 제스터 디카페 바로 밑에 있는 오크커피를 오셨다니 요 왜 인기 척도 없이 오샸나 요 진짜 ㅠㅠㅠ,0.0
655,조금 한 고양이 발바닥 집 개로 고기 굽는 아버지 모습이 귀여우시네요 ㅋㅋ,0.0
656,가구 다 오면 랜선 집들이 해주세요,0.0
657,저희 가족도 이사 준비땜에 가구 보러 다니는데 뭔가 공감 가네용 ㅎㅎㅎ이사하시느라 수고했어요 ㅠㅠ,0.0
658,펜하 오랜만에 보는데 충격,0.0
659,다른 거 다 떠나서 주석 경 역 한지현 배우 연기력 미쳐 따 어른들하고 비교해도 안 뒤지는 급,0.0
660,빼에 에엑 빨리 담 편 보고 싶다 개 재밌다,0.0
661,허벅지에 ㅠㅠ 피멍ㅠㅠㅠㅠㅠㅠㅠ 진짜 대단해요 ㅠㅠㅠㅠ,0.0
662,주책 맞게 첫 장면부터 눈물이 철이 들어가는 건지 나이가 든 건지ㅋ,0.0
663,저렇게 많은 선수들 중에서 우리나라 선수가 순위권 안에 든다는 것만으로도 너무 자랑스러운데 동메달까지 너무 축하합니다,0.0
664,와 어깨에 치인다,0.0
665,여서 정 선수 동메달 획득 츄카합니다 여렸을 때 인터뷰한 걸 봤는데 운동이 너무 힘들어도 부모님 걱정하실까봐 말도 못했었다고 했는데 그간 노력에 박수를 보냅니다여서 정 선수 너무 수고했어요,0.0
666,나도 누군가의 아들이자 아들 가진 아빠라 그런 가 여 홍철의 마음도 여서 정의 마음도 이해가 가서 눈물이 펑펑 난 다ㅜㅜ,0.0
667,얼굴에 어린 티가 묻어 있는 앳된 친구가 저렇게 파워풀한 퍼포먼스를 보여주니까 뭔가 뭉클함이 더 하네요 안 넘어지려고 한 발로 끝까지 버티는 것도 우리나라 기계체조 여자 선수 최초 메달이라니 어린 친구가 진짜 큰일을 했네요,0.0
668,착지까지 아빠를 닮았 누 ㅋㅋㅋ 왠지 예전에 여 홍 철도 저런 착지한 거 같은 기 억이 있는데 ㅋㅋㅋ,0.0
669,여홍철 해설위원 얼마나 대단 하셨던 건지 잘 몰랐는데 부모님이 말 하시길 도 마 황제였다고 ㅋㅋㅋㅋ 아시아게임 금메달 2개에 올림픽 은 메달 그 은 메달마저 도착지 실수로 아깝게 금메달 놓친 거 거기다 25년 지났는데도 본인 기술 요즘 선수들이 고난이도 기술로 구사하는 거 알고 나니와 ㅎㄷㄷ 그런 선수의 딸이란 거 자체가 엄청난 부담이었을 텐데 온전히 자기 실력 으로 여자 최초 체 조 메달 딴여서 정 선수 축하드려 요ㅠㅠㅠ 3년 뒤 파리에서 더 멋진 모습으로 볼 수 있길,0.0
670,이제 사람들 머릿속에 메달리스트 여 홍철로 기억되는 게 아니라 메달리스트 여서 정 아빠로 기억되겠네요 아버지로서 가장 기 쁜 순간 일 것 같아요,0.0
671,37410410 아버지의 기 쁨의 함성 딸이 얼마나 자랑스러울까 이 웃음은 해설이 아닌 가족으로서 나오는 기쁨인 것 같다ㅎㅎ,0.0
672,남자 금메달도 나왔던 데 우리나라 은 근 체조 강국,0.0
673,가슴이 터질 것 같은 여서 정 선수의 모습 아버지 여홍철 선수의 든든한 정신적 버팀목에 존경과 사랑과 축복을,0.0
674,인식이 많이 좋아지긴 했구나 예전엔 동메달 쳐주지도 않았는데 지금은 너무 보기 좋다,0.0
675,홍철형님이 더 긴장하신 듯 ㅋㅋㅋ 수고 많았습니다 여서 정 선수,0.0
676,너무 멋있어서 세상 어떤 단어로도 표현할 수 없었습니다 당신은 그 차체로도 동메달 그 이상입니다,0.0
677,달리기 무엇 속도가 우와,0.0
678,넘 잘했어요 대단해요 첫 큰 경기에 아빠가 선배라는 수많은 시선과 부담이 기 고 너무 수고했어요 진짜 남들보다 얼마나 독하게 훈련하고 멘탈 잡고 얼마나 심적으로 힘들었을지 정말 대단해 요 첫 올림픽에 기록도 세우고 메달도 따고 앞으로 너믄부담 갖지 말고 실력 발휘맘껏 하세요,0.0
679,나만 왜 이런 생각 들어 요 살아하고 석경이 쌍둥이면서 왜 설아가 언니에요,0.0
680,37410410 알바하다가 보는데 울어버림 목 잠겼다 큰 일 났다 아버지의 간절한 외침에 울컥 해버리기,0.0
681,어린 나이에 정말 경이롭다 올림픽 레전드들 중에도 첫 출 전엔 메달 못 따고 예선 탈락도 한 사람들도 많은데,0.0
682,똑 부러지는 착지,0.0
683,진짜 개멋지 다 맘껏 행복누리세요 수고하셨어요,0.0
684,박수를 보냅니다 자랑스럽네요,0.0
685,와 진짜 전율이,0.0
686,영상 맨 처음 데헷 하면서 시작하는 거 너무 귀엽다,0.0
687,메달색과 관계 없이 최고의 선수셨던 아버지의 그늘이 틀림 없이 존재했을 텐데 이를 극복하고 올림픽 무대에서 동메달을 따신 것은 정말 대단하 것 같습니다 점프하고 착 지하는 순간 여홍 철 해설위원님이 소리 지르는 것을 보고 정말 행복해 하시는 것 같았습니다 정말 수고 하셨고 메달 축하드립니다,0.0
688,어떻게 저렇게 뛰지 너무 잘했다,0.0
689,용용 그쵸 저 상황에선 저런 농담을 올림픽인데,0.0
690,부모 입장에서 아빠가 얼마나 좋았을까 싶어요 내가 이 룬 성과보다 자식이 나와 같은 길을 걷는데 묵 묵히 잘해주면 눈물나고 너무 감동 일 것 같아 요서 정 선수 예쁘고 우리나라에 보배네요,0.0
691,부녀가 모두 메달리스트 감격적이다,0.0
692,딸 래미가 금메달 딴 기분이네,0.0
693,1분 차이로 태어났으니까 언니,0.0
694,너무 금금금 집착하지 말자 동메달로도 국민을 감동시키고 희망을 주지 않는가,0.0
695,도마 볼 때마다 어떻게 저런 회전을 하지 신기함,0.0
696,부녀간에 대한민국 메달리스트 집안 ㄷㄷㄷ,0.0
697,37026026 이 표정 너무 짠 함 ㅜㅜㅜ 기쁘면서 벅차고 동시에 약간은 슬프기도 한 그런 표정,0.0
698,아빠 해설이라니 진짜 명장면이다,0.0
699,저렇게 공중에서 회전하는 데 어떻게 정확하게 착지를 하지 볼 때마다 신기하다 ㅋㅋㅋ 그걸 성공하기 위해서 얼마나 많은 연습과 부상을 당했을까 생각하면 ㅠㅠ,0.0
700,1차 시기 때 딱 착 지하는 순간 소름이 돋았습니다 이번 올림픽여서 정 선수뿐만 아니라 어린 선수들이 잘해주고 있어 다음 올림픽이 기대되네요여서 정 선수 정말 자랑스럽습니다,0.0
701,같이 눈물 찔끔 햇어요 ㅠㅠ 아버지가 메달리스트라 평소 운동하면서 부담도 있었을 거고 저순간을 위해 얼마나 노력했을지 감히 예상도 못하겠네요 여서 정 선수 다치지 않고 안전하게 좋은 기량 보여주셔서 감사합니다,0.0
702,꼭 행복해야 해 ㅠㅠ,0.0
703,그냥 펑펑 눈물이 ㅜㅜ 너무 잘해주셔서 그간의 숭고한 노력에 정말 감 사드립니다 ㅜㅜㅜ,0.0
704,얘가 보면 볼수록 귀엽네,0.0
705,77540540 착하게 말했는데 저 여자 애7713551355도 걱정하는데 7720322032이때째려봐서 설마 했는데 역시나 석경이 넘 좋아,0.0
706,매력을 보여주는 석훈이 저껀 저가 챙겨야죠주 단태는 결코 모든 걸 일케 될 것 같은 예감 암ㅋㅋㅋㅋㅋㅋㅋㅋㅋ불쌍한 주단 태ㅋㅋㅋㅋ,0.0
707,ㅋㅋ 아빠한테 맞은 짬바가 잇지 저걸로 기 죽을 석경이가 아님,0.0
708,아니 펜트하우스는 반전이 겁나 많네 반전하우스 아님,0.0
709,빅스비 불르는 법은 몰라도 턱으로 녹음하는 법은 아는 윤희찡,0.0
710,석경이의 생존력 ㄷㄷ,0.0
711,한지현은 올해 최우수상은 줘야 된다고 본다,0.0
712,이번 석경이 연기 정말 쩔었어,0.0
713,펜하 출연진들 목이 걱정됨 다들 너무 소리를 질러서ㅠ,0.0
714,석경이 기도 원 간 김에 설 아랑 제니한테 했던 짓 반성이나 좀 하고 나왔으면,0.0
715,옥에티 발견 7725392539 때 창문에 글씨 없음,0.0
716,이 정도면 만인의 어머니인 듯 심수련,0.0
717,그럼 석경이는 지 언니 골로 보낸 거네 뭐 처음엔 누군지도 몰랐고,0.0
718,석경이가 쇠막대기로 잡아당길 때가 제일 귀여웠음,0.0
719,심수련 싸움 실력 댑악,0.0
