,comments,sentiment,tokens
9557,ㅋㅋㅋㅋ 난독 있어요,1,"['ㅋㅋㅋㅋ', '난독', '있어요']"
9558,역시 똥 싼고,-1,"['역시', '똥', '싼고']"
9559,대깨맘끼리 모여서 지들 싫어하는 정당 얘긴 아예 안 듣겠다는 자세인데 뭘 하라는 거지 아니 진짜 상식적으로 저 상황에서 뭘해야 됨,1,"['대', '깨맘', '끼리', '모', '여서', '지', '들', '싫어하는', '정당', '얘', '긴', '아예', '안', '듣겠다는', '자세', '인데', '뭘', '하라', '는', '거지', '아니', '진짜', '상식', '적', '으로', '저', '상황', '에서', '뭘', '해야', '됨']"
9560,진짜 한국인 댓글 찾기가 이렇게 힘든 적은 처음이네요,0,"['진짜', '한국인', '댓글', '찾기', '가', '이렇게', '힘든', '적은', '처음', '이네', '요']"
9561,속시원하다,0,"['속', '시원하다']"
9562,이제 나이가 들었으니 깨우친 게 있겠죠,0,"['이제', '나이', '가', '들었으니', '깨우친', '게', '있겠죠']"
9563,문재인 저격 드라마,-1,"['문재인', '저격', '드라마']"
9564,좋은 하루 보내 라이 개새ㄲ야 ㅋㅋㅋㅋㅋㅋㅋㅋ,1,"['좋은', '하루', '보내', '라이', '개새', 'ㄲ', '야', 'ㅋㅋㅋㅋㅋㅋㅋㅋ']"
9565,그 고통은 끝까지 잊지 못할 듯 사과해도 그 시절은 보상 받지 못한다 그걸 너네들이 알고 있니 지금 너가 누리는 부와 명예는 가당 치도 않는다 10년을 다져온 한 아티스트의 뭐 웃기고 있네 10년 이상을 고 통 속에 살아온 니 친구의 한을 풀어 라이 인성 부족 껍데기야,1,"['그', '고통', '은', '끝', '까지', '잊지', '못', '할', '듯', '사과', '해도', '그', '시절', '은', '보상', '받지', '못', '한다', '그걸', '너', '네', '들', '이', '알', '고', '있니', '지금', '너', '가', '누리는', '부와', '명예', '는', '가당', '치도', '않는다', '10년', '을', '다져', '온', '한', '아티스트', '의', '뭐', '웃기', '고', '있네', '10년', '이상', '을', '고', '통', '속', '에', '살아온', '니', '친구', '의', '한을', '풀어', '라이', '인성', '부족', '껍데기', '야']"
9566,에이그그 새끼나 그 새끼나 ㅋㅋ,1,"['에이', '그', '그', '새끼', '나', '그', '새끼', '나', 'ㅋㅋ']"
9567,언니 면치기 개 잘해,0,"['언니', '면', '치기', '개', '잘', '해']"
9568,토요일 짐승 친구들이라니 너무 행복해,0,"['토요일', '짐승', '친구', '들', '이라니', '너무', '행복해']"
9569,이종석이 별로라 한 사람은 다 진국이 네 박보영 아이유 라니 이종석 믿거 ㅋㅋ 관상 딱 봐도 꽃 뱀 스타일인데 우웩,1,"['이종석', '이', '별로', '라', '한', '사람', '은', '다', '진국', '이', '네', '박보영', '아이유', '라니', '이종석', '믿거', 'ㅋㅋ', '관상', '딱', '봐도', '꽃', '뱀', '스타일', '인데', '우웩']"
9570,저 사람 말할 때 목을 좌우로 계속 왔다 갔다 하는 행위는 행동 심리학에서 현실 부정할 때 즉 거짓말할 때 하는 행동임,0,"['저', '사람', '말', '할', '때', '목', '을', '좌우', '로', '계속', '왔다', '갔다', '하는', '행위', '는', '행동', '심리학', '에서', '현실', '부정', '할', '때', '즉', '거짓말', '할', '때', '하는', '행동', '임']"
9571,쟤들은 정책에 관심이 없음 남까 기하고 그런 후 자기 편되면 좋구 아니면 그만인 것들 부끄러운 국회의원들,0,"['쟤', '들', '은', '정책', '에', '관심', '이', '없음', '남까', '기하', '고', '그런', '후', '자기', '편되', '면', '좋구', '아니면', '그', '만인', '것', '들', '부끄러운', '국회의원', '들']"
9572,민트쪼꼬 쿠키 도 배 한 번 했다고 고아로 만들어 버리는 업 소녀 클라스,1,"['민트', '쪼꼬', '쿠키', '도', '배', '한', '번', '했다고', '고아', '로', '만들어', '버리는', '업', '소녀', '클라스']"
9573,참 댓 무시하라니까 ㅅㅂ 못 잡아 먹어서 안달이냐,1,"['참', '댓', '무시', '하', '라니까', 'ㅅㅂ', '못', '잡아', '먹어서', '안달', '이냐']"
9574,근데 원래 재판은 자신의 감정이 들어가지 않고 법으로만 판결하는 게 재판이라서 어쩔 수 없어요,0,"['근데', '원래', '재판', '은', '자신', '의', '감정', '이', '들어가지', '않고', '법', '으로만', '판결', '하는', '게', '재판', '이라서', '어쩔', '수', '없어요']"
9575,퍽하면 털썩,-1,"['퍽', '하면', '털썩']"
9576,남녀 차별 멈춰,0,"['남녀', '차별', '멈춰']"
9577,아까 식당 서 봤던 거넹 멋지더라 스타일도,0,"['아까', '식당', '서', '봤던', '거넹', '멋지더라', '스타일', '도']"
9578,사랑은 눈에 보이는 게 맞나 봐요 ㅎㅎㅎ 살다가 그게 의심되는 날엔 다시 이 영상 보러 올게요,0,"['사랑', '은', '눈', '에', '보이는', '게', '맞나', '봐요', 'ㅎㅎㅎ', '살다가', '그게', '의심', '되는', '날', '엔', '다시', '이', '영상', '보러', '올게요']"
9579,아 뮤배시구낭 뮤배 아니셔도 잘 부르시는 배우 분들은 잘 부르시는 경우 많긴 한데 안정적이셔서 놀랬,0,"['아', '뮤', '배시구', '낭', '뮤배', '아니셔도', '잘', '부르시는', '배우', '분', '들', '은', '잘', '부르시는', '경우', '많긴', '한데', '안정', '적이셔서', '놀랬']"
9580,양놈들 덩치만 컷 지 썩은 밥 쳐먹었네,1,"['양', '놈', '들', '덩치', '만', '컷', '지', '썩은', '밥', '쳐', '먹었네']"
9581,미쳤다곸ㅋㅋㅋㅋㅋㅋㅋㅋ,0,"['미쳤다', '곸', 'ㅋㅋㅋㅋㅋㅋㅋㅋ']"
9582,상대방 의견은 들을 생각도 안하고 돈 쳐 받고 온 알바처럼 소리만 꽥꽥 지르네ㅋㅋ,1,"['상대방', '의견', '은', '들을', '생각', '도', '안', '하고', '돈', '쳐', '받고', '온', '알바', '처럼', '소리', '만', '꽥꽥', '지르네', 'ㅋㅋ']"
9583,ㅅ과 ㅌㅂ 맨날 뭐지 뭐지 생각만 하다가 첨 깔아서 들어가 봤는데 다른 방송 여캠볼 필요가 없어 짐 ㅅㄱ,1,"['ㅅ', '과', 'ㅌㅂ', '맨날', '뭐', '지', '뭐', '지', '생각', '만', '하다가', '첨', '깔아서', '들어가', '봤는데', '다른', '방송', '여', '캠볼', '필요', '가', '없어', '짐', 'ㅅㄱ']"
9584,ㄴㄴ 개는 보신탕 끓이던 가 안락사 시캬야지,1,"['ㄴㄴ', '개는', '보신탕', '끓이던', '가', '안락사', '시캬야', '지']"
9585,누가 보면 대상 소감문이야 당당하고 떳떳한 게 이색기는 자기만의 자신감이 고 어떠한 커리어인 줄 알겠지 그냥 미천 한 범죄자 일 뿐 이야 이 정신나간색 기야,1,"['누가', '보면', '대상', '소감', '문', '이야', '당당하고', '떳떳한', '게', '이색기', '는', '자기', '만의', '자신감', '이', '고', '어떠한', '커리어', '인', '줄', '알겠지', '그냥', '미천', '한', '범죄자', '일', '뿐', '이야', '이', '정신', '나', '간색', '기', '야']"
9586,그래서 옷은 어 케 갈아입은 겨,0,"['그래서', '옷', '은', '어', '케', '갈아입은', '겨']"
9587,모두가 새벽을 사랑해,0,"['모두', '가', '새벽', '을', '사랑', '해']"
9588,한국 수준 나오네 민간인이 죽는데 안 불쌍하다 일본의 미래 다 ㅇㅈㄹ ㅋㅋㅋㅋ,1,"['한국', '수준', '나오네', '민간인', '이', '죽는데', '안', '불쌍하다', '일본', '의', '미래', '다', 'ㅇㅈㄹ', 'ㅋㅋㅋㅋ']"
9589,참 안타까운 사건이 다 첫째는 지금 살아 있었으면 23살이었을 거고 둘째는 21살이었을 텐데 비극적이 네 우울증 참 무섭다,0,"['참', '안타까운', '사건', '이', '다', '첫째', '는', '지금', '살', '아', '있었으면', '23', '살이었을', '거고', '둘째', '는', '21', '살이었을', '텐데', '비극', '적', '이', '네', '우울증', '참', '무섭다']"
9590,방탄 기능 추가에 가 벼움 추가면 쵝 오인데 다른 한쪽에 세 ㅡㅡ 언놈 주머니 ㅋ,0,"['방탄', '기능', '추가', '에', '가', '벼움', '추가', '면', '쵝', '오', '인데', '다른', '한쪽', '에', '세', 'ㅡㅡ', '언', '놈', '주머니', 'ㅋ']"
9591,세상 너무 이쁘네,0,"['세상', '너무', '이쁘네']"
9592,우리 부대만 그런 게 아니었네 시 발 ㅋㅋ,1,"['우리', '부대', '만', '그런', '게', '아니었네', '시', '발', 'ㅋㅋ']"
9593,아마 당하지만 은 않는다는 의 미인 것 같아요,0,"['아마', '당하', '지만', '은', '않는다는', '의', '미인', '것', '같아요']"
9594,잘 사는 애들이 마약하는 이유는 그들에게 성관계는 이미 흔하고 자극을 줄 수 없기 때문에 더 큰 자극을 찾다가 저렇게 되는 거,1,"['잘', '사는', '애', '들', '이', '마약', '하는', '이유', '는', '그', '들', '에게', '성관계', '는', '이미', '흔하고', '자극', '을', '줄', '수', '없기', '때문', '에', '더', '큰', '자극', '을', '찾다가', '저렇게', '되는', '거']"
9595,ㅅ고티 ㅂ 진짜 수 위 초대박이다 ㅠㅠ 여자애들 매일 밤마다 내 이름 막 불러주면서 신음 내주는데 안 싸고 어 케 버팀,1,"['ㅅ', '고', '티', 'ㅂ', '진짜', '수', '위', '초', '대박', '이다', 'ㅠㅠ', '여자애', '들', '매일', '밤', '마다', '내', '이름', '막', '불러주면서', '신음', '내주는데', '안', '싸고', '어', '케', '버팀']"
9596,모자이크 왜 하는 거죠 대체,0,"['모자이크', '왜', '하는', '거', '죠', '대체']"
9597,우리나라 사람들도 동남아 에서 온 외국인 노동자들 차별해요,0,"['우리나라', '사람', '들', '도', '동남아', '에서', '온', '외국인', '노동자', '들', '차별', '해요']"
9598,진짜 이 언니는 나오는데 마다 다 잼 써 ㅋㅋㅋㅋ,0,"['진짜', '이', '언니', '는', '나오는데', '마다', '다', '잼', '써', 'ㅋㅋㅋㅋ']"
9599,언니 언니 발 닦개로 살고 싶어요,0,"['언니', '언니', '발', '닦', '개', '로', '살', '고', '싶어요']"
9600,야 이 새끼들아 차선 점유해도 끼어들면 양보 좀 해라 쓰레기 새끼들아 ㅉ,1,"['야', '이', '새끼', '들', '아', '차선', '점유', '해도', '끼어들면', '양보', '좀', '해', '라', '쓰레기', '새끼', '들', '아', 'ㅉ']"
9601,3셋 마지막 끝하는 거 왜 이리 멋있냐,0,"['3', '셋', '마지막', '끝', '하는', '거', '왜', '이리', '멋있냐']"
9602,기술의 발전은 어디까지 가나,0,"['기술', '의', '발전', '은', '어디', '까지', '가나']"
9603,헐 건물이 무너졌었구나 ㄷㄷㄷ그래서 버스 매몰자라고 나온 거였구나 어쩌냐 밑에 사람들 살아나와야 할 건데,0,"['헐', '건물', '이', '무너졌었구나', 'ㄷㄷㄷ', '그래서', '버스', '매몰', '자', '라고', '나온', '거', '였구나', '어쩌', '냐', '밑', '에', '사람', '들', '살아나', '와야', '할', '건데']"
9604,꿀쟁,0,['꿀쟁']
9605,뭔 저런 개황당한 짓을 돌대가 리인줄 알았더니 한 몫 챙기고 튀었네 ㅋ,1,"['뭔', '저런', '개황', '당', '한', '짓', '을', '돌', '대가', '리', '인', '줄', '알았더니', '한', '몫', '챙기고', '튀었네', 'ㅋ']"
9606,세상 각지에 ㄸ라이들 진짜 많다,1,"['세상', '각지', '에', 'ㄸ', '라이', '들', '진짜', '많다']"
9607,제도가 뒷받침 안 되니 저런 쓰레기 감독들이 나오는 거다,1,"['제도', '가', '뒷받침', '안', '되니', '저런', '쓰레기', '감독', '들', '이', '나오는', '거', '다']"
9608,어떤 상황이 되어도 포기하지 않고 최선을 다 하는 대표팀 너무너무 고맙습니다,0,"['어떤', '상황', '이', '되어도', '포기', '하지', '않고', '최선', '을', '다', '하는', '대표팀', '너무', '너무', '고맙습니다']"
9609,진짜 미챳 네 왜 케이뻐,0,"['진짜', '미챳', '네', '왜', '케이', '뻐']"
9610,왠지 저 아저씨 자는 척하고 안 잘 듯 저기서 어떻게 잠ㅋㅋㅋㅋㅋ죽을 수도 있는데 ㅋㅋㅋㅋ,0,"['왠지', '저', '아저씨', '자는', '척', '하고', '안', '잘', '듯', '저기', '서', '어떻게', '잠', 'ㅋㅋㅋㅋㅋ', '죽', '을', '수도', '있는데', 'ㅋㅋㅋㅋ']"
9611,저거 볼 때 가 중 3인데 벌써 군대 가네 시간 참 빨라,0,"['저', '거', '볼', '때', '가', '중', '3', '인데', '벌써', '군대', '가네', '시간', '참', '빨라']"
9612,내 가게 진상 손님에게 저렇게 할 수만 있다면,0,"['내', '가게', '진상', '손님', '에게', '저렇게', '할', '수만', '있다면']"
9613,아ㅅㅂ 끝까지 봤는데 갑자기 재수 없네,1,"['아', 'ㅅㅂ', '끝', '까지', '봤는데', '갑자기', '재수', '없네']"
9614,와 ㅁㅊ놈들,1,"['와', 'ㅁㅊ', '놈', '들']"
9615,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ레드준표가 ㅈㄴ 웃겠다,0,"['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '레드', '준표', '가', 'ㅈㄴ', '웃겠다']"
9616,여윽시 도로 위 무법자 틀 여사 1벌련 놈들,1,"['여윽시', '도로', '위', '무법자', '틀', '여사', '1', '벌련', '놈', '들']"
9617,정작 본인은 논리적인 척하지만 일반화하면서 빼엑대는 전형적인 방구석히 키 손에 지방 낀 족발,1,"['정작', '본인', '은', '논리', '적', '인', '척', '하지만', '일반', '화하면서', '빼', '엑', '대는', '전형', '적', '인', '방', '구석', '히', '키', '손', '에', '지방', '낀', '족발']"
9618,와 보통 선수들의 전성기보다 30년은 족히 넘긴 선수가 세계 최고의 무대인 올림픽에서 결코 뒤쳐지지 않는 기량을 발휘하다니 ㄷㄷ,0,"['와', '보통', '선수', '들', '의', '전성기', '보다', '30년', '은', '족', '히', '넘긴', '선수', '가', '세계', '최고', '의', '무대', '인', '올림픽', '에서', '결코', '뒤', '쳐지지', '않는', '기량', '을', '발휘', '하다니', 'ㄷㄷ']"
9619,이종석 나왔던 편도 올려주세요 ㅠㅠ 진짜 재밌었는데 비밀 연애 특집이랑 181회 학교 레이스 132회였던 것 같아요,0,"['이종석', '나왔던', '편도', '올려주세요', 'ㅠㅠ', '진짜', '재밌었는데', '비밀', '연애', '특집', '이랑', '181회', '학교', '레이스', '132회', '였던', '것', '같아요']"
9620,정치 얘기만 하고 지 사리사욕만 채우는 말만 하다가 진짜 정책 얘기 하니까 힘들어 죽을려하네,0,"['정치', '얘기', '만', '하고', '지', '사리', '사욕', '만', '채우는', '말', '만', '하다가', '진짜', '정책', '얘기', '하니까', '힘들어', '죽을려', '하네']"
9621,게스트 자주 불러주세요 ㅋㅋㅋ 카이님도 그렇고 너무 재밌네여,0,"['게스트', '자주', '불러주세요', 'ㅋㅋㅋ', '카이', '님', '도', '그렇고', '너무', '재밌네여']"
9622,남의 나라 전통을 무조건 비난하진 맙시다,0,"['남', '의', '나라', '전통', '을', '무조건', '비난', '하진', '맙시', '다']"
9623,아개뿜었녜ㅋㅋㅋㅋㅋ,0,"['아개뿜었녜', 'ㅋㅋㅋㅋㅋ']"
9624,으 극 혐 극 혐 극 혐 극혐,1,"['으', '극', '혐', '극', '혐', '극', '혐', '극혐']"
9625,핸들이 조작되지 않았다면서 중앙선 넘어서 앞차를 피하네,0,"['핸들', '이', '조작', '되지', '않았다면서', '중앙', '선', '넘어서', '앞차', '를', '피하', '네']"
9626,인명피해 없길 바랍니다,0,"['인명', '피해', '없길', '바랍니다']"
9627,ㅁㅊ 크기 다 진짜 ㅋㅋㅋ,0,"['ㅁㅊ', '크기', '다', '진짜', 'ㅋㅋㅋ']"
9628,제발 살아만 있어 주라 제발 무사히 가족의 품으로 돌아가길,0,"['제발', '살아만', '있어', '주', '라', '제발', '무사히', '가족', '의', '품', '으로', '돌아가길']"
9629,손가락 발가락 머리카락 다 태워야지,1,"['손가락', '발가락', '머리카락', '다', '태워야지']"
9630,남이 억울하게 할 때마다 에 올리다 보면 인생 어찌 사나 참 아나운서까지 됐다면서 이미지 생각 같은 건 안하는 구만,-1,"['남', '이', '억울하게', '할', '때', '마다', '에', '올', '리다', '보면', '인생', '어찌', '사나', '참', '아나운서', '까지', '됐다면서', '이미지', '생각', '같은', '건', '안', '하는', '구만']"
9631,7314314 이 개년은 병신인가,1,"['7314314', '이', '개년', '은', '병신', '인가']"
9632,우리나라 남자들도 고츄 떼면 봊이 나오는 듯 노답,1,"['우리나라', '남자', '들', '도', '고츄', '떼면', '봊', '이', '나오는', '듯', '노답']"
9633,아 저 애기 짜증나 ㅈ씨 ㅂ,1,"['아', '저', '애기', '짜증나', 'ㅈ', '씨', 'ㅂ']"
9634,쿵쾅이 들아 니네가 알아야 할 게 눈코 입 윤곽 다 해도 겨우 중 타치든가 다 해도 했나 싶을 정도의 얼굴이 될 수도 있어 니네들도 알고 있어서 안하는 거 아니냐 해도 크게 변화가 없을 꺼 같으니까 그니까 남 비하할 시간에 몸매라도 가 꾸렴,1,"['쿵쾅', '이', '들아', '니', '네', '가', '알아야', '할', '게', '눈코', '입', '윤곽', '다', '해도', '겨우', '중', '타치', '든', '가', '다', '해도', '했나', '싶을', '정도', '의', '얼굴', '이', '될', '수도', '있어', '니', '네', '들', '도', '알', '고', '있어서', '안', '하는', '거', '아니냐', '해도', '크게', '변화', '가', '없을', '꺼', '같으니까', '그니까', '남', '비하', '할', '시간', '에', '몸매', '라도', '가', '꾸렴']"
9635,급발진이고 지랄이고 지 물건산다고 저기 다 주차하고 물건사오는 거 존 나역겹네,1,"['급발진', '이고', '지랄', '이고', '지', '물건', '산다', '고', '저기', '다', '주차', '하고', '물건', '사오는', '거', '존', '나', '역겹네']"
9636,와 아이스 보니 벌써 시원 한 여름이 다가온 듯해요,0,"['와', '아이스', '보니', '벌써', '시원', '한', '여름', '이', '다가온', '듯', '해요']"
9637,저런 여자는 내 자식을 잔 득 넣어줘야 정신을 차리지,1,"['저런', '여자', '는', '내', '자식', '을', '잔', '득', '넣어줘야', '정신', '을', '차리지']"
9638,을 할 때까지만 해도 과 연 도쿄 올림픽에서 잘 할 수 있을까 하는 걱정도 있었지만 터키한테 승리하고 4강에 가는 거 보고 아 역시 이런 디테일한 훈련들이 있었기에 호흡적인 면에서도 가면 갈수록 더욱 좋아지니까 온전한 저력이 나오는구나 하는 생각이 들었습니다 송이 선수 비록 허무한 마음이 많았겠지만 너무나도 고생 많으셨고 오늘 영상도 너무 좋았습니다ㅎㅎ,0,"['을', '할', '때', '까지만', '해도', '과', '연', '도쿄', '올림픽', '에서', '잘', '할', '수', '있을까', '하는', '걱정', '도', '있었지만', '터키', '한테', '승리', '하고', '4', '강', '에', '가는', '거', '보고', '아', '역시', '이런', '디테일', '한', '훈련', '들', '이', '있었기에', '호흡', '적', '인', '면', '에서도', '가면', '갈수록', '더욱', '좋아지니까', '온전', '한', '저력', '이', '나오는구나', '하는', '생각', '이', '들었습니다', '송이', '선수', '비록', '허무한', '마음', '이', '많았겠지만', '너무나도', '고생', '많으셨고', '오늘', '영상', '도', '너무', '좋았습니다', 'ㅎㅎ']"
9639,왕따하는 미 친년들 존 나 깝치네지들이 당해봐야 알지 개새끼들,1,"['왕따', '하는', '미', '친년', '들', '존', '나', '깝', '치네지', '들이', '당', '해봐야', '알', '지', '개새끼', '들']"
9640,58535535 지 자식 연관 없으니 저따구로 일 대충 하는 거 봐 여윽시 국 개 3737 의원,1,"['58535535', '지', '자식', '연관', '없으니', '저', '따구로', '일', '대충', '하는', '거', '봐', '여윽시', '국', '개', '3737', '의원']"
9641,엄마가 고립이 되었네요 결혼 후 여자가 힘들면 그걸 남편이 도와 줄 생각은 안 하고 밖으로 더 돌고 회피하고 여자 탓하죠 남자는 밖에서 일이 힘드니 결혼이 여자에게 얼마나 힘들면 이런 일이 벌어질까 이러니 결혼 안 하는 사람에게 하라고 하지 말자,0,"['엄마', '가', '고립', '이', '되었네요', '결혼', '후', '여자', '가', '힘들면', '그걸', '남편', '이', '도', '와', '줄', '생각', '은', '안', '하고', '밖', '으로', '더', '돌고', '회피', '하고', '여자', '탓', '하죠', '남자', '는', '밖', '에서', '일이', '힘드니', '결혼', '이', '여자', '에게', '얼마나', '힘들면', '이런', '일이', '벌어질까', '이러니', '결혼', '안', '하는', '사람', '에게', '하라', '고', '하지', '말', '자']"
9642,운동 노하우를 듣고 싶어서 들어왔는데 형님 몸만 구경하다 가네요 형님 말씀이 귀에 안 들어와요,0,"['운동', '노하우', '를', '듣고', '싶어서', '들어왔는데', '형님', '몸', '만', '구경', '하다', '가네요', '형님', '말씀', '이', '귀', '에', '안', '들어와요']"
9643,야휴 지구가 화가 많이 났나보다,0,"['야', '휴', '지구', '가', '화가', '많이', '났나보다']"
9644,뭐 야 이 집 얼굴 잘하네,0,"['뭐', '야', '이', '집', '얼굴', '잘', '하네']"
9645,두 번째 미친놈이네,1,"['두', '번째', '미친', '놈', '이네']"
9646,시이발 이게 나라냐 사다리가 뭔 정글 짐 마냥 생겼냐 이 상한 데 세금 처 쓰고 아오 답답해,1,"['시', '이발', '이', '게', '나라', '냐', '사다리', '가', '뭔', '정글', '짐', '마냥', '생겼냐', '이', '상한', '데', '세금', '처', '쓰고', '아오', '답답해']"
9647,페미분들 바로 조져 음암말 없네 ㅂㅅ 페미들 ㅎㅎ,1,"['페미', '분들', '바로', '조져', '음', '암', '말', '없네', 'ㅂㅅ', '페미', '들', 'ㅎㅎ']"
9648,여자라 못 믿겠다 차별이라기보다 그들이 그렇게 만들었다,1,"['여자', '라', '못', '믿겠다', '차별', '이라기', '보다', '그', '들', '이', '그렇게', '만들었다']"
9649,인스타그램으로만 뵙다가 유투브에서 보니까 넘 넘반갑 내요 얼굴뿐만 아니라 목소리까지 너무 이 쁘고 매력적이 시네 요브이로 그 자주 찍어서 올려주세용,0,"['인스타그램', '으로만', '뵙다가', '유투브', '에서', '보', '니까', '넘', '넘', '반갑', '내', '요', '얼굴', '뿐', '만', '아니라', '목소리', '까지', '너무', '이', '쁘', '고', '매력', '적', '이', '시', '네', '요', '브이', '로', '그', '자주', '찍어서', '올려주세용']"
9650,댓글들 꼬라지 봐라 ㅋㅋㅋㅋㅋ중국 내 법 무시하고 불법 저지른 판빙빙을 편들어주고 있네 머가리들 비었나ㅋㅋㅋㅋ 아무리 중국이 공산 국가에 미개한나라라고 해도 불법 저지른 년을 응원하냐,1,"['댓글', '들', '꼬', '라지', '봐라', 'ㅋㅋㅋㅋㅋ', '중국', '내', '법', '무시', '하고', '불법', '저지른', '판빙빙', '을', '편', '들어주고', '있네', '머', '가', '리', '들', '비었나', 'ㅋㅋㅋㅋ', '아무리', '중국', '이', '공산', '국가', '에', '미개한', '나라', '라고', '해도', '불법', '저지른', '년', '을', '응원', '하냐']"
9651,사람은 살렸네 사고 시 안전성은 최고인 듯,0,"['사람', '은', '살렸네', '사고', '시', '안전성', '은', '최고', '인', '듯']"
9652,근데 너무 안 움직여서 길게 미는 공 나오면 당황해서 제대로 치지도 못함 그걸 안 나오게 만드는 노련함이 있어서 많이 힘들었던 듯 해요,0,"['근데', '너무', '안', '움직', '여서', '길게', '미는', '공', '나오면', '당황', '해서', '제대로', '치지도', '못', '함', '그걸', '안', '나오게', '만드는', '노련함이', '있어서', '많이', '힘들었던', '듯', '해', '요']"
9653,대전사는 가수원중학교 최장운 이 악마 같은 새끼도 김환도 존 나 팼지 개쓰레기 같은 놈,1,"['대', '전사', '는', '가수원', '중학교', '최', '장운', '이', '악마', '같은', '새끼', '도', '김환', '도', '존', '나', '팼', '지', '개', '쓰레기', '같은', '놈']"
9654,사람이 되게 유쾌하다 ㅋㅋㅋㅋㅋㅋ 메달은 아쉬워도 웃음이 나네ㅋㅋㅋㅋ 수고하셨습니다 겁나 멋있어요,0,"['사람', '이', '되게', '유쾌하다', 'ㅋㅋㅋㅋㅋㅋ', '메달', '은', '아쉬워도', '웃음', '이', '나네', 'ㅋㅋㅋㅋ', '수고', '하셨습니다', '겁나', '멋있어요']"
9655,재밌었어요 응원합니다,0,"['재밌었어요', '응원', '합니다']"
9656,헐 언니 저도 엔프피에 요 대박 ㄱ 사랑 햐용,0,"['헐', '언니', '저', '도', '엔프피', '에', '요', '대박', 'ㄱ', '사랑', '햐용']"
9657,술 취해서 실수 한 것일 텐데 좌빨들이 또 난리구나,1,"['술', '취해', '서', '실수', '한', '것일', '텐데', '좌빨', '들', '이', '또', '난리', '구나']"
9658,구글 플레이 스토어에 ㅅ 고ㅌㅂ 검색하면 되는 거 마즘,1,"['구글', '플레이', '스토어', '에', 'ㅅ', '고', 'ㅌㅂ', '검색', '하면', '되는', '거', '마즘']"
9659,모든 선수들이 잘했기 때문에 이 길 수 있었던 거지 방송이나 기사들 보면 죄 다 김연경 김연경 김연경 혼자만 잘해서 이 긴 게 아닌데 김연경만 띄우니 보기 안 좋네요 다른 선수들도 다 잘했는데 이름 한 번 불리지도 못하고 김연경만 불려되니 참 속상 하네요,0,"['모든', '선수', '들', '이', '잘', '했기', '때문', '에', '이', '길', '수', '있었던', '거지', '방송', '이나', '기사', '들', '보면', '죄', '다', '김연경', '김연경', '김연경', '혼자', '만', '잘', '해서', '이', '긴', '게', '아닌데', '김연경', '만', '띄우니', '보기', '안', '좋네요', '다른', '선수', '들', '도', '다', '잘', '했는데', '이름', '한', '번', '불리지도', '못', '하고', '김연경', '만', '불려', '되니', '참', '속', '상', '하네요']"
9660,2분 57초 제보자가 일부러 박을 려고 했구만 양아취 새끼,1,"['2분', '57초', '제보자', '가', '일부러', '박', '을', '려고', '했구만', '양', '아취', '새끼']"
9661,개택들은 모조리 대 갈 쪼개 버려야 대,1,"['개택들', '은', '모조리', '대', '갈', '쪼개', '버려야', '대']"
9662,우와 진짜 살인 충동 느낀 다 진심,1,"['우와', '진짜', '살인', '충', '동', '느낀', '다', '진심']"
9663,근데 존 나 빠르게 오긴 하네 저렇게 쳐 밟은 새키도 문제고 둘 다 문제인 듯,1,"['근데', '존', '나', '빠르게', '오긴', '하네', '저렇게', '쳐', '밟은', '새', '키도', '문제', '고', '둘', '다', '문제', '인', '듯']"
9664,넌씨 눈 홍보할 때냐 유튜브 관리자 내려놔라,1,"['넌', '씨', '눈', '홍보', '할', '때', '냐', '유튜브', '관리자', '내려놔라']"
9665,ㅇ ㅇ 국개의원들 ㅉㅉ줴다단두대에 올려놔라ㅉ,1,"['ㅇ', 'ㅇ', '국', '개', '의원', '들', 'ㅉㅉ', '줴', '다', '단두대', '에', '올려놔라', 'ㅉ']"
9666,유령시티는 알고 있는 여도 재밌음,0,"['유령', '시티', '는', '알', '고', '있는', '여도', '재밌음']"
9667,인정합니다 진짜 기분 좋아짐,0,"['인정', '합니다', '진짜', '기분', '좋아짐']"
9668,신병 내놔,0,"['신병', '내놔']"
9669,음근 데 애도 없고 언제 이 혼기사 뜰 까나,1,"['음', '근', '데', '애도', '없고', '언제', '이', '혼', '기사', '뜰', '까나']"
9670,송중기 왜 저래 쪽 팔려서 못 보겠다 진짜 남 배우든 남돌이든 잘생겼다고 빨아주면 저꼴 나는 것 같음,1,"['송중기', '왜', '저래', '쪽', '팔려서', '못', '보겠다', '진짜', '남', '배우든', '남', '돌이', '든', '잘생겼다고', '빨아주면', '저', '꼴', '나', '는', '것', '같음']"
9671,코엑스에서 하는 것도 국가 지원이에 여,0,"['코엑스', '에서', '하는', '것', '도', '국가', '지원이', '에', '여']"
9672,그럼에도 개 돼지 유튜버들은 39이 대백 반집 근황 39 하면서 영상 찍으러 가겟지 ㅋㅋㅋㅋ,1,"['그럼에도', '개', '돼지', '유튜버들', '은', '39', '이', '대백', '반', '집', '근황', '39', '하면서', '영상', '찍으러', '가겟지', 'ㅋㅋㅋㅋ']"
