,comments,sentiment,tokens
665,별거 아니라 고 생각 전혀 안드는데 양궁에서 저런 화이팅 불가능해 왜냐면 선수들 사이에서도 조용히 하는 게 매너라고 생각하는 게 양궁이라서 대체로 조용 조용한 데 여튼 올림픽에서 이기기 위한 기함은 필요하지 안 되는 룰도 아니고,0.0,"['별거', '아니라', '고', '생각', '전혀', '안', '드는데', '양궁', '에서', '저런', '화이팅', '불가능해', '왜냐면', '선수', '들', '사이', '에서도', '조용히', '하는', '게', '매너', '라고', '생각', '하는', '게', '양궁', '이라서', '대체로', '조용', '조용한', '데', '여', '튼', '올림픽', '에서', '이', '기기', '위', '한', '기함', '은', '필요하지', '안', '되는', '룰', '도', '아니고']"
666,본능적인 인 거 ㅋㅋㅋ,0.0,"['본능', '적', '인', '인', '거', 'ㅋㅋㅋ']"
667,앞부분부터 안 봐서 몰랐는데 둘이 많이 떨긴 했구나,0.0,"['앞', '부분', '부터', '안', '봐서', '몰랐는데', '둘', '이', '많이', '떨긴', '했구나']"
668,여기서 봐도 떨리는 데,0.0,"['여기', '서', '봐도', '떨리는', '데']"
669,왤케 귀욥냐,0.0,"['왤케', '귀', '욥', '냐']"
670,저 안산선수 6대0 스코어로 장혜진 선수를 이깁니다 대단한 선수임,0.0,"['저', '안산', '선수', '6', '대', '0', '스코어', '로', '장혜진', '선수', '를', '이깁니다', '대단한', '선수', '임']"
671,확실히 학연 지연 없는 다 게 보이는 게 단체전 할 때 출신지가 다 달랐음,0.0,"['확실히', '학연', '지연', '없는', '다', '게', '보이는', '게', '단', '체전', '할', '때', '출신', '지', '가', '다', '달랐음']"
672,17살 영재 분명히 노력도 있었겠지만 부럽다,0.0,"['17', '살', '영재', '분명히', '노력', '도', '있었겠지만', '부럽다']"
673,양궁 엄청 어려워 보이는 데,0.0,"['양궁', '엄청', '어려워', '보이는', '데']"
674,제덕이 화이팅 녹음해서 알람으로 쓰구 싶어요 넘귀여워요,0.0,"['제', '덕이', '화이팅', '녹음', '해서', '알람', '으로', '쓰구', '싶어요', '넘', '귀여워요']"
675,코로나로 힘든 시기에 감사합니다,0.0,"['코로나', '로', '힘든', '시기', '에', '감사합니다']"
676,피가 뜨겁네 좋네ㅎ 화이팅,0.0,"['피', '가', '뜨겁네', '좋네', 'ㅎ', '화이팅']"
677,영재발굴단에 나왔던 영재 맞는데,0.0,"['영재', '발굴', '단', '에', '나왔던', '영재', '맞는데']"
678,우와,0.0,['우와']
679,열정맨 관상이 따로 있는 듯,0.0,"['열정', '맨', '관상', '이', '따로', '있는', '듯']"
680,와우 난 그렇게 까진 못할 듯,0.0,"['와우', '난', '그렇게', '까진', '못', '할', '듯']"
681,네덜란드 진짜 잘하긴 하더라 가슴 떨릴 정도였음 ㅠㅠ,0.0,"['네덜란드', '진짜', '잘', '하긴', '하더라', '가슴', '떨릴', '정도', '였음', 'ㅠㅠ']"
682,이번 올림픽 최고 경기였다,0.0,"['이번', '올림픽', '최고', '경기', '였다']"
683,얼굴도 귀엽고 예쁘고 탁구계의 거목이 될 듯해 홧팅,0.0,"['얼굴', '도', '귀엽고', '예쁘고', '탁구', '계', '의', '거목', '이', '될', '듯', '해', '홧팅']"
684,잘했다 잘했어 한국의 미래 장하다 ㅎㅎ,0.0,"['잘', '했다', '잘', '했어', '한국', '의', '미래', '장하다', 'ㅎㅎ']"
685,졸라 귀엽게 생겼네 ㅎㅎ 애기네 애기,0.0,"['졸라', '귀엽게', '생겼네', 'ㅎㅎ', '애기', '네', '애기']"
686,문제는 체력이네,0.0,"['문제', '는', '체력', '이네']"
687,이길 때마다 삐약 삐약하는 거 너무 귀엽다ㅠㅠㅠㅠㅠㅠㅠㅠ병아리 같아서 ㅠㅠㅠㅠ,0.0,"['이길', '때', '마다', '삐약', '삐', '약하는', '거', '너무', '귀엽다', 'ㅠㅠㅠㅠㅠㅠㅠㅠ', '병아리', '같아서', 'ㅠㅠㅠㅠ']"
688,화이팅입니다,0.0,"['화이팅', '입니다']"
689,진짜 메달 못 따더라도 좋은 경험했으면 좋겠다 화이팅,0.0,"['진짜', '메달', '못', '따더라도', '좋은', '경험', '했으면', '좋겠다', '화이팅']"
690,너무 흐믓하게 봤다 신 유빈 선수 화이팅,0.0,"['너무', '흐믓하', '게', '봤다', '신', '유빈', '선수', '화이팅']"
691,기세 싸움에서 이 겼네요,0.0,"['기세', '싸움', '에서', '이', '겼네요']"
692,32강 메달은 안 되겠네요 안타깝지만 제가 보기엔 힘들겠네요,0.0,"['32', '강', '메달', '은', '안', '되겠네요', '안타깝지만', '제', '가', '보기', '엔', '힘들겠네요']"
693,칭찬입니다,0.0,"['칭찬', '입니다']"
694,또 또 망상하는 그남,0.0,"['또', '또', '망상', '하는', '그', '남']"
695,외국 선수 메너가 부럽다 따봉 날려주네 졌는데도,0.0,"['외국', '선수', '메너', '가', '부럽다', '따', '봉', '날려주네', '졌는데도']"
696,안 그러면 활 맞을 수도 있음,0.0,"['안', '그러면', '활', '맞을', '수도', '있음']"
697,올림픽 정신이 죠 이게,0.0,"['올림픽', '정신', '이', '죠', '이', '게']"
698,파이팅하는 모습 너무 보기 좋다 ㅋㅋㅋㅋㅋ,0.0,"['파이팅', '하는', '모습', '너무', '보기', '좋다', 'ㅋㅋㅋㅋㅋ']"
699,대단해 잘해서,0.0,"['대단해', '잘', '해서']"
700,그 라면은 매운가요,0.0,"['그', '라면', '은', '매운가요']"
701,자랑스럽습니다 감사합니다,0.0,"['자랑스럽습니다', '감사합니다']"
702,둘 다 대단하다,0.0,"['둘', '다', '대단하다']"
703,정신력 대단하지요,0.0,"['정신', '력', '대단하지요']"
704,88년 대회 이후 9연 패라네요 정말 대단합니 다 우리 양궁 선수들,0.0,"['88년', '대회', '이후', '9', '연', '패', '라네', '요', '정말', '대단합니', '다', '우리', '양궁', '선수', '들']"
705,한국인의 정신력의 표본이죠,0.0,"['한국인', '의', '정신', '력', '의', '표본', '이', '죠']"
706,유빈이 멋있고 귀엽다,0.0,"['유빈', '이', '멋있고', '귀엽다']"
707,왜 사람들은 어린 사람한테 열광을 할까 그냥 숨 쉬는 것만 봐도 기 분 좋으니까,0.0,"['왜', '사람', '들', '은', '어린', '사람', '한테', '열광', '을', '할까', '그냥', '숨', '쉬는', '것', '만', '봐도', '기', '분', '좋으니까']"
708,신유빈 응원합니다,0.0,"['신', '유빈', '응원', '합니다']"
709,둘 다 긴장하는 게 진심 국제대회는 다르긴 다르다,0.0,"['둘', '다', '긴장', '하는', '게', '진심', '국제', '대회', '는', '다르긴', '다르다']"
710,너무 귀여워요 탁구치는 그 모습 아롱아롱 맴도네요 많은 발전 기 대합니다,0.0,"['너무', '귀여워요', '탁구', '치는', '그', '모습', '아롱아롱', '맴', '도', '네', '요', '많은', '발전', '기', '대합', '니', '다']"
711,신유빈 누나 사랑해요,0.0,"['신', '유빈', '누나', '사랑', '해요']"
712,아고 귀여워라,0.0,"['아', '고', '귀여워라']"
713,치코리타 화이팅,0.0,"['치코리타', '화이팅']"
714,왜 케 귀엽게 생김 ㅋㅋㅋㅋ,0.0,"['왜', '케', '귀엽게', '생김', 'ㅋㅋㅋㅋ']"
715,아 어뜨케 너무 귀여워 깨물어주고 싶당,0.0,"['아', '어뜨케', '너무', '귀여워', '깨물어주고', '싶당']"
716,커엽네,0.0,"['커엽', '네']"
717,굿 잘한 다 화이팅,0.0,"['굿', '잘한', '다', '화이팅']"
718,그냥 보면 코치하는 줄 알겠네 두 분 다 대단합니다 신 유빈 선수 꼭 금메달 따세요,0.0,"['그냥', '보면', '코치', '하는', '줄', '알겠네', '두', '분', '다', '대단합니다', '신', '유빈', '선수', '꼭', '금메달', '따세요']"
719,무한도전에 나왔을 때는 엄청 어렸는데 좋은 경기력 보여주면서 더 성장해 나갔으면 좋겠다 신 유빈 선수 화이팅,0.0,"['무한도전', '에', '나왔을', '때', '는', '엄청', '어렸는데', '좋은', '경기', '력', '보여주면서', '더', '성장해', '나갔으면', '좋겠다', '신', '유빈', '선수', '화이팅']"
720,올림픽을 위해 얼마나 열심히 준비했을까 파이팅,0.0,"['올림픽', '을', '위해', '얼마나', '열심히', '준비', '했을까', '파이팅']"
721,왜 이리 사람이 꼬였지,0.0,"['왜', '이리', '사람', '이', '꼬였지']"
722,패배를 인정하는 마음,0.0,"['패배', '를', '인정', '하는', '마음']"
723,대단합니다 한 분야에 얼마나 많은 노력을 했는지 그냥 눈빛만 봐도 알 것 같습니다 올림픽 무대에서 승리 축하합니다 대성할 듯합니다 응원합니다,0.0,"['대단합니다', '한', '분야', '에', '얼마나', '많은', '노력', '을', '했는지', '그냥', '눈빛', '만', '봐도', '알', '것', '같습니다', '올림픽', '무대', '에서', '승리', '축하', '합니다', '대성', '할', '듯', '합니다', '응원', '합니다']"
724,기합 소리 너무 깜찍해 삐약,0.0,"['기합', '소리', '너무', '깜찍해', '삐약']"
725,하압,0.0,['하압']
726,두 선수 다 멋지다,0.0,"['두', '선수', '다', '멋지다']"
727,웃참 같이 해겠습니다 끌나면 후기 알려드림,0.0,"['웃', '참', '같이', '해겠습니다', '끌나면', '후기', '알려', '드림']"
728,ㅇ호ㅓ 진짜 잘했다 쉬운 상대가 아닌데,0.0,"['ㅇ', '호', 'ㅓ', '진짜', '잘', '했다', '쉬운', '상대', '가', '아닌데']"
729,좋은 경험했네 큰 선수로 거듭나길,0.0,"['좋은', '경험', '했네', '큰', '선수', '로', '거듭', '나길']"
730,과정이 건강하니 결과도 건강하고 무더위에 건강하고 올 한 해 건강하고 좋고 좋고,0.0,"['과정', '이', '건강하니', '결과', '도', '건강하고', '무더위', '에', '건강하고', '올', '한', '해', '건강하고', '좋고', '좋고']"
731,20살 17살 ㅎ 저 어린 선수들이 그 막강한 기 보배 장혜진을 다 꺾고 올라온 선수들이야 ㅎ 나이는 상관없어 오직 실력만 있을 뿐,0.0,"['20', '살', '17', '살', 'ㅎ', '저', '어린', '선수', '들', '이', '그', '막강', '한', '기', '보배', '장혜진', '을', '다', '꺾고', '올라온', '선수', '들', '이야', 'ㅎ', '나이', '는', '상관없어', '오직', '실력', '만', '있을', '뿐']"
732,으 나라면 어땠을까 한 발 한 발이 소중한데 저 압박을 이겨낼 수 있었을까 저 어린 선수들이 대단하고 잘해줬다 박수를 보낸다 짝짝짝,0.0,"['으', '나라', '면', '어땠을까', '한', '발', '한', '발', '이', '소중한데', '저', '압박', '을', '이겨', '낼', '수', '있었을까', '저', '어린', '선수', '들', '이', '대단하고', '잘', '해줬다', '박수', '를', '보낸다', '짝짝', '짝']"
733,오구지 오 맞는 말 비유가 뼈를 때리네요ㅅ,0.0,"['오구', '지', '오', '맞는', '말', '비유', '가', '뼈', '를', '때리네요', 'ㅅ']"
734,잘 생기고 이 쁘고 실력도 좋고 완벽,0.0,"['잘', '생기', '고', '이', '쁘', '고', '실력', '도', '좋고', '완벽']"
735,그건 맞지,0.0,"['그건', '맞지']"
736,아이구 이뿐 것들,0.0,"['아이구', '이뿐', '것', '들']"
737,양궁쿵 야들 멋있다,0.0,"['양궁', '쿵', '야', '들', '멋있다']"
738,아 소름 돋아,0.0,"['아', '소름', '돋아']"
739,탁구 선수 했을 때 봤었는데 여전히 잘하네,0.0,"['탁구', '선수', '했을', '때', '봤었는데', '여전히', '잘', '하네']"
740,우리 선조들이 활쏠 때도 저랬 음,0.0,"['우리', '선조', '들', '이', '활쏠', '때', '도', '저랬', '음']"
741,올림픽 출전만을 위해 그동안 활을 쐈을 텐데 첫 출전이니 떨릴 만도 하죠,0.0,"['올림픽', '출전', '만을', '위해', '그동안', '활', '을', '쐈을', '텐데', '첫', '출전', '이니', '떨릴', '만도', '하죠']"
742,이런 애들은 남자들한테도 배척 받음ㅋㅋ,0.0,"['이런', '애', '들', '은', '남자', '들', '한테', '도', '배척', '받음', 'ㅋㅋ']"
743,진짜 피부 너무 말랑말랑할 것 같고 너무 귀여워서 생방으로 탁구 봤음ㅜㅜ 졸귀,0.0,"['진짜', '피부', '너무', '말랑말랑할', '것', '같고', '너무', '귀여워서', '생방', '으로', '탁구', '봤음', 'ㅜㅜ', '졸귀']"
744,저런 거 다 인종차별임,0.0,"['저런', '거', '다', '인종차별', '임']"
745,깜직,0.0,['깜직']
746,나이도 많은데 반사 신경이 대단하네요,0.0,"['나이', '도', '많은데', '반사', '신경', '이', '대단하네요']"
747,나이는 어쩔 수 없군요 체력,0.0,"['나이', '는', '어쩔', '수', '없군요', '체력']"
748,유빈이 국민 귀염이로 등극하겠다 ㅎ ㅎ,0.0,"['유빈', '이', '국민', '귀염이', '로', '등', '극', '하겠다', 'ㅎ', 'ㅎ']"
749,룩셈부르크임,0.0,"['룩셈부르크', '임']"
750,주몽의 후손들 아닙니까 ㅎㅎ,0.0,"['주몽', '의', '후손', '들', '아닙니까', 'ㅎㅎ']"
751,볼 때마다 넘웃겨서 숨 넘어갈 것 같다,0.0,"['볼', '때', '마다', '넘', '웃겨서', '숨', '넘어갈', '것', '같다']"
752,아씨 보다 울었다 ㅋㅋ,0.0,"['아씨', '보다', '울었다', 'ㅋㅋ']"
753,고생했어요,0.0,"['고생', '했어요']"
754,토끼가 사람 된 거 같네ㅋㅋ 짱귀엽 네ㅋㅋ소리지르는 것도 그렇고 잘해서 우승해 보잣 화이팅,0.0,"['토끼', '가', '사람', '된', '거', '같네', 'ㅋㅋ', '짱', '귀엽', '네', 'ㅋㅋ', '소리', '지르는', '것', '도', '그렇고', '잘', '해서', '우승해', '보잣', '화이팅']"
755,끝까지 열심히 하시는 모습 보는데 왤케 뭉클하냐 ㅠㅠ 정말 멋있어요 ㅠㅠ,0.0,"['끝', '까지', '열심히', '하시는', '모습', '보는데', '왤케', '뭉클하냐', 'ㅠㅠ', '정말', '멋있어요', 'ㅠㅠ']"
756,장래가 보이는 거 같은데 자네 탁구해 볼 생각 없나,0.0,"['장래', '가', '보이는', '거', '같은데', '자네', '탁구', '해', '볼', '생각', '없나']"
757,삐앾,0.0,['삐앾']
758,룩셈부르크 선수 대단하다고 느꼈음,0.0,"['룩셈부르크', '선수', '대단하다고', '느꼈음']"
759,유빈이 너무 귀여워 세계 랭킹 의 미 없어 할 수 있다,0.0,"['유빈', '이', '너무', '귀여워', '세계', '랭킹', '의', '미', '없어', '할', '수', '있다']"
760,신유빈 선수 진짜 아이돌처럼 귀엽고 앳되 보이는데 탁구선수로서의 눈빛과 기량 만큼은 괜히 국대가 아니구나 할 정도로 대단합니다 어려운 경기 까다로운 상대를 맞아 승리를 축하하고 좋은 성적 있기를 기원합니다,0.0,"['신', '유빈', '선수', '진짜', '아이돌', '처럼', '귀엽고', '앳되', '보이는데', '탁구선수', '로서', '의', '눈빛', '과', '기량', '만큼은', '괜히', '국', '대가', '아니구나', '할', '정도', '로', '대단합니다', '어려운', '경기', '까다로운', '상대', '를', '맞아', '승리', '를', '축하', '하고', '좋은', '성적', '있기를', '기원', '합니다']"
761,뿌까 느낌 있는 듯 ㅎㅎ 귀엽네요,0.0,"['뿌까', '느낌', '있는', '듯', 'ㅎㅎ', '귀엽네요']"
762,오렌지카라멜이 생각나네요,0.0,"['오렌지카라멜', '이', '생각나네요']"
763,애긔네요 애긔 기특하고 기여 워라 애긔야 화이팅,0.0,"['애긔네', '요', '애긔', '기특하고', '기여', '워', '라', '애긔', '야', '화이팅']"
764,너무 귀엽구 예쁨,0.0,"['너무', '귀엽구', '예쁨']"
765,앞으로 유빈이니가 국민 조카 다,0.0,"['앞', '으로', '유빈', '이니', '가', '국민', '조카', '다']"
766,아직 애긴 데 정말 대단합니다 저런 노장을 상대로 신유빈 선수 앞으로 무궁무진한 미래가 기대됩니다,0.0,"['아직', '애', '긴', '데', '정말', '대단합니다', '저런', '노장', '을', '상대로', '신', '유빈', '선수', '앞', '으로', '무궁무진', '한', '미래', '가', '기대', '됩니다']"
767,할머니랑 손녀의 대결 뭔가 짠했다,0.0,"['할머니', '랑', '손녀', '의', '대결', '뭔가', '짠했다']"
768,정말 잘했다,0.0,"['정말', '잘', '했다']"
769,명경기,0.0,"['명', '경기']"
770,어린 선수가 세트 스코어 지 고 있으면서 맨 탈 잡기 힘들었을 텐데 대단하다 남은 경기도 최선을 다 해주세용,0.0,"['어린', '선수', '가', '세트', '스코어', '지', '고', '있으면서', '맨', '탈', '잡기', '힘들었을', '텐데', '대단하다', '남은', '경기도', '최선', '을', '다', '해주세용']"
771,멘탈 관리 잘하는 듯 멋지다,0.0,"['멘탈', '관리', '잘', '하는', '듯', '멋지다']"
772,여기서 졌으면 탈락인가요,0.0,"['여기', '서', '졌으면', '탈락', '인가요']"
773,신유빈 화이팅,0.0,"['신', '유빈', '화이팅']"
774,신유빈 잘한다 꼭 금메달 따세요,0.0,"['신', '유빈', '잘', '한다', '꼭', '금메달', '따세요']"
775,뺘악,0.0,['뺘악']
776,이 아이가 바로 그 먼 옛날에 한 자릿대 나이로 탁구 신동으로 스타킹 나온,0.0,"['이', '아이', '가', '바로', '그', '먼', '옛날', '에', '한', '자릿대', '나이', '로', '탁구', '신동', '으로', '스타킹', '나온']"
777,잘했다,0.0,"['잘', '했다']"
778,희망 있다 대한민국,0.0,"['희망', '있다', '대한민국']"
779,귀염 뽀짝,0.0,"['귀염', '뽀짝']"
780,똘망똘망 깜찍깜찍 귀여워,0.0,"['똘망똘망', '깜찍깜찍', '귀여워']"
781,뒤에 코치님 의욕 없어 보이심 더워서 그러신 가,0.0,"['뒤', '에', '코치', '님', '의욕', '없어', '보이', '심', '더워서', '그', '러신', '가']"
782,꺄,0.0,['꺄']
783,유빈아 나랑 결혼하자,0.0,"['유빈', '아', '나', '랑', '결혼', '하자']"
784,와 ㄹㅇ 멘탈 싸움 오진당 얼마나 떨릴까 ㅠㅠ,0.0,"['와', 'ㄹㅇ', '멘탈', '싸움', '오진', '당', '얼마나', '떨릴까', 'ㅠㅠ']"
785,귀여워 죽 것 네 ㅋㅋ 아직 어리니 부담주지 말자 8강만 가도 성공이 다 스타 탄생 예고,0.0,"['귀여워', '죽', '것', '네', 'ㅋㅋ', '아직', '어리니', '부담', '주지', '말', '자', '8', '강', '만', '가도', '성공', '이', '다', '스타', '탄생', '예고']"
786,애기 왤 케 귀엽냐,0.0,"['애기', '왤', '케', '귀엽냐']"
787,엌ㅋㅋㅋㅋ 개기여워 ㅋㅋㅋㅋㅋ,0.0,"['엌', 'ㅋㅋㅋㅋ', '개기여', '워', 'ㅋㅋㅋㅋㅋ']"
788,명승부 명 경기 한순간 한순간 모든 것을 불 사르는 진짜 스포츠,0.0,"['명', '승부', '명', '경기', '한순간', '한순간', '모든', '것', '을', '불', '사르는', '진짜', '스포츠']"
789,우리나라 탁구계의 미래가 밝구나,0.0,"['우리나라', '탁구', '계', '의', '미래', '가', '밝구나']"
790,새로운 국민동생 탄생,0.0,"['새로운', '국민', '동생', '탄생']"
791,장면이 뭔가 찡 하네,0.0,"['장면', '이', '뭔가', '찡', '하네']"
792,진짜 상대 분 정말 대단하시다 존경합니다 신 유빈 선수 화이팅,0.0,"['진짜', '상대', '분', '정말', '대단하시다', '존경', '합니다', '신', '유빈', '선수', '화이팅']"
793,기특하죠 신 유빈 파이팅,0.0,"['기특하죠', '신', '유빈', '파이팅']"
794,헬로키티 닮았다,0.0,"['헬로키티', '닮았다']"
795,항상 응원합니다,0.0,"['항상', '응원', '합니다']"
796,겁나 귀엽네,0.0,"['겁나', '귀엽네']"
797,훌륭합니다,0.0,['훌륭합니다']
798,이쁘고 귀엽고 열심히 해서 메달 따기를 응원합니다 그런데 빠른 공을 받지를 못하는 점이 걱정이 됩니다,0.0,"['이쁘고', '귀엽고', '열심히', '해서', '메달', '따기를', '응원', '합니다', '그런데', '빠른', '공', '을', '받지를', '못', '하는', '점', '이', '걱정', '이', '됩니다']"
799,귀여워,0.0,['귀여워']
800,무한도전 나왓던 그 어린 인가 헐 ㅋ,0.0,"['무한도전', '나왓던', '그', '어린', '인가', '헐', 'ㅋ']"
801,절대 아닐 걸,0.0,"['절대', '아닐', '걸']"
802,잘생겼 따아아,0.0,"['잘생겼', '따아아']"
803,한국인 있나,0.0,"['한국인', '있나']"
804,이야 이 거 내가 참여할 수 있을려나,0.0,"['이야', '이', '거', '내', '가', '참여', '할', '수', '있을려나']"
805,내가 저렇게 입으면 동네 아저씨 되는 데,0.0,"['내', '가', '저렇게', '입으면', '동네', '아저씨', '되는', '데']"
806,많관부,0.0,"['많', '관부']"
807,오빠들 사랑해여,0.0,"['오빠', '들', '사랑', '해여']"
808,나는 당신을 사랑하고 당신의 경력에서 성공을 기원합니다,0.0,"['나', '는', '당신', '을', '사랑', '하고', '당신', '의', '경력', '에서', '성공', '을', '기원', '합니다']"
809,이 노래 넘 좋아,0.0,"['이', '노래', '넘', '좋아']"
810,안산이 안산에 안산다,0.0,"['안산', '이', '안산', '에', '안', '산다']"
811,네덜란드 여자 선수 잘 쏜다,0.0,"['네덜란드', '여자', '선수', '잘', '쏜다']"
812,우리 선수들 너무 멋 있었어요 대만 선수들도 너무 멋있구 너무 잘하셨어요 더 운 날씨에 모든 선수분들 힘내세요 화이팅,0.0,"['우리', '선수', '들', '너무', '멋', '있었어요', '대만', '선수', '들', '도', '너무', '멋있구', '너무', '잘', '하셨어요', '더', '운', '날씨', '에', '모든', '선수', '분들', '힘내세요', '화이팅']"
813,잘했다 수고했다,0.0,"['잘', '했다', '수고', '했다']"
814,코레아파이테,0.0,"['코레아', '파이테']"
815,개인적으로 김재덕 뒤에 쏘는 사람 웃겨서 집 중 어려울 듯 ㅎㅎ 심각해서 더 웃음나옴,0.0,"['개인', '적', '으로', '김재덕', '뒤', '에', '쏘는', '사람', '웃겨서', '집', '중', '어려울', '듯', 'ㅎㅎ', '심각해서', '더', '웃음', '나옴']"
816,와 저게 보이네 ㅋㅋㅋㅋ 침착하지 못했네,0.0,"['와', '저', '게', '보이', '네', 'ㅋㅋㅋㅋ', '침착하지', '못', '했네']"
817,계속 소리 지르는 거 아기 맹수 같다 겁나 귀엽 네ㅋㅋㅋㅋ 우리 선수들 자랑스럽다 그리고 둘 다 넘 귀엽게 생김,0.0,"['계속', '소리', '지르는', '거', '아기', '맹수', '같다', '겁나', '귀엽', '네', 'ㅋㅋㅋㅋ', '우리', '선수', '들', '자랑스럽다', '그리고', '둘', '다', '넘', '귀엽게', '생김']"
818,안산 선수님 내가 하다 하다 국가대표를 사랑할 줄 몰랐어요,0.0,"['안산', '선수', '님', '내', '가', '하다', '하다', '국가대표', '를', '사랑', '할', '줄', '몰랐어요']"
819,금메달도 좋지만 올림픽을 위해 최선을 다한 선수들도 존경합니다,0.0,"['금메달', '도', '좋지만', '올림픽', '을', '위해', '최선', '을', '다한', '선수', '들', '도', '존경', '합니다']"
820,없음,0.0,['없음']
821,이거 뭐 나이 제한 있음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,"['이', '거', '뭐', '나이', '제한', '있음', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
822,저 선수만 보지 말고 모든 경기 봐 보면 그렇게 이상한 것 같진 않던데 제가 이상한가욤,0.0,"['저', '선수', '만', '보지', '말고', '모든', '경기', '봐', '보면', '그렇게', '이상한', '것', '같진', '않던데', '제', '가', '이상한가', '욤']"
823,개인적인 생각이에요,0.0,"['개인', '적', '인', '생각', '이에요']"
824,이쁘고 공도 잘 치고 최고 유빈 선수,0.0,"['이쁘고', '공도', '잘', '치고', '최고', '유빈', '선수']"
825,열심히 뛰는 모습 너무 멋있어요 남은 경기도 화이팅 하세요,0.0,"['열심히', '뛰는', '모습', '너무', '멋있어요', '남은', '경기도', '화이팅', '하세요']"
826,무한도전에 봤는데 이렇게 커서 올림픽에 나오다니 대단합니 다 막상막하 경기 보면서 숨 넘어갈 뻔했 남은 경기도 응원할게요,0.0,"['무한도전', '에', '봤는데', '이렇게', '커서', '올림픽', '에', '나오다니', '대단합니', '다', '막상막하', '경기', '보면서', '숨', '넘어갈', '뻔했', '남은', '경기도', '응원', '할게요']"
827,울엄마 원래 올림픽 한다고 재미없다고 하더니 어느새 같이 보다가 과몰입 함 ㅋㅋㅋㅋㅋㅋ너무 기특하고 귀여워서 그런가 봄ㅋㅋㅋㅋㅋㅋㅋ,0.0,"['울', '엄마', '원래', '올림픽', '한다고', '재미없다고', '하더니', '어느새', '같이', '보다가', '과', '몰입', '함', 'ㅋㅋㅋㅋㅋㅋ', '너무', '기특하고', '귀여워서', '그', '런가', '봄', 'ㅋㅋㅋㅋㅋㅋㅋ']"
828,넘귀여버 ㅋㅋ,0.0,"['넘귀여버', 'ㅋㅋ']"
829,리시브가 더 ㄷㄷ인데,0.0,"['리시브', '가', '더', 'ㄷㄷ', '인데']"
830,혹시 경기 뛰다가 트림 올라온 적 있지 않을까요 ㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,"['혹시', '경기', '뛰다가', '트림', '올라온', '적', '있지', '않을까요', 'ㅋㅋㅋㅋㅋㅋㅋㅋ']"
831,콜라가 원래 당뇨나 저혈압 급효약임,0.0,"['콜라', '가', '원래', '당뇨', '나', '저혈압', '급효', '약', '임']"
832,저 나 이면 당 떨어지면 안됨 보충해줘야 됨,0.0,"['저', '나', '이면', '당', '떨어지면', '안됨', '보충', '해줘야', '됨']"
833,올림픽 끝나고 연예계에서 서로 모시것 네 유 3세트 보고 진 줄 알고 양궁 틀었다가 다시 돌렸는데 금방 끝나 있었다 당근 진 줄 알았는데 이 기다니 역시 탁 구천재군 요하면서 상대의 구질을 파악하다니,0.0,"['올림픽', '끝나고', '연예계', '에서', '서로', '모시것', '네', '유', '3', '세트', '보고', '진', '줄', '알', '고', '양궁', '틀었다가', '다시', '돌렸는데', '금방', '끝나', '있었다', '당근', '진', '줄', '알았는데', '이', '기다니', '역시', '탁', '구', '천재', '군', '요', '하면서', '상대', '의', '구질', '을', '파악', '하다니']"
834,제덕아 수고했다 군 면제 부럽다,0.0,"['제', '덕', '아', '수고', '했다', '군', '면제', '부럽다']"
835,정말 대단해 용 금메달 따 신거 정말 대단하고 멋지십니다 최고에 요,0.0,"['정말', '대단해', '용', '금메달', '따', '신거', '정말', '대단하고', '멋지십니다', '최고', '에', '요']"
836,진짜 ㅈㄴ 멋있다,0.0,"['진짜', 'ㅈㄴ', '멋있다']"
837,역시 활의 후예들 진짜 ㅋㅋㅋㅋㅋㅇㅈ 함 수고하셨습니다,0.0,"['역시', '활', '의', '후예', '들', '진짜', 'ㅋㅋㅋㅋㅋㅇㅈ', '함', '수고', '하셨습니다']"
838,안산 선수 매력적이네요,0.0,"['안산', '선수', '매력', '적이네요']"
839,이번에 처음 생긴 거,0.0,"['이번', '에', '처음', '생긴', '거']"
840,파라 옷은 예쁘네,0.0,"['파라', '옷', '은', '예쁘네']"
841,아무리 그래도 보호장비도 없이 어린이들을,0.0,"['아무리', '그래도', '보호', '장', '비도', '없이', '어린이', '들', '을']"
842,쏘리,0.0,['쏘리']
843,대명사 없으니 나 보고 말한 줄 알았잖아요,0.0,"['대명사', '없으니', '나', '보고', '말', '한', '줄', '알았잖아요']"
844,꼬리아 화이팅,0.0,"['꼬리', '아', '화이팅']"
845,하 소름돋아,0.0,"['하', '소름', '돋아']"
846,코리아 퐈이팅,0.0,"['코리아', '퐈이팅']"
