,comments,sentiment,tokens
2638,진짜 개콘이 왜 폐지됐는지 알겠다,0.0,"['진짜', '개콘', '이', '왜', '폐지', '됐는지', '알겠다']"
2639,그렇게 열심히 빼액대던 여성들이 정작 위안부 기부금 도둑질하고 아몰랑하고 있지 ㅋㄱㅋ,0.0,"['그렇게', '열심히', '빼액', '대던', '여성', '들', '이', '정작', '위안부', '기', '부금', '도둑질', '하고', '아', '몰랑하고', '있지', 'ㅋㄱㅋ']"
2640,그저 어디 가서 정치질이나 더하려고,0.0,"['그저', '어디', '가서', '정치', '질', '이나', '더하려고']"
2641,벤쿠버에 살고 있는데 가끔 들리는 한국 소식이 가슴 아픔니다 그라지 마세요들,0.0,"['벤쿠버', '에', '살', '고', '있는데', '가끔', '들리는', '한국', '소식', '이', '가슴', '아픔니다', '그', '라지', '마세요', '들']"
2642,토론회를 하랬더니 광고를 하고 있다 문제에 관심을 가지고 해결 방안을 내놓으라니까 잡설만 내놓고 바로 사라졌다 어느 것이든 자기 할 말만 하고 가는 사람은 사회에서 외톨이가 되기 마련이 다 좌석 수 왜 180석인지 생각해봐라,0.0,"['토론회', '를', '하랬더', '니', '광고', '를', '하고', '있다', '문제', '에', '관심', '을', '가지', '고', '해결', '방안', '을', '내놓으라니까', '잡설', '만', '내놓고', '바로', '사라졌다', '어느', '것', '이든', '자기', '할', '말', '만', '하고', '가는', '사람', '은', '사회', '에서', '외톨이', '가', '되기', '마련', '이', '다', '좌석', '수', '왜', '180', '석', '인지', '생각', '해봐라']"
2643,저딴개 국회의원이 라니 학부모들이 해도 저것 보단 잘한다지들 돈줄만 챙기는 것들 ㅉㅉ,0.0,"['저딴', '개', '국회의원', '이', '라니', '학부모', '들', '이', '해도', '저', '것', '보단', '잘', '한', '다지', '들', '돈줄', '만', '챙기는', '것', '들', 'ㅉㅉ']"
2644,ㅋㅋㅋ 저분들 문재인 지지자 분들임,0.0,"['ㅋㅋㅋ', '저', '분들', '문재인', '지지자', '분', '들임']"
2645,매국당의 이런 매국행 패 관련 자료 많이 많이 올려 주세요,0.0,"['매국', '당', '의', '이런', '매국', '행', '패', '관련', '자료', '많이', '많이', '올려', '주세요']"
2646,그거 유민상 때문인데 ㅋㅋㅋㅋ 좌파개그맨 ㅋ,0.0,"['그거', '유민상', '때문', '인데', 'ㅋㅋㅋㅋ', '좌파', '개그맨', 'ㅋ']"
2647,안들을 꺼면 왜 오는 거지 예나 지금이나 똑같두먼,0.0,"['안', '들', '을', '꺼면', '왜', '오는', '거지', '예나', '지금', '이나', '똑같두', '먼']"
2648,3달 된 사고를 지금 엠빅이 올린 다이건 운전자가 언론 플레이 하려는 거임 이 거 사고 블랙박스 풀 영상인데 들어가서 댓글 보셈 운전자가 실수한 거임 김여사가 중립놨다가 엑셀을 브레이크로 착각하고 엑셀 밟고 로 바꿔서 차가 달린 거임 ㅋㅋ,0.0,"['3', '달', '된', '사고', '를', '지금', '엠빅', '이', '올린', '다', '이건', '운전자', '가', '언론', '플레이', '하려는', '거임', '이', '거', '사고', '블랙박스', '풀', '영상', '인데', '들어가서', '댓글', '보셈', '운전자', '가', '실수', '한', '거임', '김여사', '가', '중립', '놨', '다가', '엑셀', '을', '브레이크', '로', '착각', '하고', '엑셀', '밟고', '로', '바꿔서', '차가', '달린', '거임', 'ㅋㅋ']"
2649,수동 타는 데 현기차 고 수입차고 쌍용차 고 급발진 사고가 일어 나네요 너무 무섭다 이럴 때 수동 짱짱맨,0.0,"['수동', '타는', '데', '현', '기차', '고', '수입', '차고', '쌍용차', '고', '급발진', '사고', '가', '일어', '나네요', '너무', '무섭다', '이럴', '때', '수동', '짱짱맨']"
2650,그래도 현기 만 할까,0.0,"['그래도', '현기', '만', '할까']"
2651,저기 우리 동넨데,0.0,"['저기', '우리', '동넨데']"
2652,자동 회피로 트럭은 피한 거 아닌가,0.0,"['자동', '회피', '로', '트럭', '은', '피', '한', '거', '아닌가']"
2653,운전 실력 굳 국기 게양대 파워 클라스 인정,0.0,"['운전', '실력', '굳', '국기', '게양', '대', '파워', '클라스', '인정']"
2654,주차부터 멋지게 하셨네요,0.0,"['주차', '부터', '멋지게', '하셨네요']"
2655,볼보운전자보다 제가 운전 경력 삼십년 가까이 됩니다그동안 대우차 현대차 쉐보레 차 중형급 신차만 뽑아서 운전해본 결과 외제차는 무조건 걸러야 된다고 봅니다 사고 시 부품비 인건비가 타 국산차에 비해 비쌉니다 물론 잘 들 아시겠지만 국산차는 해외 수출용보다 헉소리 나오게 국민들 뒷북치게 만드시는 거 알거에요 그래도 국내 브랜드 차량이 써비스 쎈타도 많고 부품 준비돼 있고 외제차보다 추천 드립니 다,0.0,"['볼보', '운전자', '보다', '제', '가', '운전', '경력', '삼', '십년', '가까이', '됩니다', '그동안', '대우', '차', '현대차', '쉐보레', '차', '중형', '급', '신차', '만', '뽑아서', '운전', '해본', '결과', '외제차', '는', '무조건', '걸러', '야', '된다고', '봅니다', '사고', '시', '부품', '비', '인건비', '가', '타', '국산', '차', '에', '비해', '비쌉니다', '물론', '잘', '들', '아시겠지만', '국산', '차는', '해외', '수출', '용', '보다', '헉', '소리', '나오게', '국민', '들', '뒷북', '치', '게', '만드시는', '거', '알거에요', '그래도', '국내', '브랜드', '차량', '이', '써비스', '쎈', '타도', '많고', '부품', '준비', '돼', '있고', '외제차', '보다', '추천', '드립니', '다']"
2656,아꼬시다ㅋㅋㅋㅋㅋㅋ,0.0,"['아꼬시', '다', 'ㅋㅋㅋㅋㅋㅋ']"
2657,아니 ㅋㅋ 브레이크 등 왜 안 들어오냐고 아 ㅋㅋ,0.0,"['아니', 'ㅋㅋ', '브레이크', '등', '왜', '안', '들어오냐고', '아', 'ㅋㅋ']"
2658,옛날이 좋았음,0.0,"['옛날', '이', '좋았음']"
2659,자사고 이야기 하라고 대통령 욕은 님들 직장 가서 하시고요,0.0,"['자사고', '이야기', '하라', '고', '대통령', '욕', '은', '님들', '직장', '가서', '하시고요']"
2660,진짜 저런 거 보면 나는 남잔 데 엄마하고 싶다,0.0,"['진짜', '저런', '거', '보면', '나', '는', '남잔', '데', '엄마', '하고', '싶다']"
2661,이 글은 2020년 7월 확 바뀌게 됩니다,0.0,"['이', '글', '은', '2020년', '7월', '확', '바뀌게', '됩니다']"
2662,흠 맞는 말이기도 한데 저런 식으로 하는 건 사람 대 사람으로써의 기 본적인 예의에 어긋나는 행동 아닌가 생각이 드네요,0.0,"['흠', '맞는', '말', '이기도', '한데', '저런', '식', '으로', '하는', '건', '사람', '대', '사람', '으로써', '의', '기', '본적', '인', '예의', '에', '어긋나는', '행동', '아닌가', '생각', '이', '드네', '요']"
2663,과연 민주당 의원이 갔어도 똑같은 상황이 벌어졌을까 벌어졌다,0.0,"['과연', '민주당', '의원', '이', '갔어도', '똑같은', '상황', '이', '벌어졌을까', '벌어졌다']"
2664,예의가 없는 게 아닌가 저기 왜 간 거지 대체,0.0,"['예의', '가', '없는', '게', '아닌가', '저기', '왜', '간', '거지', '대체']"
2665,외국 엄마 부대들도 우리나라 엄마부대에는 못 비빌 듯 ㅋㅋㄹㅋㄹㅋㄹㅋㄹㅋㄹㄹㅋ,0.0,"['외국', '엄마', '부대', '들', '도', '우리나라', '엄마', '부대', '에는', '못', '비빌', '듯', 'ㅋㅋㄹㅋㄹㅋㄹㅋㄹㅋㄹㄹㅋ']"
2666,저 인간들은 저럴 꺼면 저 자리엔 왜 간 거야 민주당 깔만한 꺼리 생겼다고 좋다고 쫓아갔더니 분위기가 이게 아니네 하면서 돌아온 거야 선거 참패하고도 아직 정신 못 차리는 인간들,0.0,"['저', '인간', '들', '은', '저럴', '꺼면', '저', '자리', '엔', '왜', '간', '거야', '민주당', '깔만', '한', '꺼리', '생겼다고', '좋다고', '쫓아갔더니', '분위기', '가', '이', '게', '아니네', '하면서', '돌아온', '거야', '선거', '참패', '하고도', '아직', '정신', '못', '차리는', '인간', '들']"
2667,이걸 본 초딩과 급식들은 아 자유한국당은 나쁜 거구나 이렇게 선동당하려나 오늘도 이만희의 승리,0.0,"['이', '걸', '본', '초딩', '과', '급식', '들', '은', '아', '자유', '한국', '당', '은', '나쁜', '거구', '나', '이렇게', '선동', '당하려나', '오늘', '도', '이만', '희의', '승리']"
2668,지지받는 법을 모르나,0.0,"['지지', '받는', '법', '을', '모르나']"
2669,요즘 국회의원들이랑 중학생이랑 토론 떠도 중학생이 이 길듯 ㄹㅇㅋㅋ,0.0,"['요즘', '국회의원', '들', '이랑', '중학생', '이랑', '토론', '떠도', '중학생', '이', '이', '길듯', 'ㄹㅇㅋㅋ']"
2670,이랬으니까 총선에서 망했지 일 좀 해라,0.0,"['이랬으니까', '총선', '에서', '망했지', '일', '좀', '해', '라']"
2671,아니요 하지 말고 그냥 나가요 말귀를 알아들어야 안 하던 말던 하지,0.0,"['아니요', '하지', '말고', '그냥', '나가요', '말귀', '를', '알', '아들', '어', '야', '안', '하던', '말던', '하지']"
2672,헌팅 당하겠구만 무슨 ㅋㅋ,0.0,"['헌팅', '당하겠구만', '무슨', 'ㅋㅋ']"
2673,정치는 국회가 서 하라면서 팜 플렛 들고 있는 거 보소 ㅋㅋㅋㅋㅋㅋ학부모 맞긴 하냐 가만 보면 목소리 먼저 내는 사람이 정해져 있네,0.0,"['정치', '는', '국회', '가', '서', '하라', '면서', '팜', '플렛', '들고', '있는', '거', '보소', 'ㅋㅋㅋㅋㅋㅋ', '학부모', '맞긴', '하냐', '가만', '보면', '목소리', '먼저', '내는', '사람', '이', '정해져', '있네']"
2674,민주당이라고 다 잘하는 건 아니지만 최소한 미래 통합당보단 낫다,0.0,"['민주당', '이라고', '다', '잘', '하는', '건', '아니지만', '최소한', '미래', '통합', '당', '보단', '낫다']"
2675,ㅋㅋ 사이다,0.0,"['ㅋㅋ', '사이다']"
2676,나는 진짜 성향이 진보보다 보수가 더 진 한데 우리나라 보수라고 하는 양반들이 지들 명예만 신경 쓰지 에 휴,0.0,"['나', '는', '진짜', '성향', '이', '진보', '보다', '보수', '가', '더', '진', '한데', '우리나라', '보수', '라고', '하는', '양반', '들', '이', '지', '들', '명예', '만', '신경', '쓰지', '에', '휴']"
2677,가 정치해도 저것들보다는 잘하겠다,0.0,"['가', '정치', '해도', '저', '것', '들', '보다는', '잘', '하겠다']"
2678,솔직히 말해서 문제인 정부가 문제가 없다고 보진 않는다 문제는 자유한국당이 더 문제가 많다는 거 솔직히 정신 좀 차리면 뽑아줄 것 같기도 한데,0.0,"['솔직히', '말', '해서', '문제', '인', '정부', '가', '문제', '가', '없다고', '보진', '않는다', '문제', '는', '자유', '한국', '당', '이', '더', '문제', '가', '많다는', '거', '솔직히', '정신', '좀', '차리면', '뽑아줄', '것', '같기도', '한데']"
2679,ㅋㅋㅋㅋㅋ 이러니 2020 총선 때 100석 됬지 ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋ,0.0,"['ㅋㅋㅋㅋㅋ', '이러니', '2020', '총선', '때', '100', '석', '됬지', 'ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋ']"
2680,이 거 그거 같다 그 분노의 질주 더 익스트림에서 샤를리즈 테론 사이퍼 이 좀비 타임 하면서 전부 다 폐차 만들어 놓은 거,0.0,"['이', '거', '그거', '같다', '그', '분노', '의', '질주', '더', '익스트림', '에서', '샤를', '리즈', '테론', '사이퍼', '이', '좀비', '타임', '하면서', '전부', '다', '폐차', '만들어', '놓은', '거']"
2681,영상 본거 맞음 말을 아예 들을 생각도 안하니까 그냥 도 중에 간 거지 저게 어 케 자기 말만 하고 나간 거로 보여 토론하는데 상대가 아예 처음부터 듣지를 않는데 토론이 됨 30분 동안 시작을 안한 게 아니라 처음부터 시작을 못하게 한 거잖아 ㅋㅋ 차마 싸울 순 없으니까 나간 거지 만약 저기서 의원 중 한 명이 왜 말을 계속 안 듣고 자기 얘기만 계속 하세요 이러면서 싸우면  백퍼 또 그거가지고 빼액거릴 테니까 도 중에 나가는 게 정답이 지 대화를 안하려고 해서 중간에 나가니까 또 나간 거로 걸 고 넘어지는 거임 말도 못 꺼내게 해서 나간 거지 저게 자기 말만 한 거로 보임 ㅋㅋㅋ 의원이 무슨 말 했는데 좀 알려주라 저 영상에서 학부모 소리 지르는 거 말고 의원이 뭔 말을 했는지 난 잘 모르겠는데,0.0,"['영상', '본거', '맞음', '말', '을', '아예', '들을', '생각', '도', '안', '하니까', '그냥', '도', '중', '에', '간', '거지', '저', '게', '어', '케', '자기', '말', '만', '하고', '나간', '거', '로', '보여', '토론', '하는데', '상대', '가', '아예', '처음', '부터', '듣지를', '않는데', '토론', '이', '됨', '30분', '동안', '시작', '을', '안', '한', '게', '아니라', '처음', '부터', '시작', '을', '못', '하게', '한', '거', '잖아', 'ㅋㅋ', '차마', '싸울', '순', '없으니까', '나간', '거지', '만약', '저기', '서', '의원', '중', '한', '명', '이', '왜', '말', '을', '계속', '안', '듣고', '자기', '얘기', '만', '계속', '하세요', '이러면서', '싸우면', '백퍼', '또', '그거', '가지', '고', '빼액거릴', '테', '니까', '도', '중', '에', '나가는', '게', '정답', '이', '지', '대화', '를', '안', '하려고', '해서', '중간', '에', '나가니까', '또', '나간', '거', '로', '걸', '고', '넘어지는', '거임', '말', '도', '못', '꺼내게', '해서', '나간', '거지', '저', '게', '자기', '말', '만', '한', '거', '로', '보임', 'ㅋㅋㅋ', '의원', '이', '무슨', '말', '했는데', '좀', '알려주라', '저', '영상', '에서', '학부모', '소리', '지르는', '거', '말고', '의원', '이', '뭔', '말', '을', '했는지', '난', '잘', '모르겠는데']"
2682,이쯤 되면 국회의원이 무슨 일 하는 인간들인지 정말 궁금하다 국민 목소리 듣고 대변하라고 뽑아놨더니 제일 중요한 업무를 하찮게 여기고 네거티브만 목 높여 하고 앉아 있으니 한심한 족 속들,0.0,"['이쯤', '되면', '국회의원', '이', '무슨', '일', '하는', '인간', '들', '인지', '정말', '궁금하다', '국민', '목소리', '듣고', '대변', '하', '라고', '뽑아놨더니', '제일', '중요한', '업무', '를', '하찮게', '여기', '고', '네거티브', '만', '목', '높여', '하고', '앉아', '있으니', '한심한', '족', '속', '들']"
2683,아니 자 한 당 지들이 일 벌여놓고 왜 다 쳐 나가냐 그리고 의원들은 지들 말한 게 아니고 걍 니 정당 놈들의 무지랭이 짓을 비하한 건데 왜 지들이 나서서 나다고 난리냐,0.0,"['아니', '자', '한', '당', '지', '들이', '일', '벌여놓고', '왜', '다', '쳐', '나가냐', '그리고', '의원', '들', '은', '지', '들', '말', '한', '게', '아니고', '걍', '니', '정당', '놈', '들', '의', '무지랭이', '짓', '을', '비하한', '건데', '왜', '지', '들이', '나서서', '나다고', '난리', '냐']"
2684,얼굴 저게 모자이크 한 거 임 저렇게 다 공개할 거면 모자이크하지 마라,0.0,"['얼굴', '저', '게', '모자이크', '한', '거', '임', '저렇게', '다', '공개', '할', '거', '면', '모자이크', '하지', '마라']"
2685,우잉 1년 전 게 뜨 네 저 때보 터 나경원은 알았겠지 나 떨어지겠구나 하고 ㅋㅋ,0.0,"['우잉', '1년', '전', '게', '뜨', '네', '저', '때보', '터', '나경원', '은', '알았겠지', '나', '떨어지겠구나', '하고', 'ㅋㅋ']"
2686,근데 아무리 그래도 좀 무례해 보인다,0.0,"['근데', '아무리', '그래도', '좀', '무례해', '보인다']"
2687,이석연님 표정이 너무 순수하셔서 웃음이 나와 요 ㅎㅎㅎ,0.0,"['이석연', '님', '표정', '이', '너무', '순수하셔서', '웃음', '이', '나와', '요', 'ㅎㅎㅎ']"
2688,와 전 나 멋잇네 와 짱이네요 학부모님들와,0.0,"['와', '전', '나', '멋', '잇네', '와', '짱', '이네요', '학', '부모님', '들', '와']"
2689,대한민국 학부모 상대로 무서운 거 모르네,0.0,"['대한민국', '학부모', '상대로', '무서운', '거', '모르네']"
2690,전 저 자리에 없었기 때문에 얼만큼 지연됐는지는 잘 모릅니다만 갑자기 들이 닥친 게 아니라면 엄연히 식순이 있었을 것이고 그 식순에 맞춰서 기다리는 게 맞겠죠 그리고 제가 지적한 부분은 자사고 얘기를 하겠다는 사람 의견도 못 내게 막은 부분입니다 비디오머그 측이든 학부모 측이든 당시 자한 당 국회의원의 발언은 자사고와 완전 별 개인 정치 얘기 다 라는 식으로 얘길 하는데  자사고의 문제점이 곧 정치적인 무기가 될 수 있는데 별개의 내용을 했을 것 같지는 않습니다 실제로 저 국회의원도 자사고와 관련된 얘기입니다라고 시작했고요 그럼에도 들으려는 자세가 전혀 없었다라는 점이 문제가 된다고 생각하는 겁니다 그리고 영상 보시다 보면 토론 전에 국회의원이 토론 안 지켜보고 나간 것에 관해서 언급하는데 자사고와 진짜 관련 없는 내용임에도 학부모 중 누구도 제지하지 않죠 본인의 정치 성향과 맞는 당을 지지할 순 있지만 다른 당의 의견을 들어보지도 않으려 하는 행동은 굉장히 무례한 행동이며 잘못된 판단을 하게 될 확률이 높아질 것이라는 얘기입니다,0.0,"['전', '저', '자리', '에', '없었기', '때문', '에', '얼', '만큼', '지연', '됐는지는', '잘', '모릅니다만', '갑자기', '들이', '닥친', '게', '아니라면', '엄연히', '식순', '이', '있었을', '것', '이고', '그', '식순', '에', '맞춰서', '기다리는', '게', '맞겠죠', '그리고', '제', '가', '지적', '한', '부분', '은', '자사고', '얘기', '를', '하겠다는', '사람', '의견', '도', '못', '내게', '막은', '부분', '입니다', '비디오', '머그', '측', '이든', '학부모', '측', '이든', '당시', '자', '한', '당', '국회의원', '의', '발언', '은', '자사고', '와', '완전', '별', '개인', '정치', '얘기', '다', '라는', '식', '으로', '얘길', '하는데', '자사고', '의', '문제점', '이', '곧', '정치', '적', '인', '무기', '가', '될', '수', '있는데', '별개', '의', '내용', '을', '했을', '것', '같지는', '않습니다', '실제', '로', '저', '국회의원', '도', '자사고', '와', '관련', '된', '얘기', '입니다라고', '시작', '했고요', '그럼에도', '들으려는', '자세', '가', '전혀', '없었다라는', '점', '이', '문제', '가', '된다고', '생각', '하는', '겁니다', '그리고', '영상', '보시', '다', '보면', '토론', '전', '에', '국회의원', '이', '토론', '안', '지켜보고', '나간', '것', '에', '관해', '서', '언급', '하는데', '자사고', '와', '진짜', '관련', '없는', '내용', '임', '에도', '학부모', '중', '누구', '도', '제지', '하지', '않죠', '본인', '의', '정치', '성향', '과', '맞는', '당', '을', '지지', '할', '순', '있지만', '다른', '당', '의', '의견', '을', '들어', '보지', '도', '않으려', '하는', '행동', '은', '굉장히', '무례한', '행동', '이며', '잘', '못', '된', '판단', '을', '하게', '될', '확률', '이', '높아질', '것', '이라는', '얘기', '입니다']"
2691,서로 예의가 없어 서로 헐뜯기만 하려고 저 자리가 만들어진 건가 토론을 하자고 모였으면 서로 예의는 갖추고 해야지 다 하나같이 마음에 안 들면 서로 목소리 높이고 큰소리만 치네,0.0,"['서로', '예의', '가', '없어', '서로', '헐뜯기만', '하려고', '저', '자리', '가', '만들어진', '건가', '토론', '을', '하자', '고', '모였으면', '서로', '예의', '는', '갖추고', '해야지', '다', '하나같이', '마음', '에', '안', '들면', '서로', '목소리', '높이', '고', '큰소리', '만', '치네']"
2692,적화통일,0.0,['적화통일']
2693,저런 사람이 꼭 필요하냐고,0.0,"['저런', '사람', '이', '꼭', '필요하냐고']"
2694,아니 사람 모아놓고 지들 인사로 1부를 썼다고 뭐 하잔 인간들임그러고 본격적으로 할 땐 죄 다 튀고 진짜 뭐 하잔 인간들임,0.0,"['아니', '사람', '모아놓고', '지', '들', '인사', '로', '1', '부를', '썼다고', '뭐', '하', '잔', '인간', '들임', '그러고', '본격', '적', '으로', '할', '땐', '죄', '다', '튀고', '진짜', '뭐', '하', '잔', '인간', '들임']"
2695,ㅋㅋㅋㅋㅋㅋㅋㅋ 표창원은요,0.0,"['ㅋㅋㅋㅋㅋㅋㅋㅋ', '표창원', '은', '요']"
2696,뇌물현 마빡부 레이크가 얼마나 아픈지 맛을 좀 보여주자 ㅋㅋㅋ,0.0,"['뇌물', '현', '마빡부', '레이크', '가', '얼마나', '아픈지', '맛', '을', '좀', '보여주자', 'ㅋㅋㅋ']"
2697,우리 삶이 정치야,0.0,"['우리', '삶', '이', '정치', '야']"
2698,어린이들을 통달하신 분들이 시니 조심하자,0.0,"['어린이', '들', '을', '통달', '하신', '분', '들', '이', '시', '니', '조심하자']"
2699,권위주의에 찌든 국회의원들 모습 잘 봤습니다 여야 당 할 거 없이 제발 자존심만 남은 꼰대들은 단상에 안 나왔으면 좋겠네요,0.0,"['권위', '주의', '에', '찌든', '국회의원', '들', '모습', '잘', '봤습니다', '여야', '당', '할', '거', '없이', '제발', '자존심', '만', '남은', '꼰대들', '은', '단상', '에', '안', '나왔으면', '좋겠네요']"
2700,정책토론회에서 어떻게 토론할 때 되니까 싹 나가냐,0.0,"['정책', '토론회', '에서', '어떻게', '토론', '할', '때', '되니까', '싹', '나가냐']"
2701,저분들 결국 다 짤림ㅋ,0.0,"['저', '분들', '결국', '다', '짤림', 'ㅋ']"
2702,격렬하긴 했다만 삼십분 동안 계속 나와서 본인인 삿말이나 하고 있으니 열 받을 만하죠 한두 명이 야 그러려니 하는데,0.0,"['격렬하긴', '했다만', '삼십분', '동안', '계속', '나와서', '본인', '인', '삿말', '이나', '하고', '있으니', '열', '받을', '만하', '죠', '한두', '명', '이', '야', '그러려니', '하는데']"
2703,그냥 자식들 자사고 보내려고 다 모인 건데 저런 정치적 발언 듣고 싶어서 온 사람이 몇이나 된다고 저러는지,0.0,"['그냥', '자식', '들', '자사고', '보내려고', '다', '모인', '건데', '저런', '정치', '적', '발언', '듣고', '싶어서', '온', '사람', '이', '몇', '이나', '된다고', '저러는지']"
2704,5 문통이랑 딸을 까는 건 좋은데 꼭 저기서 해야 효과가 있냐 학부모들 말대로 그런 정치적인 얘기는 국회가 서 정부 관계자들 불러 다 까라는 거잖아 니 말대로 자사고 없앤다길래 빡쳐서 나온 학부모들한테 문통 욕하면 자사고 문제가 해결 됨,0.0,"['5', '문', '통', '이랑', '딸', '을', '까는', '건', '좋은데', '꼭', '저기', '서', '해야', '효과', '가', '있냐', '학부모', '들', '말', '대로', '그런', '정치', '적', '인', '얘기', '는', '국회', '가', '서', '정부', '관계자', '들', '불러', '다', '까라는', '거', '잖아', '니', '말', '대로', '자사고', '없앤다길래', '빡쳐서', '나온', '학부모', '들', '한테', '문', '통', '욕', '하면', '자사고', '문제', '가', '해결', '됨']"
2705,저게 정치적인 애기든 아니든 토론의 기 본 자세는 경청인데 그만 애기하라는 건 눈살이 찌 푸려지죠 저쪽이 토론 주제와는 관계 없는 정치적 애길 한 거면 꼬투리 잡혀서 불리해지는 건데 보기에도 토론 주제와 관련이 아예 없진 않으니까 요 중간에 나 간 것도 잘못이고 토론회에서 제대로 진행하지 않은 것도 잘못인데 저 듣지 않으려는 태도에도 문제가 있는 거 같네요,0.0,"['저', '게', '정치', '적', '인', '애기', '든', '아니든', '토론', '의', '기', '본', '자세', '는', '경청', '인데', '그만', '애기', '하', '라는', '건', '눈살', '이', '찌', '푸려지죠', '저쪽', '이', '토론', '주제', '와는', '관계', '없는', '정치', '적', '애길', '한', '거', '면', '꼬투리', '잡혀서', '불리해지는', '건데', '보기', '에도', '토론', '주제', '와', '관련', '이', '아예', '없진', '않으니까', '요', '중간', '에', '나', '간', '것', '도', '잘못', '이고', '토론회', '에서', '제대로', '진행', '하지', '않은', '것', '도', '잘못', '인데', '저', '듣지', '않으려는', '태도', '에도', '문제', '가', '있는', '거', '같네요']"
2706,ㅋㅋㅋㅋㅋ이미 말 꺼내기 전부터 박수도 안치고 팔짱 끼고 벼르고 있음 이건 자유한국당이 어떤 말을 하던 이 미 까려고 온 사람들이 많다는 거임 ㅋㅋㅋㅋㅋㅋㅋ,0.0,"['ㅋㅋㅋㅋㅋ', '이미', '말', '꺼내기', '전', '부터', '박수', '도', '안치', '고', '팔짱', '끼', '고', '벼르', '고', '있음', '이건', '자유', '한국', '당', '이', '어떤', '말', '을', '하던', '이', '미', '까려고', '온', '사람', '들', '이', '많다는', '거임', 'ㅋㅋㅋㅋㅋㅋㅋ']"
2707,멍청하게 듣고 만 있을 줄 알았는데 아니여서 당황 오지게 탄들,0.0,"['멍청하게', '듣고', '만', '있을', '줄', '알았는데', '아니여서', '당황', '오지', '게', '탄', '들']"
2708,저런 태도가 이 상해 보여도 저런 태도를 가지고 있어도 정치계에 남아 있는 거 보면 저런 태도가 정치계에 남아 있기 위한 행동인 걸 수 있음,0.0,"['저런', '태도', '가', '이', '상해', '보여도', '저런', '태도', '를', '가지', '고', '있어도', '정치계', '에', '남아', '있는', '거', '보면', '저런', '태도', '가', '정치계', '에', '남아', '있기', '위', '한', '행동', '인', '걸', '수', '있음']"
2709,제가 보기엔 그냥 학부모 분들도 무례한 사람들 같네요 일단 전 자 한 당 민주당 둘 다 좋아하지 않기 때문에 편견은 가 지지 마시고 저 사람들이 주장을 하기도 전에 입을 열기만 하면 화부터 내는 사람들 앞에서 무슨 얘기를 합니까 논점 흐리는 얘기뿐이고 마지막에 먼저 나간 국회의원들에 관해서 한 말 빼곤 그저 자한 당이니까 분 노하는 모습밖에 안 보이네요 1년 전 영상이지만 이 영상을   사이다라고 생각하신 분들은 좀 더 객관적인 시선으로 볼 필요가 있다고 생각합니다,0.0,"['제', '가', '보기', '엔', '그냥', '학부모', '분', '들', '도', '무례한', '사람', '들', '같네요', '일단', '전', '자', '한', '당', '민주당', '둘', '다', '좋아하지', '않기', '때문', '에', '편견', '은', '가', '지지', '마시고', '저', '사람', '들', '이', '주장', '을', '하기도', '전', '에', '입', '을', '열기', '만', '하면', '화', '부터', '내는', '사람', '들', '앞', '에서', '무슨', '얘기', '를', '합', '니까', '논점', '흐리는', '얘기', '뿐', '이고', '마지막', '에', '먼저', '나간', '국회의원', '들', '에', '관해', '서', '한', '말', '빼곤', '그저', '자', '한', '당', '이니까', '분', '노', '하는', '모습', '밖에', '안', '보이네요', '1년', '전', '영상', '이지만', '이', '영상', '을', '사이다', '라고', '생각', '하신', '분', '들', '은', '좀', '더', '객관', '적', '인', '시선', '으로', '볼', '필요', '가', '있다고', '생각', '합니다']"
2710,여러분들은 문지기 하면서 화내고 할 말 다하는 연봉 1억5천 받는 아제들을 보고 계십니다,0.0,"['여러분', '들', '은', '문지기', '하면서', '화', '내고', '할', '말', '다', '하는', '연봉', '1억', '5천', '받는', '아', '제', '들', '을', '보고', '계십니다']"
2711,시장가봐라 쌈 나면 아줌마들이 이긴다,0.0,"['시장', '가봐라', '쌈', '나면', '아줌마', '들', '이', '이긴다']"
2712,ㅋㅋ,0.0,['ㅋㅋ']
2713,저런 것들이 의원이라니 세금 아깝네 왜 부른 거지 데체,0.0,"['저런', '것', '들', '이', '의원', '이라니', '세금', '아깝네', '왜', '부른', '거지', '데체']"
2714,엄마는 강하다,0.0,"['엄마', '는', '강하다']"
2715,저런 정치인들이 혈세로 받아 쳐먹다니,0.0,"['저런', '정치인', '들', '이', '혈', '세로', '받아', '쳐', '먹다니']"
2716,딴 나랑당들 것들 암튼 쇼는 홍꼰대스러운 일본으로 가라,0.0,"['딴', '나', '랑', '당', '들', '것', '들', '암튼', '쇼', '는', '홍꼰대', '스러운', '일본', '으로', '가라']"
2717,국민을 우롱하는 인간들 토론회하자니까 문재인 대통령 내려까는데 인줄 알고 갔다가 아니니까 다 가버리네 ㅉㅉㅉ,0.0,"['국민', '을', '우롱', '하는', '인간', '들', '토론회', '하자니까', '문재인', '대통령', '내려', '까는데', '인줄', '알', '고', '갔다가', '아니니까', '다', '가버리네', 'ㅉㅉㅉ']"
