,comments,sentiment,tokens
1710,팩트 급발진 사고 90 여자다,1.0,"['팩트', '급발진', '사고', '90', '여자', '다']"
1711,구니까요 ㅠㅠ 너무 이쁘다,0.0,"['구', '니까', '요', 'ㅠㅠ', '너무', '이쁘다']"
1712,볼보도 걸러야겠다,0.0,"['볼보', '도', '걸러', '야', '겠다']"
1713,진정한 삐처링이다 ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,"['진정한', '삐처링', '이다', 'ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
1714,둘이 너무 귀여운 궁사다,0.0,"['둘', '이', '너무', '귀여운', '궁', '사다']"
1715,ㅋㅋㅋ상 ㅂㅅ 등장이 요정지선 넘어가면 법규 위반인 거 모르나 ㅋㅋㅋㅋㅋ 이런 셓기들 면허 있으면 취소시켜야 된다,1.0,"['ㅋㅋㅋ', '상', 'ㅂㅅ', '등장', '이', '요', '정지선', '넘어가면', '법규', '위반', '인', '거', '모르나', 'ㅋㅋㅋㅋㅋ', '이런', '셓기들', '면허', '있으면', '취소', '시켜야', '된다']"
1716,둘이 사귀는 건 갘ㅋㅋㄲ 개잘 맞네,0.0,"['둘', '이', '사귀는', '건', '갘', 'ㅋㅋㄲ', '개잘', '맞네']"
1717,데이트 폭력 가해자 씹예지,1.0,"['데이트', '폭력', '가해자', '씹', '예지']"
1718,장사는 이렇게 하는군요 짝 짝 짝,0.0,"['장사', '는', '이렇게', '하는군요', '짝', '짝', '짝']"
1719,김치녀들의 워너비 아니냐 ㅋㅋㅋ 돈 많은 남자랑 결혼하는 거ㅋㅋㅋ 그치만 니들 와 꾸로는 안 되는 거 알지,1.0,"['김치', '녀', '들', '의', '워', '너비', '아니냐', 'ㅋㅋㅋ', '돈', '많은', '남자', '랑', '결혼', '하는', '거', 'ㅋㅋㅋ', '그치만', '니', '들', '와', '꾸', '로는', '안', '되는', '거', '알', '지']"
1720,돌아오길 바랬는데 ㅠㅠㅠ 같이 수능쳤으면 좋겠다고 그렇게 생각했는데 그곳에서는 부디 편하게 공부 걱정 없이 하고 싶은 거 다 하고 살아ㅠㅠ,0.0,"['돌아오길', '바랬는데', 'ㅠㅠㅠ', '같이', '수능', '쳤으면', '좋겠다고', '그렇게', '생각', '했는데', '그', '곳', '에서는', '부디', '편하게', '공부', '걱정', '없이', '하고', '싶은', '거', '다', '하고', '살', '아', 'ㅠㅠ']"
1721,38450450 저런 새끼는 스 패너로 대가 리 부 수면 안 돼,1.0,"['38450450', '저런', '새끼', '는', '스', '패너', '로', '대가', '리', '부', '수면', '안', '돼']"
1722,한국은 태권도의 나라까불 다 맞는 영상 본 것 같은데 ㅎ,0.0,"['한국', '은', '태권도', '의', '나라', '까불', '다', '맞는', '영상', '본', '것', '같은데', 'ㅎ']"
1723,문채원 영상 있길래 화제됐던 애교 있을 줄 알았는데 안 넣었네,0.0,"['문채원', '영상', '있길래', '화제', '됐던', '애교', '있을', '줄', '알았는데', '안', '넣었네']"
1724,진짜 피부 좋고 혈색 좋으세요,0.0,"['진짜', '피부', '좋고', '혈색', '좋으세요']"
1725,추미애 개 싫어,1.0,"['추미애', '개', '싫어']"
1726,어우 할아버지 징그러워,1.0,"['어우', '할아버지', '징그러워']"
1727,앞으로 모든 월급이나 연봉은 학교 측에서 관리하는 게 맞다고 본 다 그게 싫으면 다른 일 알아봐야지,0.0,"['앞', '으로', '모든', '월급', '이나', '연봉', '은', '학교', '측', '에서', '관리', '하는', '게', '맞다고', '본', '다', '그게', '싫으면', '다른', '일', '알아봐야지']"
1728,교활한 놈 황구라 치고 있네,1.0,"['교활한', '놈', '황구라', '치고', '있네']"
1729,47620620 골 빈 년이 네 자기가 좌회전 차선 타고 선 직진할지 좌회전 할지 아냐고 처 묻는 건 무슨 상황이냐 ㅋㅋ,1.0,"['47620620', '골', '빈', '년', '이', '네', '자기', '가', '좌회전', '차선', '타고', '선', '직진', '할지', '좌회전', '할지', '아냐고', '처', '묻는', '건', '무슨', '상황', '이냐', 'ㅋㅋ']"
1730,많이 고쳤네 ㅠ 싼티가 많이 났었는데 고친 게 낫긴 하군,1.0,"['많이', '고쳤네', 'ㅠ', '싼', '티', '가', '많이', '났었는데', '고친', '게', '낫긴', '하', '군']"
1731,진짜 운전 못하는 새끼들 보면 참 누가 너한테 면허증을 줬는지 죽여 패고 싶다 진심 그러고 니들이 잘했다고 같이 욕하고 왜 그럼 112 인데 3이라고 우기면서 욕하지 그래근데 진짜 ㅆㅂ 어느 나라든 여자들은 운전 존 나 못해 그러고 지들이 잘못한 건 모르고 남들한테 손가락질하고 욕하고 버럭버럭 내 고 나중엔 내가 언제 너한테 그런 말을 했어 증거대 봐 ㅋㅋㅋㅋㅋㅋ,1.0,"['진짜', '운전', '못', '하는', '새끼', '들', '보면', '참', '누가', '너', '한테', '면허증', '을', '줬는지', '죽여', '패', '고', '싶다', '진심', '그러고', '니', '들', '이', '잘', '했다고', '같이', '욕', '하고', '왜', '그럼', '112', '인데', '3', '이라고', '우기면서', '욕', '하지', '그래', '근데', '진짜', 'ㅆㅂ', '어느', '나라', '든', '여자', '들', '은', '운전', '존', '나', '못', '해', '그러고', '지', '들이', '잘못', '한', '건', '모르고', '남', '들', '한테', '손가락질', '하고', '욕', '하고', '버럭버럭', '내', '고', '나중', '엔', '내', '가', '언제', '너', '한테', '그런', '말', '을', '했어', '증거', '대', '봐', 'ㅋㅋㅋㅋㅋㅋ']"
1732,왜 남자들은 이런 사건 하나 하나 보도해주냐 여성들은 이런 사건 일어나면 관심도 안주던 데,1.0,"['왜', '남자', '들', '은', '이런', '사건', '하나', '하나', '보도', '해주냐', '여성', '들', '은', '이런', '사건', '일어나면', '관심', '도', '안', '주던', '데']"
1733,속고 있는 건 니 머갈통이었고 ㅋㅋ,1.0,"['속', '고', '있는', '건', '니', '머', '갈', '통', '이었고', 'ㅋㅋ']"
1734,말할 시간에 출동이나 해라 개소리 주구 장창 ㅉㅉ 개답답 하네 무슨 통화 처 하면서 도착하니 뭐하니 ㅋㅋㅋ 답답,1.0,"['말', '할', '시간', '에', '출동', '이나', '해', '라', '개', '소리', '주구', '장창', 'ㅉㅉ', '개답답', '하네', '무슨', '통화', '처', '하면서', '도착', '하니', '뭐', '하니', 'ㅋㅋㅋ', '답답']"
1735,너무 착 한 두부씨,0.0,"['너무', '착', '한', '두부', '씨']"
1736,와 멋있다ㅋ 기획력 추진력 부럽네,0.0,"['와', '멋있다', 'ㅋ', '기획', '력', '추진', '력', '부럽네']"
1737,멀리서 손 흔드는 것도 아니고 면전에 다가 대놓고 이름 부르면서 반갑게 인사 하는데 저걸 씹네 길에서 나눠주는 전단지 무시하는 것도 아니고 뭐야 내가 다 민망하다,0.0,"['멀리', '서', '손', '흔드는', '것', '도', '아니고', '면전', '에', '다가', '대놓고', '이름', '부르면서', '반갑게', '인사', '하는데', '저걸', '씹네', '길', '에서', '나눠주는', '전단지', '무시', '하는', '것', '도', '아니고', '뭐', '야', '내', '가', '다', '민망하다']"
1738,부모 ㅈ 됏네 보험 안 될텐디 ㅋㅋ,1.0,"['부모', 'ㅈ', '됏', '네', '보험', '안', '될텐디', 'ㅋㅋ']"
1739,세상은 넓고 병신은 많다,1.0,"['세상', '은', '넓고', '병신', '은', '많다']"
1740,한마디만 한 다 저 씹새끼들 애미 없는 새끼들 교육 못 밭은 애들은 다 티가 나지 인성 코와이네를 넘어선 거의 박근혜 랑 최순실이랑 김정일이랑 김정은이랑 일본 놈들과 빼박이다,1.0,"['한마디', '만', '한', '다', '저', '씹', '새끼', '들', '애', '미', '없는', '새끼', '들', '교육', '못', '밭', '은', '애', '들', '은', '다', '티', '가', '나지', '인성', '코', '와이', '네', '를', '넘어선', '거의', '박근혜', '랑', '최', '순', '실', '이랑', '김정일', '이랑', '김정은', '이랑', '일본', '놈', '들', '과', '빼박', '이다']"
1741,글씨체가 바뀌었다,0.0,"['글씨체', '가', '바뀌었다']"
1742,멸치형 설리해,1.0,"['멸치', '형', '설리', '해']"
1743,마지막 너무 감동 무방비 상태로 있다가 울컥했네요 ㅜㅜㅜ,0.0,"['마지막', '너무', '감동', '무방비', '상태', '로', '있다가', '울컥', '했네요', 'ㅜㅜㅜ']"
1744,저 갈보같이 생긴 년이 대체 누군데,1.0,"['저', '갈', '보', '같이', '생긴', '년', '이', '대체', '누군데']"
1745,조같이 운전하는 것들 나이대와 성별 대부분이어 휴 면허 다 뻇던가 해야지,1.0,"['조', '같이', '운전', '하는', '것', '들', '나이', '대', '와', '성별', '대부분', '이어', '휴', '면허', '다', '뻇던', '가', '해야지']"
1746,수영복 입은 거 가슴 실화 입니까 ㄷㄷ 피부도 하얗고 완전 인스타 미녀 느낌이네요 그냥 ㅜㅜ 넘흐 조으다,1.0,"['수영복', '입은', '거', '가슴', '실화', '입', '니까', 'ㄷㄷ', '피부', '도', '하얗고', '완전', '인스타', '미녀', '느낌이네요', '그냥', 'ㅜㅜ', '넘흐', '조으다']"
1747,저 소나타 진짜 개 욕 나오네 운전 저따위로 하고 저지랄이 네 미친 ㄴ,1.0,"['저', '소나타', '진짜', '개', '욕', '나오네', '운전', '저따위', '로', '하고', '저', '지랄', '이', '네', '미친', 'ㄴ']"
1748,조회수 대박 쳤네요 물들어올 때 노저어요파이팅,0.0,"['조', '회수', '대박', '쳤네요', '물', '들어올', '때', '노', '저', '어요', '파이팅']"
1749,홍유리 욱 꼴 페미,1.0,"['홍', '유리', '욱', '꼴', '페미']"
1750,여경 뽑을 세금으로 저런 분들 처우 개선 하자 제발,1.0,"['여경', '뽑을', '세금', '으로', '저런', '분들', '처우', '개선', '하자', '제발']"
1751,이 영상의 개인적인 제목 끝날 때까지 끝난 게 아니다,0.0,"['이', '영상', '의', '개인', '적', '인', '제목', '끝날', '때', '까지', '끝난', '게', '아니다']"
1752,수비대 ㅋㅋㅋ 너 부모님이 빨갱이 아니고,1.0,"['수비대', 'ㅋㅋㅋ', '너', '부모님', '이', '빨갱이', '아니고']"
1753,멘탈이 약하네 군인정신으로 버티지,1.0,"['멘탈', '이', '약하네', '군인', '정신', '으로', '버티지']"
1754,딸기 모자 ㅋㅋ커엽,0.0,"['딸기', '모자', 'ㅋㅋ', '커엽']"
1755,미친 뇬 다시는 텔레비전에서 보지 않았음,1.0,"['미친', '뇬', '다시는', '텔레비전', '에서', '보지', '않았음']"
1756,이름도 몰라 얼굴도 몰라 니들만의 정신 승리로 한류인척 쇼하고 문재인 탄핵 위기 놓이자 뒷거래까지 해가면서 해외 프로꽂아 넣고 한류라면서 영어로 연설하고 개쇼한 쓰레기 개 돼지선동언플 계속해봐 탄핵 및 구속은 니들 몫,1.0,"['이름', '도', '몰라', '얼굴', '도', '몰라', '니', '들', '만의', '정신', '승리', '로', '한류', '인척', '쇼', '하고', '문재인', '탄핵', '위기', '놓이자', '뒷', '거래', '까지', '해가면서', '해외', '프로', '꽂아', '넣고', '한류', '라면', '서', '영어', '로', '연설', '하고', '개쇼', '한', '쓰레기', '개', '돼지', '선동', '언플', '계속', '해봐', '탄핵', '및', '구속', '은', '니', '들', '몫']"
1757,박나래 여기선 완전 신인 같았는데 대상 라인업에 낀 거 넘 좋당 ㅠㅠㅠ,0.0,"['박나래', '여', '기선', '완전', '신인', '같았는데', '대상', '라인업', '에', '낀', '거', '넘', '좋당', 'ㅠㅠㅠ']"
1758,김 여사가 김 여사 했네ㅋㅋㅋㅋㅋ 으휴,1.0,"['김', '여사', '가', '김', '여사', '했네', 'ㅋㅋㅋㅋㅋ', '으', '휴']"
1759,대통령도 조사해야 하지 않나요,1.0,"['대통령', '도', '조사해', '야', '하지', '않나요']"
1760,저 순간 온 가족이 함께 했다는 게 정말 기 분 좋은 일이였네요,0.0,"['저', '순간', '온', '가족', '이', '함께', '했다는', '게', '정말', '기', '분', '좋은', '일이', '였네요']"
1761,요샌 예쁘게 잘생긴 얼굴이 많구나,0.0,"['요', '샌', '예쁘게', '잘생긴', '얼굴', '이', '많구나']"
1762,표승주 오자마자 2점 먹고 시작하네,0.0,"['표승주', '오', '자마자', '2', '점', '먹고', '시작', '하네']"
1763,나보다 운전 잘 하노 ㅅㅂ,1.0,"['나', '보다', '운전', '잘', '하노', 'ㅅㅂ']"
1764,얼음 너무 많다는 댓글이 많네요 근데 좀 많아 보이긴 하다가 격 보면 수 긍 가 긴 함,0.0,"['얼음', '너무', '많다는', '댓글', '이', '많네요', '근데', '좀', '많아', '보이긴', '하다가', '격', '보면', '수', '긍', '가', '긴', '함']"
1765,서예지가 이 쁘긴 진짜 이 쁜데 희대의 쌍이었어 요즘은 이쁜 애들이 착하던데 쟨 왜 저러냐,1.0,"['서예지', '가', '이', '쁘긴', '진짜', '이', '쁜데', '희', '대의', '쌍', '이었어', '요즘', '은', '이쁜', '애', '들', '이', '착하던데', '쟨', '왜', '저러냐']"
1766,방송 아나운서 시 발 면허증은 있나 ㅋㅋㅋㅋ 같은 여자라고 감싸주는 것도 아니고 존 나ㅋㅋㅋㅋ,1.0,"['방송', '아나운서', '시', '발', '면허증', '은', '있나', 'ㅋㅋㅋㅋ', '같은', '여자', '라고', '감싸주는', '것', '도', '아니고', '존', '나', 'ㅋㅋㅋㅋ']"
1767,시발 진심 칼로 찔러 죽이고 싶다,1.0,"['시발', '진심', '칼', '로', '찔러', '죽', '이고', '싶다']"
1768,직업정신이 투철하신 듯합니다,0.0,"['직업', '정신', '이', '투철', '하신', '듯', '합니다']"
1769,중침대기 아줌마 그냥 디졍 할머니 버스 사이 지나가면 버스가 좀 빵빵 해서 다른 차 주의 좀 주지,1.0,"['중', '침대', '기', '아줌마', '그냥', '디졍', '할머니', '버스', '사이', '지나가면', '버스', '가', '좀', '빵빵', '해서', '다른', '차', '주의', '좀', '주지']"
1770,맘충들 부들부들 오지네 아이 키우는 거 힘들다고 생색 낼 아줌마들 여럿 있네 아무렴 임창정이 아이들 알아서 크니 부모는 옆에서 구경만 한 다 이런 뜻으로 말했을까,1.0,"['맘충', '들', '부들부들', '오지', '네', '아이', '키우는', '거', '힘들다고', '생색', '낼', '아줌마', '들', '여럿', '있네', '아무렴', '임창정', '이', '아이', '들', '알아서', '크니', '부모', '는', '옆', '에서', '구경만', '한', '다', '이런', '뜻', '으로', '말', '했을까']"
1771,모든 해석이 노래 춤 표정으로 다 보여주네요,0.0,"['모든', '해석', '이', '노래', '춤', '표정', '으로', '다', '보여주네요']"
1772,잘 가라 현관아 좋은 곳에 가라 만약 노짱 만나면 자살인지 혹시 타살인지 꼭 물어 바주라,1.0,"['잘', '가라', '현관', '아', '좋은', '곳', '에', '가라', '만약', '노', '짱', '만나면', '자살', '인지', '혹시', '타살', '인지', '꼭', '물어', '바주', '라']"
1773,와 내가 진짜 좋아하는 온도 무드 다 가 졌어,0.0,"['와', '내', '가', '진짜', '좋아하는', '온도', '무드', '다', '가', '졌어']"
1774,흑흑 지금 이 영상을 보는 데 치킨 ㅇ 너무 맛있어요 산 사람은 살아야죠,1.0,"['흑', '흑', '지금', '이', '영상', '을', '보는', '데', '치킨', 'ㅇ', '너무', '맛있어요', '산', '사람', '은', '살아야죠']"
1775,엇 저도 블링크이자 솜 뭉치에 요 와 이 지 감성 못 잃어,0.0,"['엇', '저', '도', '블링크', '이자', '솜', '뭉치', '에', '요', '와', '이', '지', '감성', '못', '잃어']"
1776,고양이 인형이 진짜 고양이인 줄,0.0,"['고양이', '인형', '이', '진짜', '고양이', '인', '줄']"
1777,37410410 아버지의 기 쁨의 함성 딸이 얼마나 자랑스러울까 이 웃음은 해설이 아닌 가족으로서 나오는 기쁨인 것 같다ㅎㅎ,0.0,"['37410410', '아버지', '의', '기', '쁨', '의', '함성', '딸', '이', '얼마나', '자랑스러울까', '이', '웃음', '은', '해설', '이', '아닌', '가족', '으로서', '나오는', '기쁨', '인', '것', '같다', 'ㅎㅎ']"
1778,진짜로 궁금한 거 사진 찍고 폰을 왜 발로 찬거지,0.0,"['진짜', '로', '궁금한', '거', '사진', '찍고', '폰', '을', '왜', '발', '로', '찬', '거지']"
1779,여자들이 드라마 보고 평가하는 기준 오로지 남주가 잘생겼냐에만 생오줌 질 질 싸면서 초점이 맞추어져 있지,1.0,"['여자', '들', '이', '드라마', '보고', '평가', '하는', '기준', '오로지', '남', '주가', '잘생겼냐에', '만', '생', '오줌', '질', '질', '싸면서', '초점', '이', '맞추어져', '있지']"
1780,어휴 표절 아닌데 몰아가지 좀 마라 그넘의 마녀 사냥은 더런 넘들 교묘하게 피했다는 둥 들어보고 빼박이라는 둥 댓글 삭제하겠지 아니라는 게 널리 알려지면 ㅋ,1.0,"['어휴', '표절', '아닌데', '몰아가지', '좀', '마라', '그', '넘의', '마녀', '사냥', '은', '더런', '넘', '들', '교묘하게', '피', '했다는', '둥', '들어', '보고', '빼박', '이라는', '둥', '댓글', '삭제', '하겠지', '아니라는', '게', '널리', '알려지면', 'ㅋ']"
1781,구글에 총알티비 검색해서 꼭 보셈,1.0,"['구글', '에', '총알', '티비', '검색', '해서', '꼭', '보셈']"
1782,남자들 열폭 심하네요 여자들 눈에는 알베르토 그냥 잘생기고 멋있고 능력 있고 인성 좋고 똑똑한 남자로 보임,1.0,"['남자', '들', '열폭', '심하네요', '여자', '들', '눈', '에는', '알베르토', '그냥', '잘생기고', '멋있고', '능력', '있고', '인성', '좋고', '똑똑한', '남자', '로', '보임']"
1783,유튜버들 색맹으로 감성팔이 뇌절 씹오지네,1.0,"['유튜', '버들', '색맹', '으로', '감성', '팔이', '뇌절', '씹오지네']"
1784,프리지 아님 힘내세요 여기까지 온 것은 프리지 아님의 노력이 가장 커 여 앞으로도 좋은 일 많이 잇을 꺼예요 항상 응원하겟습니다 제가 진짜 닮고 싶은 멋진 여성이예요,0.0,"['프리', '지', '아님', '힘내세요', '여기', '까지', '온', '것', '은', '프리', '지', '아님의', '노력', '이', '가장', '커', '여', '앞', '으로도', '좋은', '일', '많이', '잇을', '꺼예요', '항상', '응', '원하겟습니다', '제', '가', '진짜', '닮고', '싶은', '멋진', '여성', '이', '예요']"
1785,아이콘이면 그래도 좀 급 있는 여 돌 사귈 줄 알았드니 ㅋ 쩌리를 만나고 있었네 ㅋㅋ,1.0,"['아이콘', '이면', '그래도', '좀', '급', '있는', '여', '돌', '사귈', '줄', '알았', '드니', 'ㅋ', '쩌리', '를', '만나고', '있었네', 'ㅋㅋ']"
1786,첫 번째 말곤 볼거 없음 ㅋㅋ 대갈통 트지는 거 아 따 시원합니다 ㅋ 안전벨트는 습관적으로 전방주시는 필사적으로 조뺑신들 ㅋ,1.0,"['첫', '번째', '말곤', '볼거', '없음', 'ㅋㅋ', '대갈', '통', '트', '지는', '거', '아', '따', '시원합니다', 'ㅋ', '안전벨트', '는', '습관', '적', '으로', '전방', '주시', '는', '필사', '적', '으로', '조', '뺑', '신들', 'ㅋ']"
1787,종석이는 저러니까 싸이코 빨갱이 역활이나 맡아서 하지 ㅋㅋ,1.0,"['종', '석', '이', '는', '저러니까', '싸이코', '빨갱이', '역활', '이나', '맡아서', '하지', 'ㅋㅋ']"
1788,와 ㅁㅊ놈 어떤 어린 노무 세키가 저딴 ㅈ 같은 짓을 할까,1.0,"['와', 'ㅁㅊ', '놈', '어떤', '어린', '노무', '세', '키', '가', '저딴', 'ㅈ', '같은', '짓', '을', '할까']"
1789,요즘 일식 스시 오마카 세류는 많이 느는데 그거에 비해서 양식 파인 다이닝은 영상 봐도 인건비나 시 간 노력이 훨씬 많이 들어서 힘들어 보이네요,0.0,"['요즘', '일식', '스시', '오', '마카', '세류', '는', '많이', '느는데', '그거', '에', '비', '해서', '양식', '파인', '다이닝', '은', '영상', '봐도', '인건비', '나', '시', '간', '노력', '이', '훨씬', '많이', '들어서', '힘들어', '보이네요']"
1790,열심히 일해서 갚아 나갈려고 ㅜ해도 한 달에 이자만 400이면 진짜 어떻게 사냐아 휴 진짜 욕 나온 다 진짜,0.0,"['열심히', '일해', '서', '갚아', '나갈려고', 'ㅜ', '해도', '한', '달', '에', '이자', '만', '400', '이면', '진짜', '어떻게', '사냐아', '휴', '진짜', '욕', '나온', '다', '진짜']"
1791,한글 부분 가사가 별로 임 걍 다 영어로 쓰지,0.0,"['한글', '부분', '가사', '가', '별로', '임', '걍', '다', '영어', '로', '쓰지']"
1792,너무 재미따,0.0,"['너무', '재미', '따']"
1793,이서진 노인네들 하고 놀면 늙어 바보야,1.0,"['이서진', '노인', '네', '들', '하고', '놀면', '늙어', '바보', '야']"
1794,사회의 암적인 존재들,1.0,"['사회', '의', '암', '적', '인', '존재', '들']"
1795,개쓰레기 충분히 설 수 있는 위치였는데 ㅈ나무 쓰러졌다고 스크래치 보상 진짜 인간 쓰레기들 많다니까 양심운전들 합시다,1.0,"['개', '쓰레기', '충분히', '설', '수', '있는', '위치', '였는데', 'ㅈ', '나무', '쓰러졌다고', '스크래치', '보상', '진짜', '인간', '쓰레기', '들', '많다니까', '양심', '운전', '들', '합시다']"
1796,그놈이 그놈이 다 정답 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,"['그', '놈', '이', '그', '놈', '이', '다', '정답', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
1797,우와 진짜 어 이가 가출하겠음 ㅋㅋㅋ,0.0,"['우와', '진짜', '어', '이', '가', '가출', '하겠음', 'ㅋㅋㅋ']"
1798,2번 영상에서 다른 차들은 몰라도 어린이집 차로 보이는 차는 너무한 거 아니냐 ㅅㅂ,1.0,"['2', '번', '영상', '에서', '다른', '차', '들', '은', '몰라도', '어린이집', '차로', '보이는', '차는', '너무한', '거', '아니냐', 'ㅅㅂ']"
1799,트와이스 다현 징그럽다 왠수 세월호 그만해라 간첩들아 너희들이 북에서 정은 이가 시킨 것인데 그게 바로 너희들이 원한 문재인이가 공번인 빨갱이들아 계획된 ㄱ 것이 다 왠수들 아 그만해라 어린 귀신들 아,1.0,"['트와이스', '다현', '징그럽다', '왠', '수', '세월호', '그만해라', '간첩', '들', '아', '너희', '들', '이', '북', '에서', '정은', '이', '가', '시킨', '것', '인데', '그게', '바로', '너희', '들', '이', '원한', '문재인', '이', '가', '공', '번인', '빨갱이', '들', '아', '계획', '된', 'ㄱ', '것', '이', '다', '왠', '수', '들', '아', '그만해라', '어린', '귀신', '들', '아']"
1800,헐 머 선 129 ㅠㅠ,0.0,"['헐', '머', '선', '129', 'ㅠㅠ']"
1801,개ㅆ샛ㄱㅣ,1.0,"['개', 'ㅆ', '샛', 'ㄱㅣ']"
1802,하도익숙한 음악이라 시작한 줄도 몰랐어요 광고 음악이나 인트로 음악인 줄ㅎㅎ,0.0,"['하도', '익숙한', '음악', '이라', '시작', '한', '줄', '도', '몰랐어요', '광고', '음악', '이나', '인트', '로', '음악인', '줄', 'ㅎㅎ']"
1803,맞네 걔와 꽃뱀살인자가 나왔누ㅋㅋ,1.0,"['맞네', '걔', '와', '꽃뱀', '살인자', '가', '나왔', '누', 'ㅋㅋ']"
1804,1번은 하이빔으로 딸치냐 ㅈㄴ 쏘네,1.0,"['1', '번은', '하이', '빔', '으로', '딸치냐', 'ㅈㄴ', '쏘네']"
1805,ㅋㅋㅋ 신은 존재한 다 개소리 씨 부릴 때마다 나라가 난장판이 되네 ㅋㅋㅋㅋㅋ,1.0,"['ㅋㅋㅋ', '신은', '존재', '한', '다', '개', '소리', '씨', '부릴', '때', '마다', '나라', '가', '난장판', '이', '되네', 'ㅋㅋㅋㅋㅋ']"
1806,현실에선 정상인 척 가면 쓰고 살려니 별 것도 아닌 삶이 하찮아서 이런 데서 관종 본능이 튀나오나 여기저기 시비 걸고 다니네 ㅉㅉㅉ,1.0,"['현실', '에선', '정상인', '척', '가면', '쓰고', '살려니', '별', '것', '도', '아닌', '삶', '이', '하찮아서', '이런', '데', '서', '관종', '본능', '이', '튀나오나', '여기저기', '시비', '걸고', '다니네', 'ㅉㅉㅉ']"
1807,여자가 할 소린 아닌 듯,1.0,"['여자', '가', '할', '소린', '아닌', '듯']"
1808,당연히 딸기 딸기,0.0,"['당연히', '딸기', '딸기']"
1809,저 미친 세끼 아니가,1.0,"['저', '미친', '세', '끼', '아니가']"
1810,ㅋㅋㅋㅎㅎ,0.0,['ㅋㅋㅋㅎㅎ']
1811,진짜 미친 새끼들 진짜 미 친놈들이 네 저 새끼들도 바다에 빠트려서 작살로 대가 리 조준해서 죽여야 됨,1.0,"['진짜', '미친', '새끼', '들', '진짜', '미', '친놈', '들', '이', '네', '저', '새끼', '들', '도', '바다', '에', '빠트려', '서', '작살', '로', '대가', '리', '조준', '해서', '죽여야', '됨']"
1812,오빵 이런 영상도 좋으니까 자주 업로드 해줭,0.0,"['오', '빵', '이런', '영상', '도', '좋으니까', '자주', '업로드', '해줭']"
1813,ㅅㅂ 걍 법적으로 여자 운전 안 하게 하면 안 되나 진지하게,1.0,"['ㅅㅂ', '걍', '법적', '으로', '여자', '운전', '안', '하게', '하면', '안', '되나', '진지하게']"
1814,간장계란밥은 ㄹㅇ 킹정이지,0.0,"['간장', '계란', '밥', '은', 'ㄹㅇ', '킹', '정이지']"
1815,여자들은 면허 함부로 주면 안 됨,1.0,"['여자', '들', '은', '면허', '함부로', '주면', '안', '됨']"
1816,정말 멋져요 느낀 게 많은 경기였어요 울컥 하네요,0.0,"['정말', '멋져요', '느낀', '게', '많은', '경기', '였어요', '울컥', '하네요']"
1817,우레기 컴백할 때 됬는데 왜 노래 안 나오나 했더니 나왔네,0.0,"['우레', '기', '컴백', '할', '때', '됬는데', '왜', '노래', '안', '나오나', '했더니', '나왔네']"
1818,하 진짜 윗 대가리들이 ㅂㅅ 이면 밑에서 죽어나간 느 거지,1.0,"['하', '진짜', '윗', '대가리', '들', '이', 'ㅂㅅ', '이면', '밑', '에서', '죽어', '나간', '느', '거지']"
1819,저도 야구하다가 코치가 혹사 시켜서 결국 부상땜에 접었었는데 다른 종목은 잘 모르겠지만 경험담으로는 진짜 한국야구 현실 생각보다 암담함,0.0,"['저', '도', '야구', '하다가', '코치', '가', '혹사', '시켜서', '결국', '부상', '땜', '에', '접었었는데', '다른', '종목', '은', '잘', '모르겠지만', '경', '험담', '으로는', '진짜', '한국', '야구', '현실', '생각', '보다', '암담함']"
1820,쏭가인이 아내여 왜 여기 나오는 겨ㅡㅡ 이런 글 올려서 난 자동으로 홍자 팬 되능겨요즘은 티비돌리믄 라도 사투리뿐 맘껏 즐겨라들을 마 안 남았응께 ㅍㅎ,1.0,"['쏭가인', '이', '아내', '여', '왜', '여기', '나오는', '겨', 'ㅡㅡ', '이런', '글', '올려서', '난', '자동', '으로', '홍', '자', '팬', '되', '능겨', '요즘', '은', '티비', '돌리', '믄', '라도', '사투리', '뿐', '맘껏', '즐겨라', '들을', '마', '안', '남았', '응', '께', 'ㅍㅎ']"
1821,대체 사과티 비 어디서 봐요 하는 사람들 개극 혐ㅡㅡ 검색을 좀 해봐라,1.0,"['대체', '사과', '티', '비', '어디서', '봐요', '하는', '사람', '들', '개', '극', '혐', 'ㅡㅡ', '검색', '을', '좀', '해봐라']"
1822,처음에는 소미 씨미모만 보면서 끝까지 보았고 다음에는 영상은 안 보고 노래 만들었는데 영상 볼 때는 몰랐는데 노래가 참 좋다 엄청 대박 나겠다,0.0,"['처음', '에는', '소', '미', '씨', '미모', '만', '보면서', '끝', '까지', '보았고', '다음', '에는', '영상', '은', '안', '보고', '노래', '만들었는데', '영상', '볼', '때', '는', '몰랐는데', '노래', '가', '참', '좋다', '엄청', '대박', '나겠다']"
1823,또 음모론 ㅆㅂ 정부가 죽였냐,1.0,"['또', '음모론', 'ㅆㅂ', '정부', '가', '죽였냐']"
