,0
41487,언니 배가 차가운데 메밀 좋아하시지 않아요? 메밀이 찬성질이라 배아프실거 같은데ㅜㅜ
41488,언니는 좋은 에너지를 주는사람이예요 <br>오늘도 즐겁게 보고갑니당♡
41489,나영언니 너무 사랑스러워요 ㅎㅎ 애장하는 아이템 보여주셔서 감사해요.
41490,긍정적인삶 정말 부럽습니다 고생하세요
41491,지금 입은 옷을 왜케 잘 소화하심??
41492,지금 입고 계신  옷은 어디꺼일까요ㅜㅜ? 넘 귀엽네요
41493,초보 룩북 유튜버입니다! 영상 늘 너무 많이 배우고 갑니다.🥰
41494,언니! 화이트셔츠 독일배송은 될까요?? 구매하고 싶은데 제품명 알려주실 수 있을까용😛💕
41495,"헐... 어쩌다보니 유언까지 담기게 된 찐영상!!!<br>저 진짜 베게 ㅠ 때문에 미치겠어요. 살면서 베게가 이렇게 중요한지 처음알았다는. 원래 낮은 베게만 사용하다가 중간에 머리가 미쳤었는지 높은 베게를 두번 구매하면서 3개월동안 목디스크까지 맛보는 시련을. <br>나영언니 찐템, 해외배송 받아서 꿀잠 자고 싶네요ㅠ 저 요즘 수면바지를 그냥 접어서 베개 대신해 사용하고 있어요 ㅠ<br>나영언니 찐템들 하나같이 다 사용해보고 싶다. 문제는 찐템들이라서 세월과 함께 레알템이라는점. <br>이런 영상 좋아요!"
41496,"<a href=""https://www.youtube.com/watch?v=JnUO2SVH2po&amp;t=7m31s"">7:31</a> 사지마세요! (?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br><a href=""https://www.youtube.com/watch?v=JnUO2SVH2po&amp;t=7m34s"">7:34</a> 자랑하는 거예요 (ㅋㅋㅋㅋㅋㅋ아 왜케 귀여워요ㅋㅋㅋㅋㅋㅋㅋㅋ"
41497,저두 배가 차가워 핫팩 살려고 검색하니 ㅋㅋ다 품절 ㅋㅋ
41498,"저도 배가 차고 여름에도 꼭 양말과 함께 합니다.^^ 뭔가 배를 따수게하면 소화도 잘되는것 같아서 매일밤 함께하고 있어요 (팥, 현미 다 있어요 ㅋㅋ)"
41499,나영언니 영상 특유의 색감이 저 캐논 카메라 덕분이였군뇨!!! 계속 그 색감 유지되면 좋을 것 같아요~~~~♡
41500,셔츠 진짜 궁금해서 비슷한 색상 찾아 샀어용 ~ 근데 똑 같은 느낌아니라 또 사구 싶다는요ㅠ 저두 h&amp;m 에서 또 만들어 주시길 바라요 ㅎㅎ  그리구 나영언니 영상속 모습이 유독 더 이쁘세용 뽀샤시해유 ^^
41501,나영언니가 쓰는 니플 패치 어디 건지 궁금해요 ㅠㅠㅠㅠㅠㅠ 💓
41502,"혹시 신우랑 이준이랑 밥상에서 서운한거 토론하다가 이준이가 억울해서 우에엥 울어버리는 영상 어떤 편인지 아시는 분,, 넘 귀여워서 힐링물인데 찾으려니 못 찾겠어요 흑흑"
41503,유독 신우가 보이는 머리스타일
41504,언니 너무 사랑스러워요💙
41505,머리 너무 귀여워용! 깜찍😆
41506,저 베개 진짜 맘에 들어요.. 나영님을 모델로 발탁할 때까지 참았다가 그 이후에 살래요ㅋㅋ
41507,화이트셔츠 멋있게 입으시는 비법 있으신듯~ 멋져요!<br>혹시 그거 남자거  s  사이즈  <br>버튼다운 코튼 셔츠 인가요?
41508,니플 패드 살려구요😊
41509,ㅋㅋㅋㅋㅋㅋㅋ 제가 여깄잖아여 (찡긋)
41510,머리만대도 잘자는 사람들 부럽고 ㅜㅜ 저고 높은베개 못배요!!!
41511,"<a href=""https://www.youtube.com/watch?v=JnUO2SVH2po&amp;t=9m33s"">9:33</a> ㅋㅋㅋㅋㅋ아...언니 너무 웃겨요.<br>폭풍 성장한 이주니 같기도 하고."
41512,"언니 영상보면 기분이 좋아져요 헿,,"
41513,언니 립스틱 비포가 애프터보다 예쁜거 무슨 일...?
41514,찐템 다시 못살때 더 사놓을껄 하는 아쉬움 맘은 다 같네요. ㅎㅎ
41515,Pillow진짜 사고싶어요! 해외배송 가능했으면 좋겠어요ㅠㅠ
41516,우와 그 셔츠가 10년 가까이 됐다니.. 이런 게 진정한 멋 같아요!! 저도 그런 인생템이 생기면 좋겠어요❣대학생인데 나영언니의 센스 많이 배우고 갑니다 내가 제일 애정하는 채널~
41517,구연동화하기에 어울리는 목소리에요ㅡ★
41518,"아, 귀여운 나영언니, 언니는 정말 소중한 분이에요♡"
41519,"언니는 볼때마다 정말 하나하나 배워가고 싶은게 너무 많아요🥺 말도 너무 맛있게하시구,,그냥 화면속으로 들어가서 사소한거 하나하나 다물어보고싶어요ㅜㅜㅋㅋ 22년만에 정말 처음으로 진심으로 사람자체를 좋아하게된 연예인이 언니인거같아요♥️ 오늘도 화이팅해요!!😛❤️"
41520,나영언니 이런 컨텐츠 너무너무 좋아요. 게다가 정말 언니의 정이 듬뿍 뭍어나는 찐템들이라 제께 아닌데도 다 갖고싶네요.. 손민수하고싶어요! ㅋㅋ 저는 옷은 몇번 입고 그냥 빠이빠이하는 것들이 많은데 언니 컨텐츠를 보고 이제라도 저만의 찐템을 만들고 싶어요. 언니의 a.o.cms 화이트셔츠는 남자꺼가 카라가 있는 거더라구요~ 남자꺼 S사이즈 구매하셨나요???
41521,저도 저 니플패치써요 개좋음
41522,샤넬백은 찌찌뽕~~  패치는 바로 주문했어요. 모두 품절 플라워밖에 없네요 ㅋㅋ.저도 해방되고파요😊  흐므에서 하늘색 셔츠 짜잔~~~ 하고 만들어주길 바래보아요
41523,나영언니 아니고 이준이 아닌가요..? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 너무 귀여워요 언니이❤️
41524,저만 빨간 지갑 궁금한가요 ㅠㅠ넘 이쁘네요
41525,😻😻
41526,언니 오늘 귀여우시네욧...★
41527,유아들만 물활론적사고하는지알았는데 언니두ㅋㅋㅋㅋ귀여워여<br>사고싶은것들 있네여! 특히 니플패치...?ㅋㅋ
41528,이준인줄…. ❤️❤️❤️❤️❤️
41529,나영님이랑 더 친해진거 같은 혼자만의  느낌..ㅎㅎ특히 니플까지 공유하시는거보고 ㅋㅋㅋ가까워진거 같아요 ^^;;
41530,"<a href=""https://www.youtube.com/watch?v=JnUO2SVH2po&amp;t=7m34s"">7:34</a> 😘"
41531,ㅋㅋㅋㅋㅋㅋ아 왜케 재밌죠.. 사고싶은거 한가득 🥺
41532,"니플패치 진짜 편한데 가장큰 단점,.....땀나면 떨어져유ㅜㅜㅜ땀이많은 사람은 비츄..그중 한명인 나..."
41533,너어어어무 이뻐요~~애기둘 엄마 맞나요ㅜㅜ
41534,이름이 지수라 지수씨 할 때 심쿵했어여 언늬…
41535,언니 예전에도 ㅋㅋㅋ 속옷 안 입는다고 했었는데 ㅋㅋㅋㅋ 😉🤩✌️
41536,언니 뒤에 액자 이뻐요!!! 뭐에요??? ^____^
41537,레드 카드지갑 브랜드 궁금해요!
41538,재미있게 봤어요 저는 이런찐템소개가 좋은것 같아욤
41539,삼년 쓴 지갑 정보 좀요 ㅠㅠㅠㅠ 제발용
41540,언니 옷이랑 머리랑 찰떡! 너무 귀여워용ㅋㅋㅋ큰 신우같기도&gt;&lt;ㅋㅋㅋㅋㅋ
41541,"저 안그래도 예전에는 브라 잘만 입었는데 집에서 공부하면서 밖에 안나가서 브라를 안입었더니, 오랜만에 나갈 때 입으면 항상 체하고 답답하고 속울렁 거려서 속옷을 못입겠더라구요ㅠㅠ 그래서 그냥 패드만 붙어있는 속옷을 사서 입었는데, 그것도 답답하더라구요ㅠㅠㅠ 그래서 요즘 노브라로 그냥 다니는 대신에 옷을 두꺼운 것을 찾는 불편한 생활중이였아요.. 그런데 언니 영상 속에 답이 ㅎㅎ!!!! 저도 니플패드나 사야겠네요!!!!!!"
41542,이쁘다! 이렇게 귀엽고 이쁜 아줌마는 처음봤어요!!!❤️❤️❤️
41543,으와 대박 저도 h&amp;m 하늘색 셔츠 몇년동안 입었고 애착셔츠인데ㅜㅜ 다시 사고싶어요..
41544,"어행갈때도 핫팩을 챙겨가는 1인입니다. 여름에도 손, 발 차고요. 하지만 핫팩을 안대로 쓰는 경지까진 오르지 못했네요. 역시!!"
41545,오 저거 입고 계신 옷 조이 안녕 표지 옷 이다
41546,"<a href=""https://www.youtube.com/watch?v=JnUO2SVH2po&amp;t=7m35s"">7:35</a> 넘 ㄱㅇㅇ 으아아악"
41547,언니 액자 너무 이뻐요☺️ 포스터 정보 부탁드려용 🤍🤍
41548,구찌 립스틱 단종된건가요? 궁금해요!
41549,헐 언니 인동 11위!!!!!!!!
41550,오늘은 이준이 모습이 많이 보이셔요 ❤️❤️
41551,ㅋㅋ 언니 넘 귀여워용 ㅎㅎ  첨에  신우인줄... ㅎㅎㅎ 꿀템  감사해용
41552,찐템 단종 되었을 때 너무 속상해요ㅠㅠ
41553,"너무너무 좋아하는 김나영님♡ <br>BGH 팥찜질팩 큰 사이즈는 어디서 구매할 수 있을까요? 큰 사이즈 사고 싶은데,  23×9 작은 사이즈밖에 안 나와요ㅠ"
41554,썸네일 얼핏 신우인줄ㅋㅋㅋㅋ 엄마는거푸집
41555,귀여워 😍
41556,보면서 니플패치 바로 주문해버리기…. 언니체고
41557,찐템들 보는거 너무 좋아요...오래된 물건에 찐애정이 담긴거 같아서 너무 보기 좋았어요
41558,저 실리콘 니플패드 붙이고 노래방에서 뛰어놀다가 슬리퍼 밑바닥에서 발견한적있는데ㅠㅠㅋㅋㅋㅋㅋ저는 잘떨어지더라고요ㅠㅜㅠㅠ아마 바디로션발라서 그랬으려나?..지금은 실리콘패드 붙이고 엄청 얇은 면 브라렛입어요 자리만고정되라구..
41559,마음이 참 예쁘신거 같아요! 저도 좋은 에너지 받고 갑니당! 🦔🦔
41560,멋낸것같은 느낌을 싫어하는 나영님이 너무 좋아요. 늘 보던 찐템들 너무 궁금했는데 반가웠어요.자주보던 셔츠가 H&amp;M꺼라니요. 오호호 슈프렐 바운스는 벌써 배송지연이네요.나영님 파워가 역시 대단하네요~~^^
41561,이뻐......너무이뻐...그냥예뻐..............
41562,언니의 패션은 어떻게 해도 항상 멋이 있는데 샤넬벨트 가방 전혀 부담스럽지않아요!ㅎㅎㅎ 찐템 다들 탐나는데 구할수가없다니~~~
41563,와 니플패드 저도 왕창사놓고 쓰는템인데ㅋㅋ<br>저도 안떨어지고 잘붙어잇요ㅋ<br>넘편하고좋아요 👍👍<br>엄훠? 언니그름 지금도 패드 착용하신거예요?
41564,니플패드 미국에는 너무 인기많아요.<br>한번 써보면 여름에는 브라자 하기 싫어요.<br>특히 가슴 답답한 갱년기여성분들한테 완전 추천합니다.
41565,오늘도 너무너무 재밌게 봤습니다. 나영언니 이야기 듣는 것 만으로도 힐링이예요. 엄마한테 강추하면서 같이 또 보고 그랬습니당. ㅎㅎ근데 구찌 립스틱 품절 같은데 어케 구하는지 아시는분....(제가 몰 몰라서)
41566,나영씬 볼때마다 참 기분이 좋아요~^^
41567,뒤에 배경이 cg 같아욤
41568,요즘은 이런 콘텐츠가 그리웠네요...^^
41569,언니 너무 재밌어여!!!!! 너무너무너무 어느찐템영상보다 제일 재밌었어유 .. 🤤
41570,나 여기 있잖아...ㅋㅋㅋㅋㅋㅋㅋ<br>저도 나영님 속옷 어찌 입으시나 항상 궁금했는데 궁금증 해결됐네요~~ <br>목디스크 있는데 베개 저도 사보고싶어요~~~ 오늘 영상 넘 유익하네요~~😍😍😍😍
41571,나영언니는 진짜 김여름언니예요~여름에 더 이쁘고 빛이나고 텐션도 좋아요^^
41572,여름에도 발 따뜻하고 싶은 사람 한 명 더 추가요 ㅜㅜ!!!<br>망할 수족냉증 때문에 여름겨울 할 거 없이 발이 엄청 차가운데 저거 한 번 사서 써봐야갰네요🥺🥺<br>찐템꿀템 감사합니다 언니!!♡
41573,너무 재밌어요
41574,선전하는거아니고 자랑하는거래ㅋㅋㅋㅋ왜케귀엽습니까아ㅋㅋ
41575,나영씨는 찐 멋쟁이!개념 있어서 좋아요.💕
41576,사지마세요 자랑하는거에요 ㅋㅋㅋㅋㅋㅋ 진짜 귀욥 저도 샤넬 카드지갑 쓰는데 여닫을때마다 상쾌한 늑힘이었는데 같은 생각 하는분이 또 있었다니 💙💙💙
41577,나영씨 오늘따라 왜이랗게 귀여우신지 ㅎㅎㅎ 사지 마세요 전 자랑하는거예요!! ㅋㅋㅋ
41578,ISN&#39;T  SHE  LOVELY <br>ㅊ.ㅗ.ㅣ.ㄱ.ㅗ.
41579,"배, 발  차가운 사람 여기요🖐<br>좋은 아이템 소개 감사해요<br>오늘 영상 속 나영님(뭘 입어도 이뿌다) 정말 상큼해요🧡"
41580,h&amp;m셔츠<br>정말 찐템인거 같아요~<br>볼때마다 이뿌다고 생각했어요ㅋㅋ<br>지금 입고 계신 카라니트도 넘예뻐요~^^
41581,니트 너무예뻐요.
41582,"항상 제게 와닿는 진심을 말해주시니까 언니 말을, 생각을 듣고 싶어요. 오늘도 영감받고 갑니다 🌝🌝"
41583,샤넬카드지갑은 전혀 구하지못하나요ㅠ?
41584,그래..<br>첫번째 셔츠 저도 맘에 들었어요<br>칼라도 미제 틱 한게..ㅎ
41585,나영님도 입을 옷이 없을 때가 있다니 뭔가 동질감 느껴지고 좋네요 😄
41586,귀여운 헤어 잘어울려요💞💞<br>좋은 정보들 고맙고요.<br>몇개 당장 샀어요 ㅋㅋ
41587,너무 재밌고 유익한 컨텐츠에요!!! 나영님의😎 데일리 찐템 추천^^ 잘 보고 갑니다👌
41588,언니 속눈썹 컬링 비법도 알려주세여! 매 영상마다 시선강탈?
41589,아니 카메라 너무 찰떡이긴하네요 소개해주신다고 바꾸니까 느낌이 안 살아요ㅋㅋㅋㅋ 더 소중히 오래 같이 가주세요❤️❤️
41590,니플 패치 시연을 어떻게 하시려나 했는데 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 눈에 하실 줄이야 ㅋㅋㅋㅋㅋㅋㅋㅋ
41591,나영언니 책에서도 봤던 셔츠 같아요 💙
41592,제 카메라와 똑같네용 ㅋㅋ
41593,샤넬카드지갑 취저네요! 어떻게든 구해서 사야겠어요ㅋㅋ
41594,썸네일 최이준이다!!! ❤️🌼
41595,입고계신 상의 색상이 넘넘 이뻐고 머리도 귀엽고...찰떡이네요...
41596,우와와와-🧡
41597,저도 니플패치만 쓰는 1인이에용 ㅋㅋㅋ 진짜 너무 편해요 ㅎㅎ
41598,머리 넘 귀여워서 따라하고 싶은데 난 아들이 없으니까 하면 이상하겠지? ㅋㅋ
41599,광고아닌 레알 나영언니 찐템들 소개 너무 좋아용 담에 또 다른것들도 소개해주세용🙏🤍
41600,몸매 좋으니 3000원짜리도 명품된다
41601,언니가 입은 미우미우 니트도 이쁨 ㅠㅠㅠㅠㅠ
41602,찐템들보면서 나도 저렇게 활용해야겠다 생각이들더라구요. 오늘도 얻어가기만합니다😅
41603,찐템들 너무 좋네요~~^^
41604,오늘 입으신 니트정보 부탁드려요
41605,@김진희 감사합니다
41606,미우미우요~
41607,와 오늘 영상 너무 좋아요.... 니플패드 영상보다 바로 구매
41608,나영님을  보고 있으면 우울한 생각들이 ㅅㅡㄹㅡㄹ 사라져요.ㅋ
41609,"썸넬 보자마자 이준이 머리같이 묶으셨네~ 했는데,,, 이준이 어머니이셨던 것임,,"
41610,나영님 찐템중찐템을 증명해주시는👍🏻🤩
41611,신우야 안녕?
41612,사랑해요 언니
41613,독보적이다 진짜 ㅠㅠ 보는 내내 이렇게 즐겁게 해주실수 있나요? 계속 계속 자랑 많이 많이 해주세요💙
41614,이게 바로 내가 원하는 유투브컨텐츠!!<br>수많은 광고와 억지과장속에서<br>빛나는 영상이네요 ㅎㅎㅎ
41615,언니 이 영상 이준이랑 넘 똑같아요 ♥️
41616,열심히 하는모습ㆍ<br>정말🌿🌿👍👍👍
41617,아이들 누나라고 해도 믿을정도로 머리잘어울려요 ㅠㅠ 패션센스가 진짜 남다르시다.. 패션문외한이봐도 감각이 장난아니네요
41618,에고~~~<br>에미의 마음이라니..<br>지금 성적 안 좋으니까 20년 후에 뽑으라고 해..<br>자식을 위해 준비 하는 에미의마음.<br>눈물 날뻔...
41619,오늘 신우 이준이가 겹쳐보여요 ㅋㅋㅋ
41620,립스틱..사고 싶은데 이제 안파나봐여!!😭
41621,매력 넘치는 나영씨~<br>공중파 방송에서는 몰랐던 나영씨의 매력~두아이의 엄마 역활도 잘 해내고 있는 사람~<br>해피 바이러스 뿜뿜 넘치고 해맑은 사람이라고 느꼈네요~<br>항상 응원하겠습니다~♡
41622,물건마다 사연이 주렁주렁한 걸 보니 찐템 맞네요 ^^
41623,정말 진심어린 찐템영상 느낌스 ~ 😻🤩👍🏼<br>실리콘패치 여름엔 땀차고 그렇진 않나요?! 😯
41624,같은템으로 코디너무잘해 !!!! 🍑🌷
41625,알뜰살뜰 나영씨네요 목디스크카메라 넘 잼났어요
41626,언니 사랑해여 진짜!!!!!
41627,빨간색 카드지갑  정보 공유해주세요오
41628,와… 오늘 정말 찐템들 모음이네요…! 감사해요 정보 공유해주셔서🤍
41629,진짜 언니 멋있어…
41630,"흐엉 언니 말하는거 듣기 편하고 너무 좋앙,,,,,,,,,,"
41631,"아.. 언니 너무 재밌다.. 핫팩 눈에 올릴 때 넘 웃겨욬ㅋㅋㅋ큐ㅠ 그리고 사지 말라니... 다 갖고 싶은걸 ㅜㅜ 왜 다 오래된거에요 흑흐ㅜㄱ 영업왕이세요 진짜!!,,"
41632,"이 글에대한 내용은 아닌데요,,딸아이가 임신을해서 임부복겸 일상생활에 입을수있는 예쁜 원피스 추천해주실수 있을까요?전 예전에  큰아이 가졌을때 여유가없어 이쁜거 입고싶어도 그럴지 못했네요 ㆍ지나고보니 그때아님 할수없었던게 생각나 딸아이에게 이쁜 옷 사주고싶네요~별거아닐지도 모르는데 딸아이도 아깝다고 안사고 대충입을것같아 ㅎㅎ 죄송해요~영상의 대한 글이 아니라~"
41633,이번 영상 진짜 찐영상입니다!!!
41634,우리 신우..오늘 색동옷 입고 머리 귀엽게 묶었네
41635,삼각대 새로사면 꼭 알려주세용♡
41636,순간 이준인줄! 이준이가 급성장한줄알았어요!ㅋㅋㅋ
41637,어떻게 이렇게 귀여울 수 있지..
41638,언니ㅜㅜ찐템들 다 구매하고싶을정도로 너무 다 진짜 대박이에요!!! 샤넬지갑 전에 3년동안 쓰신 빨간 지갑도 어디 브랜드인지 알려주세여~~😭😭🥰
41639,"오오 정말 잘 봤어요. 구찌 립 사고 싶은데 마스크에 너무 뭍어서 ,,"
41640,이준이 다컸네 찐템들도 소개하고....
41641,지금 입고 있는 티셔쓰도 참 잘어울리네요.10대 소녀 같아요.
41642,자일리 톨ㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
41643,찐템 소개 영상이 이렇게 재밌는 거였다니
41644,저도 실리콘 니플패치 썼는데 땀나는 여름에 땀때문에 떨어지더라구요 ㅠㅠ 그후에 실리콘말고밴드형쓰는데ㄱㅏ볍고좋아요 실리콘도은근 무게있어서요
41645,나영이언니 최고야......
41646,언니 영상보면 기분이 좋아…❤️
41647,오래만에 스킵없이 영상봤어요ㅋㅋ
41648,언니 진짜 예뻐요
41649,아 진짜 언니는 너무 귀여워요 ㅋㅋ 머리부터 표정 말투까지 다 귀여워요!! 신우 이준이가 언니를 닮아서 그렇게 귀여운 거겠죠 ㅋㅋ<br>저도 최근 니플밴드 사서 썼는데 엄청 편하고 좋더라구요 브라렛도 이젠 답답해요 ㅋㅋ
41650,저만 궁금한게 아니였군요ㅋ
41651,니플패치는 일회용으로 쓰시나요? 저는 자꾸 떨어져서 영구적으로 못쓰겟더라구요!
41652,선전 아니에요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
41653,카드지갑 캡틴썬샤인 제품이네요^.^<br>근데 일본 제품..인가봐요😂😂🤣🤣
41654,안녕하세요. 지금 영상에 입고 계신 카라티셔츠 브랜드가 궁금합니다~
41655,아놬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ저도 핫팩 더 따뜻하게 하겠답시고 2분 돌렸다가 밤에 태워먹어가지구 탄내 장난아니었어요 언니영상보다가 너무 공감ㅋㅋㅋㅋㅋㅋ
41656,실리콘 니플 패치 메모…📝
41657,유익 그 자체♡♡
41658,큰 이준이신가요?😆😆
41659,언제가 한번은 이 찐템 영상 올라오길 바랬는데!!<br>좋은 정보 감사해용^^
41660,이런영상이 젤 좋아요 ㅋㅋㅋ ㄱ꿀템들
41661,니플패치: 로에보<br>빨간지갑 : 앞글자 B*<b>*</b> change ???ㅠㅠ
41662,빨간지갑 : KAPTAIN SUNSHINE 이예요!
41663,나영 언니 영상은 항상 엄마미소 짓고 보게됨 ㅋㅋ 신우랑 이준이 안 나오고 언니만 나와도 ㅋㅋ
41664,나영씨 나빠욧!!다 탐나는 아이템만 소개하고는 지금은 구매 못하는게 넘 많으당ㅠㅠ
41665,이게 뭐라고 이렇게 재밌는거지 ..? 너무 재밌는데 ..???? 너무 재밌어 .... 아니 그리고 언니 너무 진짜 너어무 귀여운데 .....????? 옷도 머리도 다 찰떡이야 .... 진짜 저 착장 박제 해야할거같은데 .......
41666,다이어트도 알려주세요 특집으류 ㅋㅋㅋㅋㅋㅋㅋㅋ 나영언니만 예뻐지기 없기
41667,찐템과 더불어 이제 보내준다는 삼년 된 헌 지갑도 예뻐보여요 ...
41668,잇템 겟해야겠어요 감사해용~~ 근데 언니 영상 보면서 느낀건데 큰 신우를 보는거 같아요... 너무 닮아서 헤헤헤
41669,"아 진짜 이언니 너무좋아... 진짜 닮고싶어요 ,"
41670,셔츠사이즈 알고싶어요!!
41671,너무재밌어요♬♩
41672,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사지마세요 자랑하는거에요~ 3개를 다쓰진않았겠죠? 분실ㅋㅋㅋㅋㅋㅋㅋㅋ치아가 하얘보여요😬ㅋㅋ치아보여주심ㅋㅋㅋㅋㅋ언니센스에 빵터지고갑니다ㅋㅋㅋ
41673,"<a href=""https://www.youtube.com/watch?v=JnUO2SVH2po&amp;t=16m34s"">16:34</a>"
41674,"<a href=""https://www.youtube.com/watch?v=JnUO2SVH2po&amp;t=7m50s"">7:50</a> 이런 신박하고 집중되는 카드 지갑 리뷰 첨봐욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 야무진 똑딱이 덕분에 들어온 돈이 안나갈거가튼 너낌이라닠ㅋㅋㅋㅋ 나영언니 리뷰가 세상에서 젤 잼써옄ㅋㅋㅋㅋㅋㅋㅋㅋ"
41675,실리콘 니플패드...!!! 와 신세계네요. 뒤에 사진도 너무 좋네요. 항상 안목이 넘 좋은 언니 따라살것들 많이 알려주셔서 감사합니다 ㅎㅎ
41676,입으신니트어딘건가여
41677,감사해요
41678,미우미우
41679,앗 그 립스틱<br>잃어버려서 두번째 산거 열자마자 신우가 부러뜨린 그 구찌 립스틱 ㅋㅋㅋ<br>오늘도 꿀잼이었어요 😆
41680,저도 그래요ㅋㅋ<br>발이 항상차요. .겨울엔 양말안신으면<br>잠을못잡니다..
41681,언니가 찐템 픽을 잘하시는 것 같아요<br>잃어버리지 말아요~~~
41682,지금 나온 영상 하나씩 나올때 마다 스탑하고 구매하고옴😭
41683,이전에 사용하던 카드지갑 정보 알려주세요~~~! 찐템들 다 너무 멋지십니다!!!!
41684,캡틴선샤인 제품이에요
41685,나영씨 빨간동전지갑 브랜드 아시는분 좀 알려주세요.딸 사줄려는데 영어보고 찾아봐도 못찼겠어요.
41686,@10 23 진짜로 감사합니다.
41687,지갑정보  알고가요~~
41688,캡틴선샤인 지갑으로 검색하시면 나와요 :)
41689,"<a href=""https://www.youtube.com/watch?v=JnUO2SVH2po&amp;t=7m34s"">7:34</a> 너무 웃겨요 ㅋㅋㅋㅋ ❤️자랑하는 거예요❤️"
41690,이준인줄 알아써여…❤️
41691,잘 산 기본템인 것도 맞지만 <br>언니가 활용을 잘 해서 입으시는 것 같아요 ㅎㅎ <br>저라면... 하 저거 또 어디다 입어 이럴 것 같아요 ㅎㅎ
41692,무조건 보는 언니 추천템 영상 그나저나 언니 머리 스타일까지 저렇게 하니까 이준이 미래를 보는 거 같다
41693,니플패치 쓴 지 몇 년 됐어요ㅋㅋ 핵편함. 너무 얇은 옷엔 티나요. 더 얇은 니플패치 있어서 그거 써요
41694,구찌 립 사고 싶은데 ㅠㅠ 단종된곤가요 ㅠㅠ 나영언니 어디서 사셨나요 ㅠㅠㅠㅠㅠㅠ
41695,"아니 썸넬 이준이 다 자란줄,, 쏘우 큐트"
41696,그럼 이번엔 뭘로 찍었어요?
41697,으앗 GBH핫팩사려고 검색하니 품절 ㅠㅠ 다들 왜이렇게 빨라요 ㅠㅠ
41698,샤넬지갑 말구 전에 쓰셨던 지갑 정보 궁금해요 !
41699,"베개 진짜 좋아요, 저도 잘 쓰고 있는데 언니 찐템에 나오다니 반가워요^^♡"
41700,손민수 고고고
41701,아니 어쩜 저런 멀티컬러 탑이 저렇게 잘 어울리시는거죠. 세상 상콤 발랄 귀여우신.. ♡
41702,나영언니 뒤에 그림이랑 옷이랑 색감이 비슷해서 뭔가 합성같아서 너무 귀여워요!!ㅋㅋㅋ
41703,저도평소에 쳇기있어 배아플때랑 생리통있을때 팥주머니 쓰고 있어요 팥주머니 진짜 너무너무 좋아요
41704,우와.. 리얼찐템❤️ 너무 재밌다..
41705,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ니플패칰ㅋㅋㅋㅋ너무 귀엽고요
41706,피부관리 눈썹 속눈썹 헤어라인 관리 등도 알려주세욤 💚💚💚
41707,이번주 일요일도 언니 영상으로 편안하게 마무리합니다💓 흐앤므셔츠 있을줄 알았어요 ㅋㅋㅋ 한때 저거 구하고 싶어서 흐앤므 홈페이지 엄청 뒤졌었는데 못구했어요ㅋㅋㅋ 언니 찐템 될것 같은 애들은 꼭 미리 알려주세요 저도 구입하게요💖
41708,카메라를 후에 바꾸실때 이준이 신우에게 주세요...아이들의 눈높이로 세상을 찍는것이 너무 새롭고 아름답더라구요... 항상 응원합니다.
41709,진짜 왜케 저렇게 예쁘고 애교철철이실까 예쁜 사람 예쁜 목소리 듣고 자정에 맘의 정화를 하고 갑니다 블루먼데이 앞두고 에너지 받아가요
41710,찐  여름탬  두요~~~<br>모자  수영복  샌들  썬그라스  썬크림요
41711,나영언니 찐템에 진심인 저.. 베개주문햇어요 ㅠㅠ💚 혹시 aocms 맨즈 탭에 ALL COTTON SHIRT<br>Chalky White 요거맞나요? xl빼고 다 품절이더라구요 ㅜㅜ 사이즈 뭘로하셧던건지 궁금해요 재입고 기다려보려구요..🥺🥺
41712,정말 누가 입느냐가 중요하네요🥺❤️
41713,나영씨는 점점어려지는느낌..  화장안한얼굴이 어쩜이리예뻐요 마음이이쁘셔서그런가😍
41714,"<a href=""https://www.youtube.com/watch?v=JnUO2SVH2po&amp;t=3m30s"">3:30</a> 잼잼 긔여워ㅜㅜ"
41715,늘 밝고 진솔한 컨텐츠 좋아요 응원합니다~
41716,그만 하세~~~
41717,ㅋㅋㅋ부끄러울텐데 그 찐템도 소개해주시고 감사해요
41718,액자 정보 궁금한건 저뿐인가여 🥲
41719,진짜 좋은템들로만 소개해주려고 다 낡고 후들해진 애들까지 살뜰살뜰 모아온 언니 어떻게 안 사랑해🤦‍♀️💚💚💚
41720,꾸미지 않은 자연스러움이 나영씨의 매력중에 하나죠. 찐 편안한 컨텐츠네요. 편하게 즐겼어요. 니플패치는...ㅋ 신의 한수 였어요. 😄
41721,"에첸엠 셔츠였구나,,,, 비싼 셔츠일 줄 알았는데,,,"
41722,역시 꾸꾸꾸를 싫어하는 나영언니
41723,최고의 컨텐츠 역시 내사랑
